,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Human Eval Google,Human Eval M2M
1979,1948,other differential effects of the assigned interventions are described in Section 9 in the Supplementary Appendix .,补充附录第 9 部分描述了指定干预措施的其他不同影响。,0.0,"['differential', 'appendix', 'section', 'supplementary', 'in']",[],1948,['授予的干预的其他差异效应如附件第9节所描述。'],0.2,"['differential', 'appendix', 'section', 'supplementary', 'in']",['appendix'],,
1980,1949,the prescribed antibiotics are listed in Table S10 in the Supplementary Appendix .,处方抗生素列于补充附录表 S10 中。,0.3333333333333333,"['appendix', 'table', 'supplementary', 'antibiotics', 'S10', 'in']","['table', 'antibiotics']",1949,['处方的抗生素在附件中的表 S10 列出。'],0.5,"['appendix', 'table', 'supplementary', 'antibiotics', 'S10', 'in']","['appendix', 'table', 'antibiotics']",,
1981,1950,"we captured data regarding antibiotic prescribing , antibiotic use , and health care utilization to determine whether fewer initial prescriptions might have increased subsequent consulting and antibiotic prescribing and found that it did not .",我们收集了有关抗生素处方、抗生素使用和医疗保健利用的数据，以确定较少的初始处方是否会增加后续咨询和抗生素处方，并发现事实并非如此。,0.5333333333333333,"['antibiotic', 'data', 'utilization', 'health', 'regarding', 'initial', 'health care', 'subsequent', 'prescriptions', 'have', 'that', 'to', 'and', 'determine', 'we']","['antibiotic', 'data', 'utilization', 'regarding', 'initial', 'health care', 'prescriptions', 'have']",1950,"['我们收集了关于抗生素处方、抗生素使用和医疗保健使用的数据,以确定是否较少的初始处方可能增加了随后的咨询和抗生素处方,并发现没有。']",0.5333333333333333,"['antibiotic', 'data', 'utilization', 'health', 'regarding', 'initial', 'health care', 'subsequent', 'prescriptions', 'have', 'that', 'to', 'and', 'determine', 'we']","['antibiotic', 'data', 'regarding', 'initial', 'health care', 'prescriptions', 'have', 'to']",,
1982,1951,a nonrandomized Spanish study showed that the rate of antibiotic overprescribing for acute exacerbations of COPD was lower among primary care clinicians who received training in CRP testing than among those who did not.48,西班牙的一项非随机研究表明，接受过 CRP 检测培训的初级保健临床医生因 COPD 急性加重过度使用抗生素的比例低于未接受培训的初级保健临床医生。 48,0.2307692307692307,"['COPD', 'antibiotic', 'who', 'rate', 'training', 'study', 'lower', 'primary', 'acute', 'care', 'testing', 'that', 'nonrandomized']","['COPD', 'antibiotic', 'nonrandomized']",1951,"['一项非随机的西班牙研究表明,在接受CRP测试培训的初级护理诊所患者中,对COPD急剧加剧的抗生素过度处方率低于那些没有接受CRP测试的诊所患者中。']",0.3076923076923077,"['COPD', 'antibiotic', 'who', 'rate', 'training', 'study', 'lower', 'primary', 'acute', 'care', 'testing', 'that', 'nonrandomized']","['COPD', 'antibiotic', 'rate', 'nonrandomized']",,
1983,1952,a recent post hoc comparison indicated that men who were given abiraterone or docetaxel early in the course of treatment had similar outcomes with respect to overall survival.14,最近的一项事后比较表明，在治疗过程早期接受阿比特龙或多西紫杉醇治疗的男性在总生存期方面具有相似的结果。 14,0.4,"['a', 'who', 'recent', 'comparison', 'early', 'post', 'treatment', 'course', 'with', 'respect', 'docetaxel', 'that', 'in', 'to', 'similar']","['comparison', 'early', 'treatment', 'course', 'docetaxel', 'similar']",1952,"['最近的一项临床后比较表明,在治疗过程中早期服用阿比拉特伦或多克萨克尔的男性对整体生存产生了类似的结果。']",0.3333333333333333,"['a', 'who', 'recent', 'comparison', 'early', 'post', 'treatment', 'course', 'with', 'respect', 'docetaxel', 'that', 'in', 'to', 'similar']","['comparison', 'early', 'treatment', 'course', 'that']",,
1984,1953,testosterone suppression was initiated up to 12 weeks before randomization .,睾酮抑制在随机分组前 12 周开始。,1.0,"['suppression', 'testosterone', 'randomization', 'before']","['suppression', 'testosterone', 'randomization', 'before']",1953,['抑制<unk>丸激素在随机化前12周开始。'],0.75,"['suppression', 'testosterone', 'randomization', 'before']","['suppression', 'randomization', 'before']",,
1985,1954,previous adjuvant testosterone suppression for up to 24 months was allowed if the treatment had been completed at least 12 months earlier .,如果至少在 12 个月前完成治疗，则允许先前辅助性睾酮抑制长达 24 个月。,0.5714285714285714,"['suppression', 'testosterone', 'adjuvant', 'previous', 'treatment', 'earlier', 'if']","['suppression', 'testosterone', 'treatment', 'earlier']",1954,"['以前的补充性<unk>丸激素抑制最多24个月被允许,如果治疗已经完成至少12个月之前。']",0.4285714285714285,"['suppression', 'testosterone', 'adjuvant', 'previous', 'treatment', 'earlier', 'if']","['suppression', 'previous', 'treatment']",,
1986,1955,the trial protocol and Supplementary Appendix are available with the full text of this article at NEJM.org .,试验方案和补充附录与本文全文可在 NEJM.org 获取。,0.0833333333333333,"['appendix', 'protocol', 'article', 'supplementary', 'available', 'trial', 'text', 'with', 'at', 'full', 'this', 'and']",['protocol'],1955,['试验协议和补充附件可在NEJM.org上找到本文的完整文本。'],0.25,"['appendix', 'protocol', 'article', 'supplementary', 'available', 'trial', 'text', 'with', 'at', 'full', 'this', 'and']","['appendix', 'protocol', 'full']",,
1987,1956,"in the two groups , background therapy included continuous testosterone suppression .",在两组中，背景治疗包括持续抑制睾酮。,0.8333333333333334,"['background', 'suppression', 'testosterone', 'continuous', 'therapy', 'two']","['background', 'suppression', 'testosterone', 'therapy', 'two']",1956,"['在两组中,背景治疗包括持续的<unk>丸激素抑制。']",0.6666666666666666,"['background', 'suppression', 'testosterone', 'continuous', 'therapy', 'two']","['background', 'suppression', 'therapy', 'two']",,
1988,1957,"after the enrollment of 88 patients ( mainly from Australia and New Zealand ) , the early administration of docetaxel with testosterone suppression was permitted in protocol version 2 ( as revised on November 2014 ) as a stratification factor before randomization , according to evidence showing improved survival with this approach.1",在纳入 88 名患者（主要来自澳大利亚和新西兰）之后，方案版本 2（2014 年 11 月修订）允许早期给予多西他赛和睾酮抑制作为随机化前的分层因素，证据表明这种方法.1,0.6666666666666666,"['suppression', 'stratification', 'testosterone', 'australia', 'randomization', 'factor', '2', 'survival', 'protocol', 'version', 'administration', 'early', 'november', 'after', 'evidence', 'as', 'with', 'docetaxel', 'this', 'before', 'new']","['suppression', 'stratification', 'testosterone', 'australia', 'randomization', 'factor', '2', 'version', 'early', 'after', 'evidence', 'docetaxel', 'before', 'new']",1957,"['在88名患者(主要来自澳大利亚和新西兰)的注册后,早期服用Docetaxel与<unk>丸激素抑制被允许在协议版本2(修订于2014年11月)作为分裂因素之前的随机化,根据证据表明通过这种方法改善生存。']",0.6190476190476191,"['suppression', 'stratification', 'testosterone', 'australia', 'randomization', 'factor', '2', 'survival', 'protocol', 'version', 'administration', 'early', 'november', 'after', 'evidence', 'as', 'with', 'docetaxel', 'this', 'before', 'new']","['suppression', 'australia', 'randomization', 'factor', '2', 'survival', 'protocol', 'version', 'early', 'after', 'evidence', 'before', 'new']",,
1989,1958,the decision to initiate early treatment with docetaxel was left up to the individual patients and their physicians .,开始使用多西紫杉醇进行早期治疗的决定由患者及其医生决定。,0.4545454545454545,"['individual', 'early', 'treatment', 'early treatment', 'decision', 'up', 'with', 'docetaxel', 'to', 'and', 'physicians']","['early', 'treatment', 'early treatment', 'decision', 'docetaxel']",1958,['早期启动Docetaxel治疗的决定留给了个人病人和他们的医生。'],0.3636363636363636,"['individual', 'early', 'treatment', 'early treatment', 'decision', 'up', 'with', 'docetaxel', 'to', 'and', 'physicians']","['individual', 'early', 'treatment', 'decision']",,
1990,1959,up to two cycles of docetaxel were permitted before randomization .,在随机化之前允许最多两个周期的多西紫杉醇。,0.6666666666666666,"['randomization', 'up', 'docetaxel', 'before', 'to', 'two']","['randomization', 'docetaxel', 'before', 'two']",1959,"['在随机化之前,允许多达两个Docetaxel周期。']",0.5,"['randomization', 'up', 'docetaxel', 'before', 'to', 'two']","['randomization', 'before', 'two']",,
1991,1960,the central randomization system implemented minimization with a random component .,中央随机化系统使用随机成分实现了最小化。,0.4285714285714285,"['component', 'a', 'randomization', 'system', 'central', 'with', 'minimization']","['component', 'randomization', 'system']",1960,['中央随机化系统实施了随机组件的最小化。'],0.4285714285714285,"['component', 'a', 'randomization', 'system', 'central', 'with', 'minimization']","['component', 'randomization', 'system']",,
1992,1961,"the trial was led by the Australian and New Zealand Urogenital and Prostate Cancer Trials Group ( ANZUP ) and the National Health and Medical Research Council ( NHMRC ) Clinical Trials Centre , University of Sydney .",该试验由澳大利亚和新西兰泌尿生殖系统和前列腺癌试验小组 (ANZUP) 以及悉尼大学国家卫生和医学研究委员会 (NHMRC) 临床试验中心牵头。,0.7333333333333333,"['group', 'cancer', 'research', 'prostate cancer', 'health', 'university', 'centre', 'medical', 'urogenital', 'clinical', 'trial', 'by', 'and', 'new', 'led']","['group', 'cancer', 'research', 'prostate cancer', 'health', 'university', 'centre', 'urogenital', 'clinical', 'by', 'new']",1961,"['该研究由澳大利亚和新西兰尿道和前列腺癌试验集团(ANZUP)和国家卫生和医学研究委员会(NHMRC)临床试验中心,悉尼大学领导。']",0.6666666666666666,"['group', 'cancer', 'research', 'prostate cancer', 'health', 'university', 'centre', 'medical', 'urogenital', 'clinical', 'trial', 'by', 'and', 'new', 'led']","['group', 'cancer', 'research', 'prostate cancer', 'health', 'university', 'centre', 'clinical', 'by', 'new']",,
1993,1962,the trial was designed by the ANZUP investigators .,该试验由 ANZUP 研究人员设计。,0.5,"['trial', 'by']",['by'],1962,['审判是由ANZUP调查人员设计的。'],1.0,"['trial', 'by']","['trial', 'by']",,
1994,1963,data were collected and analyzed by the NHMRC Clinical Trials Centre .,数据由 NHMRC 临床试验中心收集和分析。,0.8,"['data', 'centre', 'clinical', 'by', 'and']","['data', 'centre', 'clinical', 'by']",1963,['数据由NHMRC临床试验中心收集和分析。'],0.8,"['data', 'centre', 'clinical', 'by', 'and']","['data', 'centre', 'clinical', 'by']",,
1995,1964,the authors were solely responsible for the writing of the manuscript .,作者全权负责手稿的撰写。,0.5,"['manuscript', 'writing']",['manuscript'],1964,['作者仅负责手稿的写作。'],1.0,"['manuscript', 'writing']","['manuscript', 'writing']",,
1996,1965,"Astellas Pharma provided enzalutamide and financial support for trial conduct ; representatives of the company reviewed drafts of the protocol and trial report but were not otherwise involved in any aspects of the trial design , data accrual , data analysis , or manuscript preparation .",安斯泰来制药为试验进行提供了恩杂鲁胺和资金支持；公司代表审阅了试验方案和试验报告的草稿，但不参与试验设计、数据收集、数据分析或手稿准备的任何方面。,0.7142857142857143,"['support', 'data', 'analysis', 'preparation', 'report', 'protocol', 'manuscript', 'trial', 'conduct', 'design', 'enzalutamide', 'in', 'but', 'and']","['support', 'data', 'analysis', 'preparation', 'report', 'protocol', 'manuscript', 'design', 'enzalutamide', 'but']",1965,"['Astellas Pharma为审判行为提供了 enzalutamide 和财务支持;公司代表审查了议定书和审判报告的草案,但没有其他参与审判设计、数据积累、数据分析或手稿编制的任何方面。']",0.6428571428571429,"['support', 'data', 'analysis', 'preparation', 'report', 'protocol', 'manuscript', 'trial', 'conduct', 'design', 'enzalutamide', 'in', 'but', 'and']","['support', 'data', 'analysis', 'report', 'protocol', 'manuscript', 'trial', 'design', 'but']",,
1997,1966,"testosterone suppression , standard antiandrogen drugs , docetaxel , and all subsequent treatments were accessed according to local standard practice .",睾酮抑制、标准抗雄激素药物、多西紫杉醇和所有后续治疗均根据当地标准实践进行。,0.6,"['standard', 'suppression', 'testosterone', 'drugs', 'local', 'practice', 'subsequent', 'docetaxel', 'standard practice', 'all']","['standard', 'suppression', 'testosterone', 'drugs', 'practice', 'docetaxel']",1966,['抑制<unk>丸激素、标准抗 androgen 药物、docetaxel 和所有随后的治疗都按照当地标准实践获得。'],0.4,"['standard', 'suppression', 'testosterone', 'drugs', 'local', 'practice', 'subsequent', 'docetaxel', 'standard practice', 'all']","['standard', 'suppression', 'drugs', 'practice']",,
1998,1967,the authors vouch for the accuracy and completeness of the reported data and for the fidelity of the trial to the protocol .,作者保证所报告数据的准确性和完整性，以及试验对方案的忠实度。,0.4285714285714285,"['fidelity', 'data', 'accuracy', 'protocol', 'trial', 'completeness', 'and']","['data', 'accuracy', 'completeness']",1967,"['作者保证报告数据的准确性和完整性,以及审判对议定书的忠诚性。']",0.7142857142857143,"['fidelity', 'data', 'accuracy', 'protocol', 'trial', 'completeness', 'and']","['data', 'accuracy', 'protocol', 'trial', 'completeness']",,
1999,1968,an independent data and safety monitoring committee reviewed the progress and results of the trial .,一个独立的数据和安全监督委员会审查了试验的进展和结果。,0.5,"['safety', 'monitoring', 'data', 'committee', 'trial', 'independent', 'progress', 'and']","['safety', 'data', 'committee', 'independent']",1968,['一个独立的数据和安全监测委员会审查了审查进展和结果。'],0.625,"['safety', 'monitoring', 'data', 'committee', 'trial', 'independent', 'progress', 'and']","['safety', 'monitoring', 'data', 'committee', 'independent']",,
2000,1969,the trial was conducted in accordance with the principles of Good Clinical Practice guidelines and the Declaration of Helsinki .,该试验是根据良好临床实践指南和赫尔辛基宣言的原则进行的。,0.0,"['good clinical practice', 'trial', 'with', 'and']",[],1969,['根据《好临床实践指南》和《赫尔辛基宣言》的原则进行审查。'],0.0,"['good clinical practice', 'trial', 'with', 'and']",[],,
2001,1970,the protocol was independently reviewed and approved as required at each participating institution .,每个参与机构都根据需要独立审查和批准了该协议。,0.3333333333333333,"['protocol', 'institution', 'as', 'at', 'each', 'and']","['protocol', 'institution']",1970,['该议定书根据每个参与机构的要求独立审查和批准。'],0.3333333333333333,"['protocol', 'institution', 'as', 'at', 'each', 'and']","['protocol', 'institution']",,
2002,1971,the primary end point of overall survival was measured as the interval from randomization to death from any cause or to the date at which the patient was last known to be alive .,总生存期的主要终点是从随机分组到任何原因死亡或到最后一次知道患者还活着的日期的间隔。,0.6153846153846154,"['interval', 'randomization', 'survival', 'death', 'date', 'be', 'primary', 'cause', 'patient', 'end', 'point', 'as', 'to']","['interval', 'randomization', 'survival', 'death', 'date', 'cause', 'patient', 'point']",1971,"['总生存的初始终点被测量为从随机化到任何原因死亡的间隔,或到患者最后知道活着的日期。']",0.6153846153846154,"['interval', 'randomization', 'survival', 'death', 'date', 'be', 'primary', 'cause', 'patient', 'end', 'point', 'as', 'to']","['interval', 'randomization', 'survival', 'death', 'date', 'cause', 'patient', 'point']",,
2003,1972,imaging by means of CT and bone scanning was recommended to confirm clinical suspicion of progressive disease .,建议通过 CT 和骨扫描进行成像，以确认临床对进展性疾病的怀疑。,0.5,"['bone', 'disease', 'progressive', 'clinical', 'scanning', 'CT', 'means', 'suspicion', 'imaging', 'by', 'to', 'and']","['bone', 'disease', 'progressive', 'clinical', 'suspicion', 'by']",1972,"['通过CT和骨骼扫描进行图像,建议确认临床怀疑进展性疾病。']",0.4166666666666667,"['bone', 'disease', 'progressive', 'clinical', 'scanning', 'CT', 'means', 'suspicion', 'imaging', 'by', 'to', 'and']","['bone', 'disease', 'progressive', 'clinical', 'suspicion']",,
2004,1973,imaging reports ( but not the images themselves ) were reviewed centrally .,成像报告（但不是图像本身）被集中审查。,0.5,"['imaging', 'but']",['but'],1973,['图像报告(但不是图像本身)被集中审查。'],0.5,"['imaging', 'but']",['but'],,
2005,1974,"adverse events were graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events , version 4.02 .",不良事件根据美国国家癌症研究所不良事件通用术语标准 4.02 版进行分级。,0.4285714285714285,"['cancer', 'version', 'common', 'adverse', 'terminology', 'institute', 'to']","['cancer', 'terminology', 'institute']",1974,"['根据国家癌症研究所(National Cancer Institute Common Terminology Criteria for Adverse Events)的评分,版本 4.02。']",0.4285714285714285,"['cancer', 'version', 'common', 'adverse', 'terminology', 'institute', 'to']","['cancer', 'version', 'institute']",,
2006,1975,"protocol version 3 , which was written after external evidence became available for improved overall survival with early abiraterone treatment , 8,9 added interim analyses of overall survival after the occurrence of 50 % and 80 % of the prespecified 470 deaths .","第 3 版方案是在早期阿比特龙治疗改善总生存期的外部证据可用后编写的，8,9 在预先指定的 470 例死亡发生 50% 和 80% 后增加了对总生存期的中期分析。",0.4615384615384615,"['external', 'survival', 'protocol', 'version', 'occurrence', 'early', 'treatment', 'available', 'after', '3', 'evidence', 'with', 'and']","['survival', 'occurrence', 'early', 'treatment', 'after', 'evidence']",1975,"['该议定书版本3,在外部证据通过早期阿比拉特隆治疗获得改善总生存后编写,8、9 补充了总生存的临时分析,在预定死亡人数的50%和80%发生后。']",0.6153846153846154,"['external', 'survival', 'protocol', 'version', 'occurrence', 'early', 'treatment', 'available', 'after', '3', 'evidence', 'with', 'and']","['survival', 'protocol', 'version', 'occurrence', 'early', 'treatment', 'after', 'evidence']",,
2007,1976,the trial executive committee made these decisions without any knowledge of outcomes in each treatment group .,试验执行委员会在对每个治疗组的结果一无所知的情况下做出了这些决定。,0.5555555555555556,"['group', 'knowledge', 'treatment', 'committee', 'trial', 'treatment group', 'each', 'in', 'without']","['group', 'treatment', 'committee', 'treatment group', 'without']",1976,['审判执行委员会在每个处理组中未了解结果的情况下作出这些决定。'],0.4444444444444444,"['group', 'knowledge', 'treatment', 'committee', 'trial', 'treatment group', 'each', 'in', 'without']","['group', 'treatment', 'committee', 'trial']",,
2008,1977,patients who had undergone randomization and received a dose of any trial drug were included in analyses of drug exposure and safety .,接受随机分组并接受任何试验药物剂量的患者被纳入药物暴露和安全性分析。,0.625,"['safety', 'randomization', 'who', 'exposure', 'trial', 'drug', 'dose', 'in']","['safety', 'randomization', 'exposure', 'drug', 'dose']",1977,['患有随机化并接受任何试用药物的患者被列入药物暴露和安全性分析。'],0.5,"['safety', 'randomization', 'who', 'exposure', 'trial', 'drug', 'dose', 'in']","['safety', 'randomization', 'exposure', 'drug']",,
2009,1978,we prespecified that the effects of enzalutamide according to the volume of disease and the use of early docetaxel treatment were of particular interest .,我们预先指定，根据疾病的体积和早期多西他赛治疗的使用，恩杂鲁胺的作用特别令人感兴趣。,0.5,"['volume', 'disease', 'early', 'particular', 'treatment', 'of disease', 'docetaxel', 'enzalutamide', 'that', 'to', 'and', 'we']","['volume', 'disease', 'early', 'treatment', 'docetaxel', 'enzalutamide']",1978,"['我们预测,根据疾病的范围和早期Docetaxel治疗的使用,Enzalutamide的作用特别有兴趣。']",0.25,"['volume', 'disease', 'early', 'particular', 'treatment', 'of disease', 'docetaxel', 'enzalutamide', 'that', 'to', 'and', 'we']","['disease', 'early', 'treatment']",,
2010,1979,the baseline characteristics of all the patients are summarized in Table 1 and detailed in the Supplementary Appendix .,表 1 总结了所有患者的基线特征，并在补充附录中进行了详细说明。,0.5,"['appendix', 'table', 'baseline', '1', 'supplementary', 'characteristics', 'all', 'and']","['table', 'baseline', '1', 'characteristics']",1979,"['所有患者的基本特征在表1中总结,并在补充附件中详细说明。']",0.5,"['appendix', 'table', 'baseline', '1', 'supplementary', 'characteristics', 'all', 'and']","['appendix', 'table', '1', 'characteristics']",,
2011,1980,overall SURVIVAL,总体生存,,[],[],1980,['总体生存'],,[],[],,
2012,1981,"the first interim analysis of the primary end point occurred on February 28 , 2019 , after the occurrence of 235 deaths .",主要终点的第一次中期分析发生在 2019 年 2 月 28 日，当时发生了 235 例死亡事件。,0.5,"['analysis', 'occurrence', 'primary', 'after', 'end', 'point', 'on', 'first']","['analysis', 'occurrence', 'point', 'first']",1981,"['初级终点的第一次临时分析发生于2019年2月28日,发生了235人死亡。']",0.5,"['analysis', 'occurrence', 'primary', 'after', 'end', 'point', 'on', 'first']","['analysis', 'occurrence', 'point', 'first']",,
2013,1982,"on March 7 , 2019 , the independent data and safety monitoring committee recommended that the unblinded results be provided to the trial executive committee so that plans for definitive analyses could be implemented .",2019 年 3 月 7 日，独立数据和安全监察委员会建议将非盲化结果提供给试验执行委员会，以便实施最终分析计划。,0.25,"['safety', 'monitoring', 'data', 'definitive', 'march', 'be', 'committee', 'trial', 'independent', 'that', 'so', 'and']","['safety', 'data', 'committee']",1982,"['2019年3月7日,独立数据和安全监测委员会建议将未透露的结果交给审判执行委员会,以便实施最终分析计划。']",0.4166666666666667,"['safety', 'monitoring', 'data', 'definitive', 'march', 'be', 'committee', 'trial', 'independent', 'that', 'so', 'and']","['safety', 'monitoring', 'data', 'committee', 'trial']",,
2014,1983,the observed P value of 0.0016 met the rejection boundary of 0.0031 for the null hypothesis that was specified for this interim analysis .,观察到的 P 值 0.0016 符合为该中期分析指定的原假设的拒绝边界 0.0031。,0.2727272727272727,"['boundary', 'analysis', 'hypothesis', 'value', 'rejection', 'null', 'null hypothesis', 'P', 'met', 'this', 'that']","['boundary', 'analysis', 'hypothesis']",1983,['观察到的 P 值为 0.0016 与此临时分析所规定的零假设为 0.0031 的拒绝限制相匹配。'],0.2727272727272727,"['boundary', 'analysis', 'hypothesis', 'value', 'rejection', 'null', 'null hypothesis', 'P', 'met', 'this', 'that']","['analysis', 'hypothesis', 'null']",,
2015,1984,"the results were unaffected by adjustments for geographical region , volume of disease , use of early docetaxel treatment , bone antiresorptive therapy , and coexisting conditions .",结果不受地理区域、疾病体积、早期多西紫杉醇治疗的使用、骨抗吸收治疗和合并症的调整的影响。,0.7272727272727273,"['bone', 'volume', 'disease', 'early', 'region', 'therapy', 'treatment', 'of disease', 'docetaxel', 'by', 'and']","['bone', 'volume', 'disease', 'early', 'region', 'therapy', 'treatment', 'docetaxel']",1984,['结果没有受到地理区域调整、疾病量、早期多塞克斯治疗、骨质抗放松治疗和共同存在条件的影响。'],0.5454545454545454,"['bone', 'volume', 'disease', 'early', 'region', 'therapy', 'treatment', 'of disease', 'docetaxel', 'by', 'and']","['bone', 'disease', 'early', 'region', 'therapy', 'treatment']",,
2016,1985,the median survival time was not yet estimable in either trial group .,两个试验组的中位生存时间均无法估计。,0.5,"['group', 'median', 'survival', 'time', 'trial', 'in']","['group', 'survival', 'time']",1985,"['在任何审判组中,平均生存时间尚未可估计。']",0.6666666666666666,"['group', 'median', 'survival', 'time', 'trial', 'in']","['group', 'survival', 'time', 'trial']",,
2017,1986,"after adjustment for multiple comparisons , P values for heterogeneity of the treatment effect of enzalutamide were 0.14 for volume of disease , 0.14 for early docetaxel treatment , and 0.06 for the use of bone antiresorptive therapy .",调整多重比较后，恩杂鲁胺治疗效果的异质性 P 值对于疾病体积为 0.14，对于早期多西他赛治疗为 0.14，对于骨抗吸收治疗的使用为 0.06。,0.6666666666666666,"['bone', 'volume', 'disease', 'heterogeneity', 'multiple', 'adjustment', 'early', 'therapy', 'treatment', 'after', 'of disease', 'effect', 'values', 'treatment effect', 'docetaxel', 'P', 'enzalutamide', 'and']","['bone', 'volume', 'disease', 'heterogeneity', 'early', 'therapy', 'treatment', 'after', 'effect', 'treatment effect', 'docetaxel', 'enzalutamide']",1986,"['经过多次比较调整后,P值对治疗效应的异常性为0.14为疾病量、0.14为早期Docetaxel治疗和0.06为骨质反复治疗。']",0.3888888888888889,"['bone', 'volume', 'disease', 'heterogeneity', 'multiple', 'adjustment', 'early', 'therapy', 'treatment', 'after', 'of disease', 'effect', 'values', 'treatment effect', 'docetaxel', 'P', 'enzalutamide', 'and']","['bone', 'disease', 'early', 'therapy', 'treatment', 'after', 'effect']",,
2018,1987,we anticipated that the smaller number of deaths would limit the reliability of subgroup analyses of overall survival .,我们预计较小的死亡人数会限制总生存期亚组分析的可靠性。,0.5714285714285714,"['survival', 'reliability', 'number', 'limit', 'subgroup', 'that', 'we']","['survival', 'reliability', 'number', 'limit']",1987,['我们预测死亡人数较少会限制子组对整体生存分析的可靠性。'],0.5714285714285714,"['survival', 'reliability', 'number', 'limit', 'subgroup', 'that', 'we']","['survival', 'reliability', 'number', 'limit']",,
2019,1988,subsequent ANTICANCER THERAPIES,随后的抗癌治疗,0.0,['subsequent'],[],1988,['接下来的抗癌治疗'],0.0,['subsequent'],[],,
2020,1989,treatment after progression was initiated at the discretion of the patients and their physicians .,进展后的治疗由患者及其医生决定。,0.6,"['treatment', 'progression', 'after', 'and', 'physicians']","['treatment', 'progression', 'after']",1989,['进展后的治疗是在患者和他们的医生的判断下开始的。'],0.6,"['treatment', 'progression', 'after', 'and', 'physicians']","['treatment', 'progression', 'after']",,
2021,1990,treatment DURATION,治疗持续时间,1.0,['treatment'],['treatment'],1990,['治疗时间'],1.0,['treatment'],['treatment'],,
2022,1991,discontinuation for reasons other than disease progression occurred in 68 of 563 patients ( 12 % ) and 105 of 558 patients ( 19 % ) in the respective groups .,各组 563 名患者中有 68 名 (12%) 和 558 名患者中有 105 名 (19%) 因疾病进展以外的原因停药。,0.5,"['disease', 'progression', 'in', 'and']","['disease', 'progression']",1991,['因疾病进展以外的原因中断发生在各个群体中有563名患者(12%)和558名患者(19%)中有68人。'],0.5,"['disease', 'progression', 'in', 'and']","['disease', 'progression']",,
2023,1992,early docetaxel treatment was administered in 227 of 487 patients ( 47 % ) who subsequently had clinical progression and in 91 of 203 ( 45 % ) who died from prostate cancer .,487 名随后出现临床进展的患者中有 227 名 (47%) 接受了早期多西紫杉醇治疗，203 名死于前列腺癌的患者中有 91 名 (45%) 接受了早期多西紫杉醇治疗。,0.7777777777777778,"['cancer', 'who', 'prostate cancer', 'early', 'treatment', 'progression', 'clinical', 'docetaxel', 'and']","['cancer', 'prostate cancer', 'early', 'treatment', 'progression', 'clinical', 'docetaxel']",1992,"['早期Docetaxel治疗在487名患者(47%)中进行了227次,随后有临床进展,并在203名患者(45%)中死于前列腺癌。']",0.6666666666666666,"['cancer', 'who', 'prostate cancer', 'early', 'treatment', 'progression', 'clinical', 'docetaxel', 'and']","['cancer', 'prostate cancer', 'early', 'treatment', 'progression', 'clinical']",,
2024,1993,"the number of patients with febrile neutropenia was similar in the two treatment groups ( 37 with enzalutamide and 32 with standard care ) , and all but 2 of these events ( 67 of 69 ) occurred during early docetaxel treatment .",两个治疗组中出现发热性中性粒细胞减少症的患者人数相似（恩杂鲁胺组 37 人，标准治疗组 32 人），除 2 例（69 例中的 67 例）外，所有这些事件都发生在早期多西他赛治疗期间。,0.5625,"['standard', 'febrile', '2', 'neutropenia', 'early', 'treatment', 'number', 'care', 'with', 'docetaxel', 'enzalutamide', 'all', 'in', 'but', 'two', 'similar']","['standard', '2', 'neutropenia', 'early', 'treatment', 'number', 'docetaxel', 'enzalutamide', 'two']",1993,"['患有发烧性内分泌症的患者数量在两组治疗中是相似的(37与酶和32与标准护理),而所有这些事件中只有2个(67的69),在早期治疗中发生。']",0.5,"['standard', 'febrile', '2', 'neutropenia', 'early', 'treatment', 'number', 'care', 'with', 'docetaxel', 'enzalutamide', 'all', 'in', 'but', 'two', 'similar']","['standard', '2', 'early', 'treatment', 'number', 'but', 'two', 'similar']",,
2025,1994,seizures occurred more frequently in patients in the enzalutamide group ( 7 vs. 0 ) .,enzalutamide 组患者的癫痫发作更频繁（7 次对 0 次）。,0.4,"['group', 'frequently', 'enzalutamide', 'in', 'seizures']","['group', 'seizures']",1994,['受伤发生在 enzalutamide 群体(7 vs. 0 )的患者中更频繁。'],0.2,"['group', 'frequently', 'enzalutamide', 'in', 'seizures']",['group'],,
2026,1995,six patients discontinued enzalutamide because of seizure ; 1 discontinued enzalutamide because of clinical progression before the seizure event .,六名患者因癫痫发作而停用恩杂鲁胺； 1 因癫痫发作前的临床进展而停用恩杂鲁胺。,0.8571428571428571,"['1', 'seizure', 'progression', 'clinical', 'enzalutamide', 'event', 'before']","['1', 'seizure', 'progression', 'clinical', 'enzalutamide', 'before']",1995,['六名患者因收获而中断了酵素;1因临床进展而中断了酵素。'],0.4285714285714285,"['1', 'seizure', 'progression', 'clinical', 'enzalutamide', 'event', 'before']","['1', 'progression', 'clinical']",,
