,English,Chinese,Dictionary Accuracy,Terms,Correct Terms
2004,patients who were treated with enzalutamide reported more fatigue and more often discontinued therapy before disease progression .,['接受Enzalutamide治疗的患者在疾病进展前得到了更多的疲劳和更频繁的停止治疗。'],0.5555555555555556,"['disease', 'who', 'fatigue', 'therapy', 'progression', 'with', 'enzalutamide', 'before', 'and']","['disease', 'fatigue', 'therapy', 'progression', 'before']"
2005,"seven patients ( 1 % ) in this group had seizures , a known potential side effect of enzalutamide .","['七名患者(1%)在这个群体中患有麻疹,已知的潜在副作用Enzalutamide。']",0.375,"['group', 'side effect', '1', 'potential', 'enzalutamide', 'this', 'in', 'seizures']","['group', 'side effect', '1']"
2006,the effect of enzalutamide on overall survival appeared to be smaller in the subgroup with early docetaxel treatment .,['Enzalutamide 对整体生存的影响似乎在早期 docetaxel 治疗的子群中较小。'],0.4166666666666667,"['survival', 'early', 'be', 'treatment', 'effect', 'subgroup', 'with', 'docetaxel', 'enzalutamide', 'on', 'in', 'to']","['survival', 'early', 'be', 'treatment', 'subgroup']"
2007,"however , this trial was neither designed nor powered to reliably analyze the results in this subgroup .","['然而,这项试验并未被设计或授权可靠地分析该子组的结果。']",0.16666666666666666,"['trial', 'subgroup', 'analyze', 'this', 'in', 'to']",['analyze']
2008,our current data support the claim that early enzalutamide prolongs survival within 3 years in the entire trial population but provide limited support that it prolongs overall survival within 3 years in patients who received early docetaxel treatment .,"['目前的数据支持早期酵素在整个试验人口中延长生存3年,但提供有限的支持,在接受早期Docetaxel治疗的患者中延长总生存3年。']",0.47058823529411764,"['population', 'support', 'data', 'who', 'survival', 'early', 'treatment', 'trial', 'claim', '3', 'current', 'docetaxel', 'enzalutamide', 'limited', 'that', 'in', 'but']","['population', 'support', 'data', 'survival', 'early', 'treatment', 'limited', 'but']"
2009,the main limitations of this trial are consequences of the detection of evidence of benefit at the first planned interim analysis .,['本审查的主要限制是第一次计划的临时分析中发现利润证据的后果。'],0.625,"['detection', 'analysis', 'trial', 'evidence', 'benefit', 'at', 'this', 'first']","['analysis', 'evidence', 'benefit', 'this', 'first']"
2010,this early analysis may have overestimated the eventual treatment benefit.20,['这种早期分析可能过度估计了可能的治疗好处。'],0.5,"['analysis', 'early', 'treatment', 'eventual', 'have', 'this']","['analysis', 'early', 'treatment']"
2011,"there was no central review of actual imaging , but this factor would have no effect on the rate of death , the primary end point .","['没有真正的图像的中央审查,但这个因素不会影响死亡率,主要的终点。']",0.5,"['factor', 'rate', 'review', 'death', 'actual', 'central', 'primary', 'no', 'effect', 'end', 'point', 'on', 'imaging', 'have', 'this', 'but']","['factor', 'rate', 'review', 'death', 'primary', 'point', 'have', 'but']"
2012,"however , enzalutamide was associated with some additional toxic effects , including fatigue and a small risk of seizures .","['然而,Enzalutamide与一些额外的毒性作用有关,包括疲劳和小损伤的风险。']",0.4444444444444444,"['fatigue', 'toxic', 'associated', 'risk', 'additional', 'with', 'enzalutamide', 'and', 'seizures']","['fatigue', 'risk', 'additional', 'and']"
2013,"supported by Astellas Scientific and Medical Affairs , a grant ( 704970 ) from the Canadian Cancer Society , the Support for Cancer Clinical Trials Program of Cancer Australia , and a practitioner fellowship ( APP1102604 ) and program grants ( 1037786 and 1150467 ) from the National Health and Medical Research Council of the Australian Government Department of Health .","['由Astellas科学和医疗事务支持,加拿大癌症协会的奖学金(704970),澳大利亚癌症临床试验计划的支持,以及澳大利亚政府卫生部国家卫生和医学研究委员会的实习生协会(APP1102604)和计划奖学金(1037786和1150467)。']",0.625,"['cancer', 'support', 'australia', 'research', 'program', 'health', 'department', 'medical', 'scientific', 'society', 'clinical', 'grant', 'government', 'practitioner', 'by', 'and']","['cancer', 'support', 'australia', 'research', 'program', 'health', 'department', 'society', 'clinical', 'by']"
2014,"the primary end points were freedom from pain and freedom from the most bothersome symptom ( other than pain ) identified by the patient , both of which were assessed 2 hours after the dose of rimegepant or placebo was administered .","['初级终点是患者识别的最可怕的症状(除了疼痛)的免疫和免疫,其中两者在服用Rimegepant或 placebo后2小时进行评估。']",0.42857142857142855,"['placebo', 'symptom', '2', 'end points', 'pain', 'primary', 'freedom', 'patient', 'after', 'rimegepant', 'dose', 'by', 'and', 'assessed']","['symptom', '2', 'end points', 'pain', 'patient', 'after']"
2015,"a total of 1186 patients were randomly assigned to receive rimegepant ( 594 patients ) or placebo ( 592 patients ) ; of these , 537 patients in the rimegepant group and 535 patients in the placebo group could be evaluated for efficacy .","['总共1186名患者被随机分配接受Rimegepant(594名患者)或Placebo(592名患者),其中537名患者在Rimegepant群体和535名患者在Placebo群体可以评估其有效性。']",0.375,"['group', 'placebo', 'total', 'be', 'efficacy', 'rimegepant', 'in', 'and']","['group', 'be', 'efficacy']"
2016,"the overall mean age of the patients evaluated for efficacy was 40.6 years , and 88.7 % were women .","['对有效性进行评估的患者的平均年龄为40.6年,88.7%是女性。']",0.75,"['mean', 'age', 'efficacy', 'and']","['mean', 'age', 'efficacy']"
2017,the most common adverse events were nausea and urinary tract infection .,['最常见的副作用是恶心和尿道感染。'],0.2,"['urinary tract infection', 'nausea', 'common', 'adverse', 'and']",['nausea']
2018,migraine is a common chronic neurologic disease that may affect nearly 1 billion people worldwide.1,"['甲状腺炎是一种常见的慢性神经疾病,可能影响全球近10亿人。']",0.625,"['disease', '1', 'affect', 'common', 'chronic', 'migraine', 'that', 'neurologic']","['disease', '1', 'affect', 'chronic', 'neurologic']"
2019,"triptans also are either contraindicated or must be used with caution in an estimated 3.5 million of the 40 million Americans with migraine because of concerns about cardiovascular effects.8,9","['由于心血管影响的担忧,在40万美国人中估计有350万人患有 migraine 或应谨慎使用。']",0.2857142857142857,"['must', 'cardiovascular', 'contraindicated', 'be', 'with', 'migraine', 'million']","['cardiovascular', 'be']"
2020,"gepants may be effective in patients whose symptoms do not respond to triptans , owing to their different mechanisms of action .","['<unk>子可能有效于患者,其症状因其不同的作用机制而不响应<unk>子。']",0.4,"['action', 'symptoms', 'be', 'in', 'respond to']","['action', 'respond to']"
2021,"unlike triptans , which are contraindicated in patients with cardiovascular disease because of the possibility of vasoconstriction , rimegepant does not have vasoconstrictive effects.16","['与心血管疾病患者因血管抑制的可能性而对抗的特里普坦不同,Rimegepant没有血管抑制作用。']",0.2857142857142857,"['vasoconstriction', 'contraindicated', 'cardiovascular disease', 'with', 'rimegepant', 'have', 'unlike']","['cardiovascular disease', 'have']"
2022,"the current phase 3 trial was conducted to evaluate the efficacy and safety of rimegepant ( at an oral dose of 75 mg ) , as compared with placebo , in acute migraine treatment .","['目前的第三阶段试验进行,以评估Rimegepant的有效性和安全性(口服剂量为75毫克),与 placebo相比,在急性 migraine 治疗中。']",0.3125,"['safety', 'placebo', 'phase', 'oral', 'treatment', 'trial', 'acute', 'efficacy', '3', 'current', 'with', 'migraine', 'rimegepant', 'dose', 'to', 'and']","['safety', 'phase', 'treatment', 'efficacy', 'dose']"
2023,"men and women 18 years of age or older were recruited by referral from physicians and other health care professionals and by standard methods of recruitment , including enrollment from clinical practices and through advertising .","['18岁及以上的男性和女性通过医生和其他医疗保健专业人士的参考和标准招聘方法,包括从临床实践中注册和通过广告进行招聘。']",0.375,"['recruitment', 'clinical', 'age', 'health care', 'referral', 'advertising', 'by standard', 'physicians']","['clinical', 'health care', 'advertising']"
2024,"treatment settings included clinics , institutions , and private office practices .",['治疗设置包括诊所、机构和私人办公室实践。'],0.25,"['office', 'private', 'treatment', 'and']",['treatment']
2025,persons who were receiving preventive migraine medication had to be receiving a stable dose for at least 3 months before trial entry .,['接受预防性 migraine 药物的人必须在试验进入前至少3个月接受稳定的剂量。'],0.2,"['who', 'preventive', 'medication', 'trial', '3', 'entry', 'migraine', 'dose', 'before', 'to']","['dose', 'before']"
2026,patients were also excluded if they had received nonbiologic investigational agents within 30 days before the baseline visit or if they had received biologic investigational agents within 90 days before the baseline visit .,"['患者也被排除,如果他们在基线访问前30天内接收非生物学调查代理,或者如果他们在基线访问前90天内接收生物学调查代理。']",0.4,"['baseline', 'biologic', 'before', 'if', 'visit']","['baseline', 'before']"
2027,"complete criteria for participation are listed in the protocol , available with the full text of this article at NEJM.org .","['参与的完整标准列入协议中,可在NEJM.org上找到本文的完整文本。']",0.3,"['protocol', 'article', 'complete', 'available', 'text', 'with', 'participation', 'full', 'this', 'in']","['protocol', 'participation', 'full']"
2028,"the trial was conducted in accordance with International Conference on Harmonisation Good Clinical Practice guidelines , the principles of the Declaration of Helsinki , and all applicable local regulations .",['审查按照《国际临床良好实践指导方针》和《赫尔辛基宣言》的原则和所有适用的地方法规进行。'],0.0,"['good clinical practice', 'local', 'trial', 'with', 'on', 'all', 'and']",[]
2029,the protocol was approved by an independent ethics committee or institutional review board at each trial center .,['该议定书由一个独立的伦理委员会或每个审查中心的机构审查委员会批准。'],0.5454545454545454,"['center', 'review', 'protocol', 'ethics', 'board', 'committee', 'trial', 'independent', 'at', 'each', 'by']","['center', 'review', 'protocol', 'committee', 'independent', 'by']"
2030,all patients provided written informed consent .,['所有患者提供书面通知的同意。'],0.0,"['informed consent', 'all']",[]
2031,"Biohaven Pharmaceuticals sponsored the trial , supplied the trial agents , reviewed the trial design , collected the data , and performed data management and analysis .","['Biohaven Pharmaceuticals 赞助了审查,供应了审查代理,审查了审查设计,收集了数据,并进行了数据管理和分析。']",0.6666666666666666,"['data', 'analysis', 'trial', 'management', 'design', 'and']","['data', 'analysis', 'management', 'design']"
2032,the manuscript was written with the assistance of a medical writer funded by Biohaven Pharmaceuticals .,['手稿是由Biohaven Pharmaceuticals资助的医学作家的帮助下写的。'],0.3333333333333333,"['medical', 'manuscript', 'writer', 'assistance', 'with', 'by']","['manuscript', 'by']"
2033,"all the authors have confidentiality agreements with Biohaven Pharmaceuticals , either as a condition of employment or in their role as consultants .","['所有作者都有与Biohaven Pharmaceuticals的隐私协议,无论是作为就业条件还是作为顾问的角色。']",0.4,"['confidentiality', 'condition', 'role', 'agreements', 'employment', 'as', 'with', 'have', 'all', 'in']","['condition', 'role', 'employment', 'have']"
2034,"after providing written informed consent , patients underwent screening procedures as specified in the protocol .","['经过书面通知的同意后,患者按照议定书规定的检查程序进行检查。']",0.4,"['protocol', 'screening', 'after', 'informed consent', 'as']","['protocol', 'after']"
2035,they were given an electronic diary and were instructed on the proper use of the diary before they left the trial center .,"['他们被授予电子日记,并被指示在他们离开审查中心之前正确使用日记。']",0.4,"['center', 'trial', 'electronic', 'before', 'and']","['center', 'before']"
2036,patients completed the electronic diary for up to 48 hours after taking the trial agent .,['患者在服用试用剂后完成电子日记最多48小时。'],0.14285714285714285,"['taking', 'after', 'trial', 'up', 'electronic', 'agent', 'to']",['after']
2037,"pain intensity , the presence or absence of associated symptoms , and ratings of functional disability were assessed at the onset of the treated attack ; at 15 , 30 , 45 , 60 , and 90 minutes after the dose ; and at 2 , 3 , 4 , 6 , 8 , 24 , and 48 hours after the dose .",['疼痛强度、相关症状的存在或缺席以及功能障碍的评估在治疗的发作开始时;在剂量后15、30、45、60和90分钟;在剂量后2、3、4、6、8、24和48小时进行评估。'],0.47058823529411764,"['presence', 'attack', '2', 'functional', 'disability', 'symptoms', 'pain', 'associated', 'onset', 'absence', 'intensity', 'after', '3', '4', 'dose', 'and', 'assessed']","['presence', 'attack', '2', 'pain', 'onset', 'absence', 'after', 'dose']"
2038,patients were asked to return to the trial center within 7 days after taking the dose of rimegepant or placebo .,['患者被要求在服用Rimegepant或Placebo后7天内返回试验中心。'],0.2222222222222222,"['center', 'placebo', 'taking', 'after', 'trial', 'rimegepant', 'dose', 'return', 'to']","['center', 'after']"
2039,"at that visit , trial personnel reviewed adherence to the electronic diary assessments , confirmed that the patient had taken the dose , and monitored safety variables .","['在访问期间,试验人员审查了对电子日记评估的遵守,确认患者服用了剂量,并监测了安全变量。']",0.36363636363636365,"['safety', 'patient', 'trial', 'personnel', 'electronic', 'dose', 'adherence', 'that', 'to', 'and', 'visit']","['safety', 'patient', 'personnel', 'dose']"
2040,patients who had not had an attack of sufficient severity within 45 days after randomization were withdrawn and were instructed to return the unused trial agent and the electronic diary .,['在随机化后45天内未经历过足够严重的攻击的患者被撤回并被命令返回未使用的试用剂和电子日记。'],0.3333333333333333,"['attack', 'randomization', 'who', 'after', 'trial', 'electronic', 'agent', 'return', 'to']","['attack', 'randomization', 'after']"
2041,"the methods used to measure efficacy end points are described in the Supplementary Appendix , available at NEJM.org .","['用于测量效率终点的方法在附件中描述,可在NEJM.org上找到。']",0.625,"['appendix', 'supplementary', 'end points', 'available', 'efficacy', 'measure', 'at', 'to']","['appendix', 'end points', 'measure', 'at', 'to']"
2042,"safety and other assessments included evaluation of adverse events , electrocardiography , vital signs , measurements of height and weight , routine laboratory testing and the Sheehan Suicidality Tracking Scale.19",['安全和其他评估包括对不良事件的评估、电心图、重要迹象、高度和体重的测量、常规实验室测试和Sheehan自杀跟踪规模。'],0.45454545454545453,"['safety', 'vital signs', 'height', 'weight', 'evaluation', 'routine', 'electrocardiography', 'adverse', 'laboratory', 'testing', 'and']","['safety', 'height', 'weight', 'routine', 'laboratory']"
2043,"on the basis of the results of the previous phase 2b trial , 16 we estimated that a sample of 550 patients in each group would provide the trial with more than 95 % power to detect a significant difference between the rimegepant group and the placebo group in each of the two primary end points and hence at least 90 % power to detect a significant difference between the groups in both end points jointly .","['基于前一阶段2b试验的结果,16我们估计,每个群体550名患者的样本将为试验提供超过95%的能力,以便在两个主要终点中发现回应群体和 placebo群体之间的显著差异,因此至少90%的能力,以便在两个终点中共同发现群体之间的显著差异。']",0.4,"['sample', 'group', 'placebo', 'phase', 'power', 'previous', 'basis', 'end points', 'primary', 'detect', 'trial', 'with', 'rimegepant', 'significant difference', 'on', 'that', 'each', 'to', 'and', 'two']","['sample', 'group', 'phase', 'power', 'end points', 'detect', 'to', 'two']"
2044,"the safety analyses were conducted in the safety population , which included all patients who underwent randomization and took a dose of rimegepant or placebo .","['安全分析是在安全人口中进行的,其中包括所有经历过随机化并服用Rimegepant或Placebo的患者。']",0.3333333333333333,"['safety', 'population', 'placebo', 'randomization', 'who', 'rimegepant', 'dose', 'all', 'in']","['safety', 'population', 'randomization']"
2045,we specified that rimegepant would be considered to be superior to placebo with respect to the two primary end points ( freedom from pain 2 hours after the dose and freedom from the most bothersome symptom 2 hours after the dose ) if the P value for both comparisons was less than 0.05 .,"['我们指出,如果两次比较的P值低于0.05的情况下,Remegepant将被认为是比 placebo优越的两个主要终点(剂量后2小时免于疼痛和最令人不安的症状免于2小时免于剂量后2小时),如果两次比较的P值低于0.05。']",0.38095238095238093,"['placebo', 'symptom', '2', 'value', 'superior', 'end points', 'be', 'pain', 'primary', 'freedom', 'after', 'with', 'respect', 'rimegepant', 'dose', 'P', 'that', 'if', 'and', 'two', 'we']","['symptom', '2', 'superior', 'end points', 'pain', 'after', 'dose', 'two']"
2046,patients who used rescue medication were considered to have treatment failure as of the time the medications were used .,['使用救援药物的患者被认为是从药物被使用时开始治疗失败的。'],0.4444444444444444,"['failure', 'who', 'time', 'medication', 'treatment', 'as', 'have', 'to', 'rescue']","['failure', 'time', 'treatment', 'rescue']"
2047,we performed sensitivity analyses that took missing data into account ; the results are shown in the Supplementary Appendix .,"['我们进行了敏感性分析,考虑到缺乏数据;结果显示在附件中。']",0.42857142857142855,"['appendix', 'data', 'supplementary', 'sensitivity', 'that', 'missing', 'we']","['appendix', 'data', 'missing']"
2048,"to maintain the type I error rate at 0.05 , a prespecified hierarchical gatekeeping procedure was applied in which the secondary end points were tested in the order indicated above and in the protocol .","['为了保持 I 型错误率为 0.05,实施了预先规定的序列关闭程序,其次端点在上述顺序和议定书中进行测试。']",0.45454545454545453,"['type', 'procedure', 'order', 'protocol', 'maintain', 'end points', 'secondary', 'applied', 'I', 'and', 'error rate']","['type', 'procedure', 'order', 'protocol', 'error rate']"
2049,a comparison was considered to be significant if that comparison and each of the preceding comparisons showed a significant difference between the treatment groups .,"['一种比较被认为是显著的,如果这种比较和每个以前的比较都表明了治疗组之间的显著差异。']",0.2222222222222222,"['comparison', 'be', 'treatment', 'preceding', 'significant difference', 'that', 'each', 'to', 'and']","['comparison', 'treatment']"
2050,"if a significant difference was not observed for an end point , any subsequent comparisons were reported without P values .","['如果在终点上没有显著的差异,则没有 P 值的后续比较报告。']",0.14285714285714285,"['subsequent', 'values', 'end', 'point', 'P', 'significant difference', 'without']",['point']
2051,"for each time point , the number of patients eligible to become free from pain or free from their most bothersome symptom and the number of patients who reported the first occurrence of the event were used to calculate the probability estimate ( with 95 % confidence intervals ) .","['对于每个时间点,有资格免受疼痛或免受最令人不安的症状的患者数量以及报告事件发生的患者数量,用于计算概率估计(有95%的信心间隔)。']",0.45,"['symptom', 'who', 'probability', 'occurrence', 'time', 'free', 'pain', 'number', 'estimate', 'point', 'with', 'confidence', 'event', 'each', 'calculate', 'become', 'and', 'first', 'intervals', 'eligible']","['symptom', 'probability', 'occurrence', 'time', 'pain', 'number', 'point', 'confidence', 'calculate']"
2052,"from July 2017 through January 2018 , a total of 1186 patients participated in the trial at 49 centers in the United States .","['从2017年7月到2018年1月,共有1186名患者在美国49个中心参加了试验。']",0.0,"['total', 'trial', 'at', 'in']",[]
2053,patients were randomly assigned to receive rimegepant ( 594 patients ) or placebo ( 592 patients ) .,['病人随机被授予接受Rimegepant(594名患者)或 placebo(592名患者)。'],0.0,"['placebo', 'rimegepant', 'to']",[]
2054,"a total of 1086 patients received the assigned dose of rimegepant or placebo , and 1080 of these patients ( 99.4 % ) completed the trial ( 538 in the rimegepant group and 542 in the placebo group ) ( Figure 1 ) .","['共1086名患者接受了授予的 rimegepant 或 placebo 剂量,其中1080名患者(99.4%)完成了试验(538名患者在 rimegepant 群体和 542名患者在 placebo 群体)。']",0.3,"['group', 'placebo', '1', 'figure', 'total', 'trial', 'rimegepant', 'dose', 'in', 'and']","['group', '1', 'dose']"
2055,the demographic and clinical characteristics of the two treatment groups were similar ( Table 1 ) .,['两组治疗的人口和临床特征是相似的(图1)。'],0.75,"['table', '1', 'treatment', 'clinical', 'characteristics', 'and', 'two', 'similar']","['1', 'treatment', 'clinical', 'characteristics', 'two', 'similar']"
2056,"most of the patients ( 88.7 % ) were women , and the mean age of the overall population was 40.6 years .","['大多数患者(88.7%)是女性,总人口的平均年龄为40.6年。']",0.75,"['population', 'mean', 'age', 'and']","['population', 'mean', 'age']"
2057,"the patients reported a history of 4.6 migraine attacks per month , each of which lasted an average of 32.5 hours if left untreated .","['患者每月报告了 4.6 次 migraine 发作的历史,如果没有治疗,每次平均持续 32.5 小时。']",0.42857142857142855,"['average', 'month', 'history', 'untreated', 'migraine', 'each', 'if']","['average', 'month', 'history']"
2058,the groups were balanced with respect to the distribution of the most bothersome symptom ( Table 1 ) .,['群体均衡于最可怕的症状的分布(图1)。'],0.5,"['symptom', 'table', '1', 'distribution', 'with', 'respect']","['symptom', '1', 'distribution']"
2059,exploratory analyses of freedom from pain and freedom from the most bothersome symptom during the first 8 hours after the dose of rimegepant or placebo are shown in Figure 2 .,['在 rimegepant 或 placebo 剂量后的第 1 8 小时内发现免受疼痛和免受最令人不安的症状的研究分析显示在图 2 。'],0.4166666666666667,"['placebo', 'symptom', '2', 'figure', 'pain', 'exploratory', 'freedom', 'after', 'rimegepant', 'dose', 'and', 'first']","['symptom', '2', 'pain', 'after', 'dose']"
2060,"the most common adverse events were nausea ( 1.8 % in the rimegepant group and 1.1 % in the placebo group ) and urinary tract infection ( 1.5 % and 1.1 % , respectively ) .",['最常见的副作用是恶心(Rimegepant群体的1.8%和 placebo群体的1.1%)和尿道感染(尿道感染的1.5%和1.1%相应)。'],0.25,"['group', 'placebo', 'urinary tract infection', 'nausea', 'common', 'adverse', 'rimegepant', 'and']","['group', 'nausea']"
2061,serious adverse events were reported in one patient in the rimegepant group ( back pain ) and in two patients in the placebo group ( Table 3 ) .,['严重的副作用发生在一个患者在Rimegepant组(背痛)和两个患者在 placebo组(图3)中报告。'],0.36363636363636365,"['group', 'placebo', 'table', 'adverse', 'patient', '3', 'rimegepant', 'serious', 'back pain', 'and', 'two']","['group', 'patient', 'back pain', 'two']"
2062,"no patient in either treatment group had an alanine aminotransferase level or an aspartate aminotransferase level of more than three times the upper limit of the normal range , and no total bilirubin level of more than two times the upper limit of the normal range was observed .","['在任何治疗组中,没有患者患有过三倍以上的阿拉丁氨基转移剂或阿斯帕特氨基转移剂水平,并且没有观察到超过正常范围的两倍以上的总比利比鲁宾水平。']",0.4166666666666667,"['bilirubin', 'alanine aminotransferase', 'total', 'aspartate aminotransferase', 'patient', 'level', 'normal range', 'upper limit', 'treatment group', 'three', 'and', 'two']","['patient', 'level', 'normal range', 'treatment group', 'two']"
2063,"the results of the analyses of the secondary end points of freedom from photophobia , freedom from phonophobia , and pain relief , each assessed 2 hours after the dose of rimegepant or placebo , showed the superiority of rimegepant over placebo ; however , rimegepant was not found to be superior to placebo with respect to freedom from nausea .","['对二级终结点的分析结果,即免于光波比、免于光波比和疼痛缓解,每个评估后2小时的 rimegepant 或 placebo 剂量,显示了 rimegepant 对 placebo 的优越性;然而, rimegepant 没有发现比 placebo 的优越性。']",0.3,"['placebo', '2', 'relief', 'end points', 'be', 'nausea', 'pain', 'freedom', 'secondary', 'after', 'photophobia', 'superiority', 'with', 'respect', 'rimegepant', 'dose', 'each', 'over', 'and', 'assessed']","['2', 'pain', 'after', 'superiority', 'dose', 'and']"
2064,nausea and urinary tract infection were the only adverse events reported in more than 1 % of the patients in each group .,['恶心和尿道感染是每组患者中超过1%的患者中唯一报告的副作用。'],0.42857142857142855,"['group', '1', 'urinary tract infection', 'nausea', 'adverse', 'each', 'and']","['group', '1', 'nausea']"
2065,our trial had several limitations .,['我们的审判有几个限制。'],1.0,['trial'],['trial']
2066,"first , the trial did not include an active comparator to rimegepant .","['首先,审判不包括一个活跃的比较者与反对者。']",0.4,"['active', 'trial', 'rimegepant', 'comparator', 'first']","['trial', 'first']"
2067,"third , although no evidence of adverse cardiac effects was observed , the trial population was not enriched for patients with cardiovascular disease .","['第三,虽然没有发现心脏不良影响的证据,但在心血管疾病患者中,试验人口并没有得到丰富。']",0.5555555555555556,"['cardiac', 'population', 'cardiovascular disease', 'adverse', 'no', 'trial', 'evidence', 'with', 'third']","['cardiac', 'population', 'cardiovascular disease', 'evidence', 'third']"
2068,"this trial showed that among patients with migraine , treatment of an attack with rimegepant , which acts through inhibition of the CGRP receptor , resulted in a moderately higher percentage of patients who were free from pain and free from their most bothersome symptom 2 hours after the dose than placebo .","['这项研究表明,在患有 migraine 的患者中,使用 rimegepant 攻击的治疗,通过 CGRP 受体的抑制作用,导致患有疼痛和免于其最令人不安的症状的患者的比例相对较高,比 placebo 剂量后 2 小时。']",0.4090909090909091,"['CGRP', 'attack', 'receptor', 'percentage', 'inhibition', 'placebo', 'symptom', 'who', '2', 'moderately', 'free', 'pain', 'treatment', 'after', 'trial', 'with', 'migraine', 'rimegepant', 'dose', 'this', 'that', 'and']","['attack', 'receptor', 'inhibition', 'symptom', '2', 'pain', 'treatment', 'after', 'dose']"
2069,larger and longer trials are needed to determine the consistency of response and the safety and effectiveness of the drug as compared with other migraine treatments .,"['需要更大、更长的试验来确定反应的一致性和药物的安全性和有效性,与其他 migraine 治疗方法相比。']",0.45454545454545453,"['safety', 'effectiveness', 'consistency', 'response', 'as', 'with', 'migraine', 'drug', 'to', 'and', 'determine']","['safety', 'effectiveness', 'consistency', 'response', 'drug']"
2070,highlights of new treatments for myeloma and lymphoma,['下一篇:新治疗甲状腺和淋巴瘤'],0.25,"['myeloma', 'lymphoma', 'and', 'new']",['new']
2071,patients were randomized to lenalidomide or observation .,['病人被随机转移到Lenalidomide或观察。'],0.5,"['observation', 'to']",['observation']
2072,toxicities were as expected ; 80 % of phase II and 51 % of phase III patients discontinued lenalidomide due to adverse events or patient withdrawal .,['毒性如预期;80%的II阶段和51%的III阶段患者因不良事件或患者退出而中断列纳利多米德。'],0.42857142857142855,"['phase', 'withdrawal', 'adverse', 'patient', 'due', 'to', 'and']","['phase', 'patient', 'and']"
2073,rates of second primary malignancies with lenalidomide and placebo were 5.2 % and 3.5 % .,['与Lenalidomide和Placebo的第二主要恶性疾病的发病率为5.2%和3.5%。'],0.0,"['placebo', 'primary', 'with', 'second', 'and']",[]
2074,"however , the relapse rate remains high after autologous SCT .","['然而,在自动 SCT 之后,逆转率仍然很高。']",0.4,"['autologous', 'after', 'relapse rate', 'SCT', 'high']","['after', 'high']"
2075,"autologous SCT remains a standard for PTCL in first remission , thus reserving allogeneic STC for relapsing patients .","['autologous SCT 仍然是 PTCL 的标准,因此保留 Allogenic STC 为患者复发。']",0.25,"['standard', 'relapsing', 'autologous', 'thus', 'remission', 'allogeneic', 'SCT', 'first']","['standard', 'thus']"
2076,a second component of the trial randomized 398 patients who achieved complete remission from induction therapy to receive maintenance rituximab or observation .,"['试验的第二组成部分随机398名患者从引导治疗中获得完整的恢复,以获得维持 rituximab 或观察。']",0.4166666666666667,"['component', 'induction', 'who', 'therapy', 'complete', 'trial', 'maintenance', 'remission', 'observation', 'achieved', 'second', 'to']","['induction', 'therapy', 'complete', 'maintenance', 'observation']"
2077,no clinical DLBCL subgroup showed a benefit from maintenance rituximab .,['没有临床DLBCL子组显示了维持Rituximab的好处。'],0.4,"['no', 'clinical', 'maintenance', 'subgroup', 'benefit']","['clinical', 'maintenance']"
2078,WCH and WCE were confirmed by either ambulatory BP monitoring or home BP monitoring .,['WCH 和 WCE 是通过外科 BP 监测或家庭 BP 监测确认的。'],0.25,"['monitoring', 'ambulatory', 'by', 'and']",['monitoring']
2079,"WCE did not confer excess risk for adverse CV events , stroke , or early mortality .","['WCE没有给予过度风险的负面CV事件,中风,或早期死亡。']",0.5,"['excess', 'stroke', 'early', 'adverse', 'mortality', 'risk']","['stroke', 'early', 'risk']"
2080,"based on data in this analysis , editorialists note that excess risk associated with WCH usually is seen in older patients with high CV risk .","['基于此分析中的数据,编辑学家指出,与WCH相关的过度风险通常在患有高CV风险的老年患者中出现。']",0.3333333333333333,"['excess', 'data', 'analysis', 'associated', 'risk', 'note', 'with', 'on', 'this', 'that', 'in', 'high']","['data', 'analysis', 'risk', 'high']"
2081,"if WCH is suspected in older patients with high risk for adverse CV events , empirical treatment of WCH might be reasonable - but randomized trials to validate this approach would be desirable .","['如果WCH在患有高风险的老年患者中被怀疑,则实验性治疗WCH可能是合理的,但随机试验来验证这种方法是可取的。']",0.3076923076923077,"['approach', 'high risk', 'be', 'adverse', 'treatment', 'empirical', 'with', '-', 'this', 'if', 'in', 'but', 'to']","['be', 'treatment', 'this', 'but']"
2082,the editors of NEJM Journal Watch Oncology and Hematology were on hand to report highlights of the conference .,['NEJM Journal Watch Oncology and Hematology的编辑们正在报告会议的突出点。'],0.16666666666666666,"['report', 'hematology', 'watch', 'journal', 'hand', 'on']",['report']
2083,all meeting abstracts can be viewed in the ASCO meeting library .,['所有会议抽象都可以在ASCO会议图书馆中查看。'],0.5,"['library', 'be', 'all', 'in']","['library', 'be']"
2084,but whether to give monotherapy or doublet maintenance therapy to patients receiving a triplet combination is unknown .,['但是否给予单治疗或双维治疗给接受三重组合的患者是不清楚的。'],0.375,"['triplet', 'combination', 'doublet', 'therapy', 'maintenance', 'give', 'but', 'to']","['combination', 'therapy', 'but']"
2085,"patients who did not progress were then randomized 1 : 1 : 1 to maintenance therapy with bevacizumab , pemetrexed , or a combination of the two agents .","['未取得进展的患者随机1:1:1进行维持治疗,使用bevacizumab、pemetrexed或两种药物的组合。']",0.5555555555555556,"['combination', 'who', '1', 'therapy', 'progress', 'maintenance', 'with', 'to', 'two']","['combination', '1', 'therapy', 'maintenance', 'two']"
