,English,Chinese,Dictionary Accuracy,Terms,Correct Terms
1947,differences in reported antibiotic use were only observed for the patients who had at last two of the Anthonisen criteria ( Figure 2 ) .,仅在至少满足两项 Anthonisen 标准的患者中观察到报告的抗生素使用差异（图 2）。,0.42857142857142855,"['antibiotic', 'who', '2', 'figure', 'at', 'in', 'two']","['antibiotic', '2', 'two']"
1948,other differential effects of the assigned interventions are described in Section 9 in the Supplementary Appendix .,补充附录第 9 部分描述了指定干预措施的其他不同影响。,0.0,"['differential', 'appendix', 'section', 'supplementary', 'in']",[]
1949,the prescribed antibiotics are listed in Table S10 in the Supplementary Appendix .,处方抗生素列于补充附录表 S10 中。,0.3333333333333333,"['appendix', 'table', 'supplementary', 'antibiotics', 'S10', 'in']","['table', 'antibiotics']"
1950,"we captured data regarding antibiotic prescribing , antibiotic use , and health care utilization to determine whether fewer initial prescriptions might have increased subsequent consulting and antibiotic prescribing and found that it did not .",我们收集了有关抗生素处方、抗生素使用和医疗保健利用的数据，以确定较少的初始处方是否会增加后续咨询和抗生素处方，并发现事实并非如此。,0.5714285714285714,"['antibiotic', 'data', 'utilization', 'regarding', 'initial', 'health care', 'subsequent', 'prescriptions', 'have', 'that', 'to', 'and', 'determine', 'we']","['antibiotic', 'data', 'utilization', 'regarding', 'initial', 'health care', 'prescriptions', 'have']"
1951,a nonrandomized Spanish study showed that the rate of antibiotic overprescribing for acute exacerbations of COPD was lower among primary care clinicians who received training in CRP testing than among those who did not.48,西班牙的一项非随机研究表明，接受过 CRP 检测培训的初级保健临床医生因 COPD 急性加重过度使用抗生素的比例低于未接受培训的初级保健临床医生。 48,0.23076923076923078,"['COPD', 'antibiotic', 'who', 'rate', 'training', 'study', 'lower', 'primary', 'acute', 'care', 'testing', 'that', 'nonrandomized']","['COPD', 'antibiotic', 'nonrandomized']"
1952,a recent post hoc comparison indicated that men who were given abiraterone or docetaxel early in the course of treatment had similar outcomes with respect to overall survival.14,最近的一项事后比较表明，在治疗过程早期接受阿比特龙或多西紫杉醇治疗的男性在总生存期方面具有相似的结果。 14,0.42857142857142855,"['who', 'recent', 'comparison', 'early', 'post', 'treatment', 'course', 'with', 'respect', 'docetaxel', 'that', 'in', 'to', 'similar']","['comparison', 'early', 'treatment', 'course', 'docetaxel', 'similar']"
1953,testosterone suppression was initiated up to 12 weeks before randomization .,睾酮抑制在随机分组前 12 周开始。,1.0,"['suppression', 'testosterone', 'randomization', 'before']","['suppression', 'testosterone', 'randomization', 'before']"
1954,previous adjuvant testosterone suppression for up to 24 months was allowed if the treatment had been completed at least 12 months earlier .,如果至少在 12 个月前完成治疗，则允许先前辅助性睾酮抑制长达 24 个月。,0.5714285714285714,"['suppression', 'testosterone', 'adjuvant', 'previous', 'treatment', 'earlier', 'if']","['suppression', 'testosterone', 'treatment', 'earlier']"
1955,the trial protocol and Supplementary Appendix are available with the full text of this article at NEJM.org .,试验方案和补充附录与本文全文可在 NEJM.org 获取。,0.08333333333333333,"['appendix', 'protocol', 'article', 'supplementary', 'available', 'trial', 'text', 'with', 'at', 'full', 'this', 'and']",['protocol']
1956,"in the two groups , background therapy included continuous testosterone suppression .",在两组中，背景治疗包括持续抑制睾酮。,0.8333333333333334,"['background', 'suppression', 'testosterone', 'continuous', 'therapy', 'two']","['background', 'suppression', 'testosterone', 'therapy', 'two']"
1957,"after the enrollment of 88 patients ( mainly from Australia and New Zealand ) , the early administration of docetaxel with testosterone suppression was permitted in protocol version 2 ( as revised on November 2014 ) as a stratification factor before randomization , according to evidence showing improved survival with this approach.1",在纳入 88 名患者（主要来自澳大利亚和新西兰）之后，方案版本 2（2014 年 11 月修订）允许早期给予多西他赛和睾酮抑制作为随机化前的分层因素，证据表明这种方法.1,0.6666666666666666,"['suppression', 'stratification', 'testosterone', 'australia', 'randomization', 'factor', '2', 'survival', 'protocol', 'version', 'administration', 'early', 'november', 'after', 'evidence', 'as', 'with', 'docetaxel', 'this', 'before', 'new']","['suppression', 'stratification', 'testosterone', 'australia', 'randomization', 'factor', '2', 'version', 'early', 'after', 'evidence', 'docetaxel', 'before', 'new']"
1958,the decision to initiate early treatment with docetaxel was left up to the individual patients and their physicians .,开始使用多西紫杉醇进行早期治疗的决定由患者及其医生决定。,0.3333333333333333,"['individual', 'early treatment', 'decision', 'up', 'with', 'docetaxel', 'to', 'and', 'physicians']","['early treatment', 'decision', 'docetaxel']"
1959,up to two cycles of docetaxel were permitted before randomization .,在随机化之前允许最多两个周期的多西紫杉醇。,0.6666666666666666,"['randomization', 'up', 'docetaxel', 'before', 'to', 'two']","['randomization', 'docetaxel', 'before', 'two']"
1960,the central randomization system implemented minimization with a random component .,中央随机化系统使用随机成分实现了最小化。,0.5,"['component', 'randomization', 'system', 'central', 'with', 'minimization']","['component', 'randomization', 'system']"
1961,"the trial was led by the Australian and New Zealand Urogenital and Prostate Cancer Trials Group ( ANZUP ) and the National Health and Medical Research Council ( NHMRC ) Clinical Trials Centre , University of Sydney .",该试验由澳大利亚和新西兰泌尿生殖系统和前列腺癌试验小组 (ANZUP) 以及悉尼大学国家卫生和医学研究委员会 (NHMRC) 临床试验中心牵头。,0.7142857142857143,"['group', 'research', 'prostate cancer', 'health', 'university', 'centre', 'medical', 'urogenital', 'clinical', 'trial', 'by', 'and', 'new', 'led']","['group', 'research', 'prostate cancer', 'health', 'university', 'centre', 'urogenital', 'clinical', 'by', 'new']"
1962,the trial was designed by the ANZUP investigators .,该试验由 ANZUP 研究人员设计。,0.5,"['trial', 'by']",['by']
1963,data were collected and analyzed by the NHMRC Clinical Trials Centre .,数据由 NHMRC 临床试验中心收集和分析。,0.8,"['data', 'centre', 'clinical', 'by', 'and']","['data', 'centre', 'clinical', 'by']"
1964,the authors were solely responsible for the writing of the manuscript .,作者全权负责手稿的撰写。,0.5,"['manuscript', 'writing']",['manuscript']
1965,"Astellas Pharma provided enzalutamide and financial support for trial conduct ; representatives of the company reviewed drafts of the protocol and trial report but were not otherwise involved in any aspects of the trial design , data accrual , data analysis , or manuscript preparation .",安斯泰来制药为试验进行提供了恩杂鲁胺和资金支持；公司代表审阅了试验方案和试验报告的草稿，但不参与试验设计、数据收集、数据分析或手稿准备的任何方面。,0.7142857142857143,"['support', 'data', 'analysis', 'preparation', 'report', 'protocol', 'manuscript', 'trial', 'conduct', 'design', 'enzalutamide', 'in', 'but', 'and']","['support', 'data', 'analysis', 'preparation', 'report', 'protocol', 'manuscript', 'design', 'enzalutamide', 'but']"
1966,"testosterone suppression , standard antiandrogen drugs , docetaxel , and all subsequent treatments were accessed according to local standard practice .",睾酮抑制、标准抗雄激素药物、多西紫杉醇和所有后续治疗均根据当地标准实践进行。,0.5,"['suppression', 'testosterone', 'drugs', 'local', 'subsequent', 'docetaxel', 'standard practice', 'all']","['suppression', 'testosterone', 'drugs', 'docetaxel']"
1967,the authors vouch for the accuracy and completeness of the reported data and for the fidelity of the trial to the protocol .,作者保证所报告数据的准确性和完整性，以及试验对方案的忠实度。,0.42857142857142855,"['fidelity', 'data', 'accuracy', 'protocol', 'trial', 'completeness', 'and']","['data', 'accuracy', 'completeness']"
1968,an independent data and safety monitoring committee reviewed the progress and results of the trial .,一个独立的数据和安全监督委员会审查了试验的进展和结果。,0.5,"['safety', 'monitoring', 'data', 'committee', 'trial', 'independent', 'progress', 'and']","['safety', 'data', 'committee', 'independent']"
1969,the trial was conducted in accordance with the principles of Good Clinical Practice guidelines and the Declaration of Helsinki .,该试验是根据良好临床实践指南和赫尔辛基宣言的原则进行的。,0.0,"['good clinical practice', 'trial', 'with', 'and']",[]
1970,the protocol was independently reviewed and approved as required at each participating institution .,每个参与机构都根据需要独立审查和批准了该协议。,0.3333333333333333,"['protocol', 'institution', 'as', 'at', 'each', 'and']","['protocol', 'institution']"
1971,the primary end point of overall survival was measured as the interval from randomization to death from any cause or to the date at which the patient was last known to be alive .,总生存期的主要终点是从随机分组到任何原因死亡或到最后一次知道患者还活着的日期的间隔。,0.6153846153846154,"['interval', 'randomization', 'survival', 'death', 'date', 'be', 'primary', 'cause', 'patient', 'end', 'point', 'as', 'to']","['interval', 'randomization', 'survival', 'death', 'date', 'cause', 'patient', 'point']"
1972,imaging by means of CT and bone scanning was recommended to confirm clinical suspicion of progressive disease .,建议通过 CT 和骨扫描进行成像，以确认临床对进展性疾病的怀疑。,0.5,"['bone', 'disease', 'progressive', 'clinical', 'scanning', 'CT', 'means', 'suspicion', 'imaging', 'by', 'to', 'and']","['bone', 'disease', 'progressive', 'clinical', 'suspicion', 'by']"
1973,imaging reports ( but not the images themselves ) were reviewed centrally .,成像报告（但不是图像本身）被集中审查。,0.5,"['imaging', 'but']",['but']
1974,"adverse events were graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events , version 4.02 .",不良事件根据美国国家癌症研究所不良事件通用术语标准 4.02 版进行分级。,0.42857142857142855,"['cancer', 'version', 'common', 'adverse', 'terminology', 'institute', 'to']","['cancer', 'terminology', 'institute']"
1975,"protocol version 3 , which was written after external evidence became available for improved overall survival with early abiraterone treatment , 8,9 added interim analyses of overall survival after the occurrence of 50 % and 80 % of the prespecified 470 deaths .","第 3 版方案是在早期阿比特龙治疗改善总生存期的外部证据可用后编写的，8,9 在预先指定的 470 例死亡发生 50% 和 80% 后增加了对总生存期的中期分析。",0.46153846153846156,"['external', 'survival', 'protocol', 'version', 'occurrence', 'early', 'treatment', 'available', 'after', '3', 'evidence', 'with', 'and']","['survival', 'occurrence', 'early', 'treatment', 'after', 'evidence']"
1976,the trial executive committee made these decisions without any knowledge of outcomes in each treatment group .,试验执行委员会在对每个治疗组的结果一无所知的情况下做出了这些决定。,0.42857142857142855,"['knowledge', 'committee', 'trial', 'treatment group', 'each', 'in', 'without']","['committee', 'treatment group', 'without']"
1977,patients who had undergone randomization and received a dose of any trial drug were included in analyses of drug exposure and safety .,接受随机分组并接受任何试验药物剂量的患者被纳入药物暴露和安全性分析。,0.625,"['safety', 'randomization', 'who', 'exposure', 'trial', 'drug', 'dose', 'in']","['safety', 'randomization', 'exposure', 'drug', 'dose']"
1978,we prespecified that the effects of enzalutamide according to the volume of disease and the use of early docetaxel treatment were of particular interest .,我们预先指定，根据疾病的体积和早期多西他赛治疗的使用，恩杂鲁胺的作用特别令人感兴趣。,0.45454545454545453,"['volume', 'early', 'particular', 'treatment', 'of disease', 'docetaxel', 'enzalutamide', 'that', 'to', 'and', 'we']","['volume', 'early', 'treatment', 'docetaxel', 'enzalutamide']"
1979,the baseline characteristics of all the patients are summarized in Table 1 and detailed in the Supplementary Appendix .,表 1 总结了所有患者的基线特征，并在补充附录中进行了详细说明。,0.5,"['appendix', 'table', 'baseline', '1', 'supplementary', 'characteristics', 'all', 'and']","['table', 'baseline', '1', 'characteristics']"
1980,overall SURVIVAL,总体生存,,[],[]
1981,"the first interim analysis of the primary end point occurred on February 28 , 2019 , after the occurrence of 235 deaths .",主要终点的第一次中期分析发生在 2019 年 2 月 28 日，当时发生了 235 例死亡事件。,0.5,"['analysis', 'occurrence', 'primary', 'after', 'end', 'point', 'on', 'first']","['analysis', 'occurrence', 'point', 'first']"
1982,"on March 7 , 2019 , the independent data and safety monitoring committee recommended that the unblinded results be provided to the trial executive committee so that plans for definitive analyses could be implemented .",2019 年 3 月 7 日，独立数据和安全监察委员会建议将非盲化结果提供给试验执行委员会，以便实施最终分析计划。,0.25,"['safety', 'monitoring', 'data', 'definitive', 'march', 'be', 'committee', 'trial', 'independent', 'that', 'so', 'and']","['safety', 'data', 'committee']"
1983,the observed P value of 0.0016 met the rejection boundary of 0.0031 for the null hypothesis that was specified for this interim analysis .,观察到的 P 值 0.0016 符合为该中期分析指定的原假设的拒绝边界 0.0031。,0.2222222222222222,"['boundary', 'analysis', 'value', 'rejection', 'null hypothesis', 'P', 'met', 'this', 'that']","['boundary', 'analysis']"
1984,"the results were unaffected by adjustments for geographical region , volume of disease , use of early docetaxel treatment , bone antiresorptive therapy , and coexisting conditions .",结果不受地理区域、疾病体积、早期多西紫杉醇治疗的使用、骨抗吸收治疗和合并症的调整的影响。,0.7,"['bone', 'volume', 'early', 'region', 'therapy', 'treatment', 'of disease', 'docetaxel', 'by', 'and']","['bone', 'volume', 'early', 'region', 'therapy', 'treatment', 'docetaxel']"
1985,the median survival time was not yet estimable in either trial group .,两个试验组的中位生存时间均无法估计。,0.5,"['group', 'median', 'survival', 'time', 'trial', 'in']","['group', 'survival', 'time']"
1986,"after adjustment for multiple comparisons , P values for heterogeneity of the treatment effect of enzalutamide were 0.14 for volume of disease , 0.14 for early docetaxel treatment , and 0.06 for the use of bone antiresorptive therapy .",调整多重比较后，恩杂鲁胺治疗效果的异质性 P 值对于疾病体积为 0.14，对于早期多西他赛治疗为 0.14，对于骨抗吸收治疗的使用为 0.06。,0.6,"['bone', 'volume', 'heterogeneity', 'multiple', 'adjustment', 'early', 'therapy', 'after', 'of disease', 'values', 'treatment effect', 'docetaxel', 'P', 'enzalutamide', 'and']","['bone', 'volume', 'heterogeneity', 'early', 'therapy', 'after', 'treatment effect', 'docetaxel', 'enzalutamide']"
1987,we anticipated that the smaller number of deaths would limit the reliability of subgroup analyses of overall survival .,我们预计较小的死亡人数会限制总生存期亚组分析的可靠性。,0.5714285714285714,"['survival', 'reliability', 'number', 'limit', 'subgroup', 'that', 'we']","['survival', 'reliability', 'number', 'limit']"
1988,subsequent ANTICANCER THERAPIES,随后的抗癌治疗,0.0,['subsequent'],[]
1989,treatment after progression was initiated at the discretion of the patients and their physicians .,进展后的治疗由患者及其医生决定。,0.6,"['treatment', 'progression', 'after', 'and', 'physicians']","['treatment', 'progression', 'after']"
1990,treatment DURATION,治疗持续时间,1.0,['treatment'],['treatment']
1991,discontinuation for reasons other than disease progression occurred in 68 of 563 patients ( 12 % ) and 105 of 558 patients ( 19 % ) in the respective groups .,各组 563 名患者中有 68 名 (12%) 和 558 名患者中有 105 名 (19%) 因疾病进展以外的原因停药。,0.5,"['disease', 'progression', 'in', 'and']","['disease', 'progression']"
1992,early docetaxel treatment was administered in 227 of 487 patients ( 47 % ) who subsequently had clinical progression and in 91 of 203 ( 45 % ) who died from prostate cancer .,487 名随后出现临床进展的患者中有 227 名 (47%) 接受了早期多西紫杉醇治疗，203 名死于前列腺癌的患者中有 91 名 (45%) 接受了早期多西紫杉醇治疗。,0.75,"['who', 'prostate cancer', 'early', 'treatment', 'progression', 'clinical', 'docetaxel', 'and']","['prostate cancer', 'early', 'treatment', 'progression', 'clinical', 'docetaxel']"
1993,"the number of patients with febrile neutropenia was similar in the two treatment groups ( 37 with enzalutamide and 32 with standard care ) , and all but 2 of these events ( 67 of 69 ) occurred during early docetaxel treatment .",两个治疗组中出现发热性中性粒细胞减少症的患者人数相似（恩杂鲁胺组 37 人，标准治疗组 32 人），除 2 例（69 例中的 67 例）外，所有这些事件都发生在早期多西他赛治疗期间。,0.5625,"['standard', 'febrile', '2', 'neutropenia', 'early', 'treatment', 'number', 'care', 'with', 'docetaxel', 'enzalutamide', 'all', 'in', 'but', 'two', 'similar']","['standard', '2', 'neutropenia', 'early', 'treatment', 'number', 'docetaxel', 'enzalutamide', 'two']"
1994,seizures occurred more frequently in patients in the enzalutamide group ( 7 vs. 0 ) .,enzalutamide 组患者的癫痫发作更频繁（7 次对 0 次）。,0.4,"['group', 'frequently', 'enzalutamide', 'in', 'seizures']","['group', 'seizures']"
1995,six patients discontinued enzalutamide because of seizure ; 1 discontinued enzalutamide because of clinical progression before the seizure event .,六名患者因癫痫发作而停用恩杂鲁胺； 1 因癫痫发作前的临床进展而停用恩杂鲁胺。,0.8571428571428571,"['1', 'seizure', 'progression', 'clinical', 'enzalutamide', 'event', 'before']","['1', 'seizure', 'progression', 'clinical', 'enzalutamide', 'before']"
1996,"fatigue of any grade was more common with enzalutamide than with standard care ( 465 patients and 363 patients , respectively ) .",enzalutamide 组出现任何级别的疲劳比标准治疗组更常见（分别为 465 名患者和 363 名患者）。,0.2857142857142857,"['standard', 'fatigue', 'grade', 'common', 'care', 'with', 'enzalutamide']","['standard', 'fatigue']"
1997,adverse events that occurred during the first 6 months among the patients who received early docetaxel treatment are shown in Table S8 in the Supplementary Appendix .,接受早期多西他赛治疗的患者在前 6 个月内发生的不良事件见补充附录表 S8。,0.36363636363636365,"['appendix', 'table', 'who', 'supplementary', 'early', 'adverse', 'treatment', 'docetaxel', 'that', 'in', 'first']","['table', 'early', 'treatment', 'docetaxel']"
1998,the larger number of serious adverse events associated with enzalutamide was commensurate with the longer duration of trial treatment .,与恩杂鲁胺相关的大量严重不良事件与较长的试验治疗持续时间相称。,0.3333333333333333,"['adverse', 'associated', 'treatment', 'number', 'trial', 'duration', 'with', 'enzalutamide', 'serious']","['treatment', 'duration', 'enzalutamide']"
1999,"all the patients received testosterone suppression , plus the addition of docetaxel when appropriate .",所有患者均接受睾酮抑制，并在适当时加用多西紫杉醇。,0.7142857142857143,"['suppression', 'testosterone', 'plus', 'addition', 'docetaxel', 'all', 'appropriate']","['suppression', 'testosterone', 'plus', 'addition', 'docetaxel']"
2000,the control group in this trial was treated with standard antiandrogen therapy to provide a stringent comparator .,该试验中的对照组接受标准抗雄激素治疗以提供严格的比较。,0.375,"['standard', 'control group', 'therapy', 'stringent', 'trial', 'with', 'comparator', 'this']","['standard', 'control group', 'therapy']"
2001,the frequency of early docetaxel treatment was similar in the two groups .,两组早期多西他赛治疗的频率相似。,0.7142857142857143,"['frequency', 'early', 'treatment', 'docetaxel', 'in', 'two', 'similar']","['frequency', 'early', 'treatment', 'docetaxel', 'two']"
2002,"thus , the observed benefits of early enzalutamide therapy are not explained by differences in access to or use of subsequent therapies .",因此，观察到的早期恩杂鲁胺治疗的益处不能用获得或使用后续治疗的差异来解释。,0.5555555555555556,"['access', 'early', 'therapy', 'thus', 'subsequent', 'enzalutamide', 'in', 'by', 'to']","['access', 'early', 'therapy', 'thus', 'enzalutamide']"
2003,"we found that adding early enzalutamide to testosterone suppression was associated with a higher frequency of toxic effects , especially peripheral neuropathy associated with the concomitant use of docetaxel .",我们发现，在睾酮抑制的基础上早期加入恩杂鲁胺与更高频率的毒性作用相关，尤其是与同时使用多西紫杉醇相关的周围神经病变。,0.5,"['suppression', 'testosterone', 'frequency', 'peripheral', 'toxic', 'neuropathy', 'early', 'concomitant', 'associated', 'with', 'docetaxel', 'enzalutamide', 'that', 'we']","['suppression', 'testosterone', 'frequency', 'neuropathy', 'early', 'docetaxel', 'enzalutamide']"
2004,patients who were treated with enzalutamide reported more fatigue and more often discontinued therapy before disease progression .,接受恩杂鲁胺治疗的患者报告更容易疲劳，并且更常在疾病进展前停止治疗。,0.6666666666666666,"['disease', 'who', 'fatigue', 'therapy', 'progression', 'with', 'enzalutamide', 'before', 'and']","['disease', 'fatigue', 'therapy', 'progression', 'enzalutamide', 'before']"
2005,"seven patients ( 1 % ) in this group had seizures , a known potential side effect of enzalutamide .",该组中有 7 名患者 (1%) 出现癫痫发作，这是 enzalutamide 已知的潜在副作用。,0.625,"['group', 'side effect', '1', 'potential', 'enzalutamide', 'this', 'in', 'seizures']","['group', 'side effect', '1', 'this', 'seizures']"
2006,the effect of enzalutamide on overall survival appeared to be smaller in the subgroup with early docetaxel treatment .,在接受早期多西他赛治疗的亚组中，恩杂鲁胺对总生存期的影响似乎较小。,0.5,"['survival', 'early', 'be', 'treatment', 'effect', 'subgroup', 'with', 'docetaxel', 'enzalutamide', 'on', 'in', 'to']","['survival', 'early', 'be', 'treatment', 'docetaxel', 'enzalutamide']"
2007,"however , this trial was neither designed nor powered to reliably analyze the results in this subgroup .",然而，该试验既没有设计也没有动力可靠地分析该亚组的结果。,0.16666666666666666,"['trial', 'subgroup', 'analyze', 'this', 'in', 'to']",['analyze']
2008,our current data support the claim that early enzalutamide prolongs survival within 3 years in the entire trial population but provide limited support that it prolongs overall survival within 3 years in patients who received early docetaxel treatment .,我们目前的数据支持早期恩杂鲁胺可在整个试验人群中延长 3 年内生存期的说法，但对接受早期多西他赛治疗的患者在 3 年内延长总生存期提供的支持有限。,0.5294117647058824,"['population', 'support', 'data', 'who', 'survival', 'early', 'treatment', 'trial', 'claim', '3', 'current', 'docetaxel', 'enzalutamide', 'limited', 'that', 'in', 'but']","['population', 'support', 'data', 'survival', 'early', 'treatment', 'docetaxel', 'enzalutamide', 'but']"
2009,the main limitations of this trial are consequences of the detection of evidence of benefit at the first planned interim analysis .,该试验的主要局限性是在第一次计划的中期分析中检测获益证据的结果。,0.625,"['detection', 'analysis', 'trial', 'evidence', 'benefit', 'at', 'this', 'first']","['detection', 'analysis', 'evidence', 'this', 'first']"
2010,this early analysis may have overestimated the eventual treatment benefit.20,这种早期分析可能高估了最终的治疗益处。 20,0.5,"['analysis', 'early', 'treatment', 'eventual', 'have', 'this']","['analysis', 'early', 'treatment']"
2011,"there was no central review of actual imaging , but this factor would have no effect on the rate of death , the primary end point .",没有对实际成像进行集中审查，但这个因素对主要终点死亡率没有影响。,0.4375,"['factor', 'rate', 'review', 'death', 'actual', 'central', 'primary', 'no', 'effect', 'end', 'point', 'on', 'imaging', 'have', 'this', 'but']","['factor', 'rate', 'review', 'death', 'point', 'have', 'but']"
2012,"however , enzalutamide was associated with some additional toxic effects , including fatigue and a small risk of seizures .",然而，enzalutamide 与一些额外的毒性作用有关，包括疲劳和癫痫发作的小风险。,0.5555555555555556,"['fatigue', 'toxic', 'associated', 'risk', 'additional', 'with', 'enzalutamide', 'and', 'seizures']","['fatigue', 'risk', 'additional', 'and', 'seizures']"
2013,"supported by Astellas Scientific and Medical Affairs , a grant ( 704970 ) from the Canadian Cancer Society , the Support for Cancer Clinical Trials Program of Cancer Australia , and a practitioner fellowship ( APP1102604 ) and program grants ( 1037786 and 1150467 ) from the National Health and Medical Research Council of the Australian Government Department of Health .",由 Astellas 科学和医疗事务部、加拿大癌症协会的赠款 ( 704970 ) 、澳大利亚癌症协会的癌症临床试验支持项目以及国家卫生和健康中心的从业者奖学金 ( APP1102604 ) 和项目赠款 ( 1037786 和 1150467 ) 支持澳大利亚政府卫生部医学研究委员会。,0.5625,"['cancer', 'support', 'australia', 'research', 'program', 'health', 'department', 'medical', 'scientific', 'society', 'clinical', 'grant', 'government', 'practitioner', 'by', 'and']","['cancer', 'support', 'australia', 'research', 'health', 'department', 'society', 'clinical', 'by']"
2014,"the primary end points were freedom from pain and freedom from the most bothersome symptom ( other than pain ) identified by the patient , both of which were assessed 2 hours after the dose of rimegepant or placebo was administered .",主要终点是无疼痛和无患者确定的最烦人的症状（疼痛除外），这两项都是在服用 rimegepant 或安慰剂后 2 小时进行评估。,0.5,"['placebo', 'symptom', '2', 'end points', 'pain', 'primary', 'freedom', 'patient', 'after', 'rimegepant', 'dose', 'by', 'and', 'assessed']","['placebo', 'symptom', '2', 'end points', 'pain', 'patient', 'after']"
2015,"a total of 1186 patients were randomly assigned to receive rimegepant ( 594 patients ) or placebo ( 592 patients ) ; of these , 537 patients in the rimegepant group and 535 patients in the placebo group could be evaluated for efficacy .",共有 1186 名患者被随机分配接受 rimegepant（594 名患者）或安慰剂（592 名患者）；其中，rimegepant 组的 537 名患者和安慰剂组的 535 名患者可以评估疗效。,0.25,"['group', 'placebo', 'total', 'be', 'efficacy', 'rimegepant', 'in', 'and']","['group', 'placebo']"
2016,"the overall mean age of the patients evaluated for efficacy was 40.6 years , and 88.7 % were women .",评估疗效的患者的总体平均年龄为 40.6 岁，88.7% 为女性。,0.5,"['mean', 'age', 'efficacy', 'and']","['mean', 'age']"
2017,the most common adverse events were nausea and urinary tract infection .,最常见的不良事件是恶心和尿路感染。,0.4,"['urinary tract infection', 'nausea', 'common', 'adverse', 'and']","['urinary tract infection', 'nausea']"
2018,migraine is a common chronic neurologic disease that may affect nearly 1 billion people worldwide.1,偏头痛是一种常见的慢性神经系统疾病，可能影响全球近 10 亿人。 1,0.75,"['disease', '1', 'affect', 'common', 'chronic', 'migraine', 'that', 'neurologic']","['disease', '1', 'affect', 'chronic', 'migraine', 'neurologic']"
2019,"triptans also are either contraindicated or must be used with caution in an estimated 3.5 million of the 40 million Americans with migraine because of concerns about cardiovascular effects.8,9","由于担心心血管影响，在 4000 万患有偏头痛的美国人中，估计有 350 万人禁忌或必须谨慎使用曲坦类药物。 8,9",0.5714285714285714,"['must', 'cardiovascular', 'contraindicated', 'be', 'with', 'migraine', 'million']","['cardiovascular', 'contraindicated', 'be', 'migraine']"
2020,"gepants may be effective in patients whose symptoms do not respond to triptans , owing to their different mechanisms of action .",gepants 可能对症状对曲坦类药物无反应的患者有效，因为它们的作用机制不同。,0.4,"['action', 'symptoms', 'be', 'in', 'respond to']","['action', 'respond to']"
2021,"unlike triptans , which are contraindicated in patients with cardiovascular disease because of the possibility of vasoconstriction , rimegepant does not have vasoconstrictive effects.16",与曲普坦类药物不同，曲普坦类药物因血管收缩的可能性而禁用于心血管疾病患者，而 rimegepant 不具有血管收缩作用。 16,0.42857142857142855,"['vasoconstriction', 'contraindicated', 'cardiovascular disease', 'with', 'rimegepant', 'have', 'unlike']","['vasoconstriction', 'cardiovascular disease', 'have']"
2022,"the current phase 3 trial was conducted to evaluate the efficacy and safety of rimegepant ( at an oral dose of 75 mg ) , as compared with placebo , in acute migraine treatment .",目前的 3 期试验旨在评估 rimegepant（口服剂量为 75 毫克）与安慰剂相比在急性偏头痛治疗中的疗效和安全性。,0.375,"['safety', 'placebo', 'phase', 'oral', 'treatment', 'trial', 'acute', 'efficacy', '3', 'current', 'with', 'migraine', 'rimegepant', 'dose', 'to', 'and']","['safety', 'placebo', 'phase', 'treatment', 'migraine', 'dose']"
2023,"men and women 18 years of age or older were recruited by referral from physicians and other health care professionals and by standard methods of recruitment , including enrollment from clinical practices and through advertising .",18 岁或 18 岁以上的男性和女性是通过医生和其他医疗保健专业人员的推荐以及标准招募方法招募的，包括临床实践和广告招募。,0.375,"['recruitment', 'clinical', 'age', 'health care', 'referral', 'advertising', 'by standard', 'physicians']","['clinical', 'health care', 'advertising']"
2024,"treatment settings included clinics , institutions , and private office practices .",治疗场所包括诊所、机构和私人诊所。,0.25,"['office', 'private', 'treatment', 'and']",['treatment']
2025,persons who were receiving preventive migraine medication had to be receiving a stable dose for at least 3 months before trial entry .,接受预防性偏头痛药物治疗的人在进入试验前必须接受至少 3 个月的稳定剂量。,0.3,"['who', 'preventive', 'medication', 'trial', '3', 'entry', 'migraine', 'dose', 'before', 'to']","['migraine', 'dose', 'before']"
2026,patients were also excluded if they had received nonbiologic investigational agents within 30 days before the baseline visit or if they had received biologic investigational agents within 90 days before the baseline visit .,如果患者在基线访视前 30 天内接受过非生物研究药物，或者如果他们在基线访视前 90 天内接受过生物研究药物，也被排除在外。,0.4,"['baseline', 'biologic', 'before', 'if', 'visit']","['baseline', 'before']"
2027,"complete criteria for participation are listed in the protocol , available with the full text of this article at NEJM.org .",完整的参与标准列在方案中，方案与本文全文可在 NEJM.org 获取。,0.3,"['protocol', 'article', 'complete', 'available', 'text', 'with', 'participation', 'full', 'this', 'in']","['complete', 'participation', 'full']"
2028,"the trial was conducted in accordance with International Conference on Harmonisation Good Clinical Practice guidelines , the principles of the Declaration of Helsinki , and all applicable local regulations .",该试验是根据国际协调会议良好临床实践指南、赫尔辛基宣言的原则以及所有适用的地方法规进行的。,0.0,"['good clinical practice', 'local', 'trial', 'with', 'on', 'all', 'and']",[]
2029,the protocol was approved by an independent ethics committee or institutional review board at each trial center .,该方案由每个试验中心的独立伦理委员会或机构审查委员会批准。,0.36363636363636365,"['center', 'review', 'protocol', 'ethics', 'board', 'committee', 'trial', 'independent', 'at', 'each', 'by']","['center', 'review', 'committee', 'by']"
2030,all patients provided written informed consent .,所有患者都提供了书面知情同意书。,0.0,"['informed consent', 'all']",[]
