English,Chinese
"post hoc analyses determined the response rate and duration , which were assessed by blinded independent central review .","['随后的分析确定了响应率和持续时间,这些分析通过盲目独立的中央审查进行评估。']"
four deaths occurred during treatment ; 3 patients ( 2.8 % ) discontinued treatment because of adverse events .,['治疗期间发生了四起死亡;3名患者(2.8%)因副作用而停止治疗。']
grade 3 or 4 adverse events ( in ≥ 10 % of the patients ) included anemia and neutropenia ; 10 patients ( 9.3 % ) had febrile neutropenia .,['等级3或4的副作用(≥10%的患者)包括贫血和中风;10名患者(9.3%)患有发烧中风。']
the clinical benefit rate was 45.4 % .,['临床效益率为45.4%。']
overall survival among patients with this form of breast cancer has not changed over the past 20 years6 ; this highlights the need for advances in therapeutic options for these patients .,"['在过去的20年中,患有这种乳腺癌的患者的整体生存并没有改变;这强调了这些患者在治疗选项方面取得进展的必要性。']"
"the sponsor , Immunomedics , designed the trial and gathered the data .","['赞助商,免疫医学,设计了试验,并收集了数据。']"
data analysis was performed by Veristat and by authors who are employed by Immunomedics .,['数据分析由 Veristat 和由 Immunomedics 雇用的作者进行。']
"all the authors assume responsibility for the accuracy and completeness of the data and vouch for the fidelity of the trial to the protocol , which is available at NEJM.org .","['所有作者对数据的准确性和完整性承担责任,并对审判对该协议的忠诚度负责,该协议可在NEJM.org上提供。']"
the first draft of the manuscript was written by the first author with the sponsor and a medical writer paid by the sponsor .,['手稿的第一个草案是由第一位作者与赞助商和由赞助商支付的医学作家写的。']
"all the authors contributed to the writing , review , and revision of the manuscript .",['所有作者都参与了手稿的写作、审查和审查。']
efficacy EVALUATIONS,['效率评估']
confirmatory CT and MRI were performed no sooner than 4 weeks after an initial partial or complete response .,['确认的CT和MRI在初始部分或完整反应后不迟于4周进行。']
the primary efficacy end point was the objective response rate .,['主要的效率终点是客观反应率。']
"assessment of response was performed according to Response Evaluation Criteria in Solid Tumors , version 1.1 .","['答案评估按照固体肿瘤的答案评估标准进行,版本1.1。']"
local assessments were used for treatment decisions and for the primary efficacy analysis .,['地方评估用于治疗决策和初级效率分析。']
"this blinded independent review , which was performed by Intrinsic Imaging , included reviews by two independent radiologists and a third adjudicating radiologist , if needed .","['此盲目独立审查,由Intrinsic Imaging进行,包括由两个独立的放射学家和第三个招标放射学家进行的审查,如果需要。']"
safety EVALUATIONS,['安全评估']
"adverse events were coded according to the Medical Dictionary for Regulatory Activities , version 20.0 , and severity was graded according to Common Terminology Criteria for Adverse Events ( CTCAE ) , version 4.0 .","['恶意事件被编码为《医学规则活动词典》第20.0版,严重性根据《常见恶意事件术语标准》(CTCAE)第4.0版进行评级。']"
"for events with varying severity , the maximum reported grade was used in summaries .","['对于不同重度的事件,在总结中使用了最高报告级别。']"
details of the statistical analyses have been described previously.25,['统计分析的细节已被描述。']
subgroup analyses were used to evaluate the effect of patient factors and previous cancer treatments .,['子组分析用于评估患者因素和以前的癌症治疗的影响。']
"the trial was approved by the institutional review board at each investigational site before initiation of the trial and was performed in accordance with the Declaration of Helsinki , the International Council for Harmonisation guidelines for Good Clinical Practice , the FDA Code of Federal Regulations , the requirements of national drug and data protection laws , other applicable regulatory requirements , and the standard operating procedures of Immunomedics .","['审判在审判开始前由各个调查场所的机构审计委员会批准,并按照赫尔辛基宣言、国际临床实践协调指导方针、联邦法规法典、国家药品和数据保护法的要求、其他适用的监管要求以及免疫医学标准操作程序进行。']"
all patients provided written informed consent before enrollment .,['所有患者在登记前提供书面通知同意。']
a total of 106 of these patients ( 98 % ) had received taxanes and 93 ( 86 % ) had received anthracyclines .,"['其中106名患者(98%)接受了Taxanes,93人(86%)接受了Anthracyclines。']"
the baseline demographic characteristics of the patients are summarized in Table 1 .,['患者的基本人口特征总结在表1中。']
eight of these patients were continuing to receive treatment .,['其中8名患者仍在接受治疗。']
"a total of 100 patients ( 92.6 % ) had discontinued treatment , and in 86 of these patients ( 80 % ) , discontinuation was because of disease progression .","['总共100名患者(92.6%)中断了治疗,其中86名患者(80%)中断是由于疾病进展。']"
other reasons for discontinuation are listed in Table S1 in the Supplementary Appendix .,['其它暂停原因在附件中的表 S1 列出。']
"a total of 99 patients ( 92 % ) received preinfusion medications ( acetaminophen , antihistamines , H2 antagonists , glucocorticoids , antiemetics , anxiolytics , and atropine ) .",['总共99名患者(92%)接受了预注射药物(Acetaminophen、抗histamines、H2抗原剂、Glucocorticoids、antiemetics、anxiolytics、和atropine)。']
"diarrhea ( predominantly grade 1 ) was a common adverse event ( in 62 % of the patients overall ) ; the incidence of CTCAE grade 2 diarrhea was 14 % , and the incidence of at least grade 3 diarrhea was 8 % .","['腹泻(主要是1级)是一种常见的副作用(一般患者的62%);CTCAE2级腹泻的发病率为14%,至少3级腹泻的发病率为8%。']"
no peripheral neuropathy of grade 3 or higher was reported .,['没有报告过3级或更高的周边神经病。']
four patients ( 4 % ) had adverse events leading to death during treatment ( details are provided in the Results section in the Supplementary Appendix ) .,['四名患者(4%)在治疗期间患有导致死亡的副作用(详细信息在补充附件的结果部分中提供)。']
adverse events leading to interruption of treatment occurred in 48 of the 108 patients ( 44 % ) ; the most common reason was neutropenia .,"['导致治疗中断的副作用发生在108名患者中48人(44%)中,最常见的原因是中风。']"
"the response rate was 33.3 % ( 36 of 108 patients ) , including complete responses in 3 patients ( 2.8 % ) .","['答案率为33.3%(108名患者中36人),包括3名患者的完整答案(2.8%)。']"
the clinical benefit rate ( including stable disease for at least 6 months ) was 45.4 % ( 49 of 108 patients ) .,['临床福利率(包括稳定的疾病至少6个月)为45.4%(108名患者中有49人)。']
"in Figure 1B , a swimmer plot shows the onset and durability of response in each of the 36 patients who had an objective response .","['在图1B中,一个游泳场景显示了对每36名客观反应患者的反应的起源和持续性。']"
Table 3 summarizes the results according to investigator assessment .,['图3总结了根据调查人员评估的结果。']
"the response rate was 44 % ( 8 of 18 ) among patients who had received previous checkpoint inhibitors ; however , these results and those of all the reported subgroups should be interpreted with caution given the small number of patients available , which led to wide confidence intervals .","['回应率为以前接受检查点抑制剂的患者中44%(18人中8人),但是,这些结果和所有报告的子组的结果应谨慎地解释,考虑到可用的患者数量较小,这导致了广泛的信任间隔。']"
"at the time of data cutoff , 94 patients ( 87.0 % ) had disease progression and 77 patients ( 71.3 % ) had died .","['数据收集时,94名患者(87.0%)患有疾病进展,77名患者(71.3%)死亡。']"
few patients discontinued treatment because of adverse events .,['很少有患者因不良事件而停止治疗。']
this may explain the considerably lower discontinuation rates and clinically relevant lower rates of grade 3 or 4 gastrointestinal toxic effects in this trial than in trials of irinotecan .,"['这可能解释了在本试验中显著较低的中断率和临床上相关的3级或4级胃肠道毒性影响的较低率,而不是在伊里诺特坎试验中。']"
"the incidence of neutropenia increased numerically with the number of * 28 copies , whereas this pattern was not observed for other adverse events of interest such as diarrhea ( Table S4 in Supplementary Appendix ) .","['甲状腺肿瘤的发病率以 * 28 副本的数量增加,而这种模式并没有被观察到其他不良事件,如腹泻(附件中的 S4 表)。']"
direct comparison with other chemotherapy approaches was not possible in this trial because of its noncomparative design .,"['在这项研究中,与其他化疗方法的直接比较是不可能的,因为它的非比较设计。']"
"diarrhea and myelosuppression were the primary adverse events , and discontinuation rates were low .","['腹泻和甲状腺抑郁症是主要的副作用,中断率很低。']"
"patients with active cancer have an increased risk of venous thromboembolism , which results in substantial morbidity , mortality , and health care expenditures .","['活性癌症患者患有血管血管肿瘤的风险增加,导致严重的病率、死亡率和医疗保健费用。']"
"the Khorana score ( range , 0 to 6 , with higher scores indicating a higher risk of venous thromboembolism ) has been validated to identify patients with cancer at elevated risk for this complication and may help select those who could benefit from thromboprophylaxis .","['Khorana 得分(范围为 0 至 6,高得分表明有更高的血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管血管']"
the main safety outcome was a major bleeding episode .,['主要的安全结果是严重的出血事件。']
"during the treatment period , major bleeding occurred in 6 patients ( 2.1 % ) in the apixaban group and in 3 patients ( 1.1 % ) in the placebo group ( hazard ratio , 1.89 ; 95 % CI , 0.39 to 9.24 ) .","['在治疗期间,主要出血发生在6名患者(2.1%)在Apixaban群体和3名患者(1.1%)在 placebo群体(风险比例,1.89;95% CI,0.39至9.24)。']"
"although parenteral thromboprophylaxis can reduce the risk of venous thromboembolism among ambulatory patients undergoing chemotherapy , it is not routinely recommended in practice guidelines because the absolute risk reduction is modest and parenteral thromboprophylaxis is associated with an increased risk of major bleeding , high cost , and the inconvenience of daily injections.4,5","['虽然寄生体血管预防可以降低接受化疗的外科患者中阴道血管肿瘤的风险,但在实践指导方针中不经常推荐,因为绝对风险降低是温和的,寄生体血管预防与严重出血的风险增加有关,成本高,每天注射的不舒服。']"
"the use of direct oral anticoagulants as thromboprophylactic agents in patients with cancer can offer important advantages over parenteral agents , including route of administration , convenience , and cost .","['在癌症患者中,直接口服抗凝固剂作为血管预防剂的使用可以提供对亲属药物的重大好处,包括处方路线、方便和成本。']"
"a previous small , phase 2 trial involving 125 patients suggested that the oral factor Xa inhibitor apixaban may be safe and effective.10","['以前的一项小型,二阶段的研究,涉及125名患者,建议口腔因素 Xa 抑制剂 apixaban 可以是安全和有效的。']"
"the members of the steering committee ( see the Supplementary Appendix ) had final responsibility for the trial design , clinical protocol , and trial oversight .",['管理委员会成员(参见附件)对试验设计、临床协议和试验监督的最终责任。']
"the institutional review board at each of the 13 participating sites approved the protocol , which has been published previously11 and is available at NEJM.org .","['各13个参与网站的机构审查委员会批准了该议定书,该议定书早已公布11并在NEJM.org上可用。']"
data were collected at the sites and entered in an online database managed by the Methods Centre of the Ottawa Hospital Research Institute .,['数据在网站上收集并输入了由奥塔瓦医院研究所方法中心管理的在线数据库。']
a central adjudication committee whose members were unaware of the treatment assignments reviewed all suspected outcome events .,"['一个中央采购委员会,其成员不知道处理任务,审查了所有可疑的结果事件。']"
an independent data and safety monitoring board periodically reviewed trial outcomes .,['一个独立的数据和安全监测委员会定期审查审查结果。']
the authors vouch for the completeness and accuracy of the data and for the adherence of the trial to the protocol .,"['作者保证数据的完整性和准确性,以及审判对议定书的遵守。']"
patients who had a newly diagnosed cancer or progression of known cancer after complete or partial remission and who were initiating a new course of chemotherapy with a minimum treatment intent of 3 months were potentially eligible .,"['患有新诊断癌症或已知癌症的进展后完全或部分复发的患者,并以至少3个月的治疗意图开始新化疗的患者可能有资格。']"
"inclusion required a Khorana score of 2 or higher , an age of 18 years or older , and the capacity to provide written informed consent .","['包含要求一个Khorana分为2或以上,年龄为18岁或以上,以及提供书面通知同意的能力。']"
randomization AND TRIAL INTERVENTION,['随机化与实验性干预']
"randomization was stratified according to age , sex , and participating center and occurred up to 5 days before the administration of the first chemotherapy .","['随机化根据年龄、性别和参与中心进行了分类,并在第一次化疗前5天发生。']"
"the experimental group received apixaban at a dose of 2.5 mg twice daily , and the control group received identical placebo tablets twice daily ; the treatment period was 180 days .","['实验小组每天服用 2.5 mg 的 apixaban 两次,控制小组每天服用相同的 placebo 药片两次,治疗时间为 180 天。']"
the first dose of apixaban or placebo was administered within 24 hours after the initiation of chemotherapy .,['第一剂量的Apixaban或Placebo在开始化疗后24小时内服用。']
"patients were followed for up to 210 days or death , regardless of the duration of the treatment period .","['病人被追踪至210天或死亡,无论治疗时间的持续时间。']"
routine ultrasonographic testing was not performed .,['常规超声波测试未进行。']
"the main safety outcome was major bleeding , defined by the International Society on Thrombosis and Hemostasis as overt bleeding that was associated with a decrease in the hemoglobin level of 2 g per deciliter or more , led to transfusion of 2 or more units of packed red cells , occurred in a critical site , or contributed to death.12","['主要的安全结果是主要出血,由国际血管和血管疾病协会定义为过度出血,与血球水平下降2g或以上相关,导致2或多个包装红细胞的转移,发生在一个关键地点,或有助于死亡。']"
"the severity of major bleeding episodes was defined as follows : category 1 , the episode was not considered to be a clinical emergency ; category 2 , the episode led to some treatment but was not considered to be a clinical emergency ; category 3 , the episode was considered to be a clinical emergency ( e.g. , hemodynamic instability or intracranial bleeding with neurologic symptoms ) ; and category 4 , the episode led to death before or almost immediately after the patient presented to the hospital.13",['主要出血事件的严重性如下定义:第1类、第2类、第2类、第2类、第2类、第2类、第2类、第2类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第3类、第']
other safety outcomes included clinically relevant nonmajor bleeding ( see the Supplementary Appendix ) and overall survival during the trial period .,['其他安全结果包括临床上相关的非主要出血(参见附件)和整个试验期间的生存。']
all trial outcomes were adjudicated by an independent adjudication committee whose members were unaware of the treatment assignments .,"['所有审判结果都是由一个独立的采购委员会提交的,其成员不知道处理任务。']"
"death was adjudicated to be caused by pulmonary embolism , bleeding , cancer , or other cause .",['死亡被认为是由肺胚胎、出血、癌症或其他原因引起的。']
death was attributed to pulmonary embolism if there was no other explanation or there was autopsy or radiologic confirmation of pulmonary embolism .,"['死亡被归因于肺胚胎,如果没有其他解释,或者有肺胚胎的自闭症或放射性确认。']"
adherence to the trial regimen was estimated with the use of a pill count recorded by patients in a medication diary and was defined as high if 80 % of more of the pills were taken .,"['根据试验计划的遵守,患者在药物日记中记录的药丸数量的使用量被估计为高,如果服用了80%以上的药丸,则被定义为高。']"
we expected the event rate with placebo to be 10 % over a period of 6 months .,['我们预计在6个月内使用 placebo 的事件率将为10%。']
"in considering a normal approximation to the binomial distribution , we estimated that the inclusion of 574 patients with a Khorana score of 2 or higher would be sufficient to show this difference .","['考虑到对二元分布的正常接近,我们估计,含有2或更高的Khorana分数的574名患者将足以显示这种差异。']"
"from February 2014 through April 2018 , a total of 574 patients underwent randomization at 13 centers in Canada .","['从2014年2月到2018年4月,共有574名患者在加拿大13个中心进行了随机诊断。']"
a total of 563 patients were included in the primary efficacy and safety analyses ( Figure 1 ) .,['总共有 563 名患者被列入初级有效性和安全性分析(图1)。']
the baseline characteristics of the patients were well balanced ( Table 1 ) .,['患者的基本特征是平衡的(图1)。']
"the mean age of the patients was 61 years , and the majority of patients ( 58.2 % ) were women .","['患者的平均年龄为61岁,大多数患者(58.2%)是女性。']"
"the most common types of primary cancer were gynecologic ( 25.8 % ) , lymphoma ( 25.3 % ) , and pancreatic ( 13.6 % ) .",['最常见的初级癌症是妇科( 25.8 % )、淋巴瘤( 25.3 % )和胰腺( 13.6 % )。']
a total of 131 patients ( 22.8 % ) were using antiplatelet or nonsteroidal antiinflammatory therapy .,['总共有131名患者(22.8%)接受了抗<unk>或非类固醇抗炎治疗。']
the number of patients with solid tumors who had metastatic disease was 73 in the apixaban group and 67 in the placebo group .,"['患有甲状腺疾病的固体肿瘤患者的数量在Apixaban群体中为73人,在Placebo群体中为67人。']"
the breakdown of chemotherapy drugs according to category at trial enrollment is shown in Table S3 in the Supplementary Appendix .,['基于类别的化疗药物的分裂在试验登记表 S3 在补充附件中显示。']
"the median duration of the treatment period was 157 days ( interquartile range , 78 to 168 ) in the apixaban group and 155 days ( interquartile range , 83 to 168 ) in the placebo group .","['治疗期间的平均时间为157天(四角间范围,78至168)在阿皮克萨班群体和155天(四角间范围,83至168)在 placebo群体。']"
reasons for not continuing the trial regimen up to 180 days were balanced between the two groups ( Table S4 in the Supplementary Appendix ) .,['未延续审判程序为180天的理由在两组之间均衡(附件中的S4表)。']
"the rate of adherence to the trial regimen was high in both groups , at 83.6 % in the apixaban group and 84.1 % in the placebo group .","['在两组中,对试验制度的坚持率高,在 apixaban 群体中为 83.6% 和 placebo 群体中为 84.1%。']"
"the adjusted odds ratio for venous thromboembolism associated with the use of apixaban as compared with placebo was 0.39 ( 95 % CI , 0.20 to 0.76 ) .","['与 placebo 相比,与 apixaban 使用相关的血管血管肿瘤的调整率为 0.39 (95 % CI, 0.20 至 0.76 ) 。']"
"during the treatment period , the primary outcome occurred in 3 of 288 patients ( 1.0 % ) in the apixaban group and in 20 of 275 patients ( 7.3 % ) in the placebo group ( hazard ratio , 0.14 ; 95 % CI , 0.05 to 0.42 ) .","['在治疗期间,初始结果发生在阿皮克萨班群体的288名患者中3人(1.0%)和血糖群体的275名患者中20人(7.3%)中(风险比例,0.14;95%CI,0.05至0.42)。']"
"a total of 3 of the 15 major bleeding episodes were considered to be a clinical emergency , and no bleeding into critical organs was noted .","['在15个主要出血事件中,共有3个被认为是临床紧急情况,并且没有到关键器官出血。']"
"during the treatment period , major bleeding occurred in 6 of 288 patients ( 2.1 % ) in the apixaban group and in 3 of 275 patients ( 1.1 % ) in the placebo group ( hazard ratio , 1.89 ; 95 % CI , 0.39 to 9.24 ) .","['在治疗期间,主要出血发生在288名患者中(2.1%)在Apixaban群体中和3名患者中(1.1%)在 placebo群体中(风险比例,1.89;95% CI,0.39至9.24)。']"
adverse events were reported in 131 patients in the apixaban group and 127 patients in the placebo group ; only 1 event in the apixaban group and 2 events in the placebo group were classified as being related to the trial regimen .,['在131名Apixaban患者和127名Placebo患者中报告了副作用;只有1名Apixaban患者和2名Placebo患者被列为与试验计划相关的。']
death occurred in 35 patients ( 12.2 % ) in the apixaban group and 27 patients ( 9.8 % ) in the placebo group ( Table 2 ) .,['在阿皮克萨班群体的35名患者(12.2%)和在 placebo群体的27名患者(9.8%)死亡(图2)。']
"of the 62 deaths , 54 ( 87 % ) were related to cancer or cancer progression .","['其中62人死亡,54人(87%)与癌症或癌症进展有关。']"
all causes of death according to trial group are reported in Table S5 in the Supplementary Appendix .,['根据审查组的所有死亡原因均在附件S5表中报告。']
the AVERT trial showed that thromboprophylaxis with apixaban resulted in a significantly lower rate of venous thromboembolic complications than placebo among ambulatory patients with cancer who were starting chemotherapy and had a Khorana score of 2 or higher .,"['AVERT 研究表明,用 apixaban 的 thromboprophylaxis 导致阴道 thrombembolic 并发症的显著低率,而不是在开始化疗并获得 2 或更高的 Khorana 分数的临床癌症患者中使用 placebo。']"
"venous thromboembolism in patients with cancer who are receiving chemotherapy has a substantial effect on care , including an increase in health care expenditure and a negative effect on quality of life.17,18","['在接受化疗的癌症患者中,血管血管肿瘤会对护理产生重大影响,包括增加医疗保健支出,并对生活质量产生负面影响。']"
"coexisting conditions that are common in this context , such as thrombocytopenia and renal impairment , as well as the use of concomitant antiplatelet therapy ( in 22.8 % of our patients ) , further increase the risk of bleeding among patients with cancer.19","['在此背景下常见的共同存在条件,如血管细胞和肾衰竭,以及使用同步抗斑疗法(在22.8%的患者),进一步增加癌症患者中出血的风险。']"
"therefore , prevention of venous thromboembolic complications is important and clinically relevant .","['因此,预防血管血管肿瘤的并发症是重要的和临床相关的。']"
the 10.2 % rate of symptomatic or incidentally detected venous thromboembolism at 6 months in the placebo group is consistent with rates reported in previous studies involving patients with cancer with a Khorana score of 2 or higher.7,"['在 placebo 群体中,在 6 个月的症状或偶然检测到的阴道血管肿瘤的 10.2% 率与患有 2 或更高的 Khorana 分数的癌症患者之前的研究中报告的比例一致。']"
"our analysis of outcomes during the treatment period showed a more favorable benefit ( hazard ratio , 0.14 ; 95 % CI , 0.05 to 0.42 ) than previous studies that assessed parenteral thromboprophylaxis.20,21","['我们在治疗期间的结果分析显示了一个更有利的好处(风险比例,0.14;95% CI,0.05至0.42),而不是以前的研究评估了寄生体血管预防。']"
"this finding is consistent with the results of previous studies of direct oral anticoagulants involving patients with active cancer.22,23",['这种发现与涉及活性癌症患者的直接口服抗凝固剂的以前研究结果一致。']
we found that major bleeding occurred mainly in patients who had entered the trial with gastrointestinal or gynecologic cancer .,"['我们发现,主要出血主要发生在患有胃肠癌或妇科癌症的患者中。']"
"however , severe ( category 3 or 4 ) major bleeding episodes ( Table 2 ) were only 20 % of all major bleeding episodes , and the rate of these severe episodes was similar in the apixaban group and the placebo group .","['然而,严重(类 3 或 4 )主要出血事件(图 2 )仅占所有主要出血事件的 20%,这些严重事件的频率在 apixaban 群体和 placebo 群体中相似。']"
there were no cases of fatal bleeding or bleeding into critical organs.12,['没有致命出血或到关键器官出血的案例。']
"this probably reflects the fact that many of our patients had advanced cancer , which was the most common cause of death .","['这可能反映了许多患者患有先进的癌症,这是最常见的死亡原因。']"
"although prevention of venous thromboembolism would ideally reduce overall mortality , a different trial design and a much larger sample would be required to address this question .","['虽然预防血管血管肿瘤会理想地降低总死亡率,但需要不同的测试设计和更大的样本来解决这个问题。']"
"we had a high proportion of patients with gynecologic , lymphoma , or pancreatic tumors and very few patients with colorectal or prostate cancers .","['我们有很多患有妇科、淋巴瘤或胰腺肿瘤的患者,而且很少有患有染色体或前列腺癌的患者。']"
"however , this is expected , because these latter tumors are not recognized as posing a high risk of venous thromboembolism according to the Khorana score .","['然而,这一点是预期的,因为这些后代肿瘤不被认为是基于Khorana分数的血管血管肿瘤的风险高。']"
"each participating center in Canada provides comprehensive cancer care in their respective region , and patients with all tumor types were assessed for eligibility and enrollment , so we believe that our results are generalizable to a broad spectrum of patients with cancer who received different types of cancer treatment .","['加拿大每个参与中心在各自地区提供全面的癌症护理,所有肿瘤类型的患者都被评估为合格和注册,因此我们相信我们的结果可以将广泛的癌症患者接受不同类型的癌症治疗。']"
"however , owing to the sample size , we have limited ability to make definitive conclusions about outcomes associated with individual tumor types or individual chemotherapy regimens .","['然而,由于样品大小,我们有有限的能力做出关于与单个肿瘤类型或单个化疗模式相关的结果的最终结论。']"
"finally , only 5.9 % of patients had renal dysfunction as defined by a creatinine clearance of 50 ml or less per minute , so our results may be less applicable to patients with renal dysfunction , who are known to have a higher risk of bleeding than patients with normal renal function .","['最后,只有 5.9% 的患者患有肾功能障碍,根据每分钟 50 毫升或更少的克里亚丁清洁剂定义,因此我们的结果可能不适用于患有肾功能障碍的患者,这些患者的出血风险高于患有正常肾功能的患者。']"
"the primary objective was to show the noninferiority of plazomicin to meropenem in the treatment of complicated UTIs , including acute pyelonephritis , with a noninferiority margin of 15 percentage points .","['其主要目标是表明,在治疗复杂的甲状腺炎中,包括急性皮埃洛内弗里特(pyelonephritis)的治疗中,血浆素至梅罗佩内姆的非低点,非低点为15个百分点。']"
plazomicin was noninferior to meropenem with respect to the primary efficacy end points .,['普拉佐米辛在初级有效性终点上不低于梅罗佩内姆。']
increases in serum creatinine levels of 0.5 mg or more per deciliter ( ≥ 40 μmol per liter ) above baseline occurred in 7.0 % of patients in the plazomicin group and in 4.0 % in the meropenem group .,['血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血']
"urinary tract infections ( UTIs ) are common bacterial infections that are associated with substantial morbidity , mortality , and economic burden.1","['尿道感染(UTI)是常见的细菌感染,与严重的病率、死亡率和经济负担有关。']"
"complicated UTIs are UTIs in patients who have underlying conditions , such as anatomical abnormalities , or risk factors , such as indwelling urinary catheters .","['复杂的 UTI 是 UTI 在患有基本条件的患者,如解剖学异常,或风险因素,如注入尿液催化剂。']"
"in the period from 2006 through 2009 , a total of 10.8 million patients presented to U.S. emergency departments with a primary diagnosis of UTI .","['在2006年至2009年期间,总共有1080万患者向美国紧急部门提出初级诊断。']"
"of these , 17 % were admitted for further disease management , and 14 % had pyelonephritis.5","['其中,17%被允许进一步治疗疾病,14%患有皮埃洛内弗里特。']"
"Enterobacteriaceae are the most common causes of complicated UTIs , and multidrug resistance within this family is a global concern.6","['Enterobacteriaceae 是复杂的 UTI 的最常见原因,在这个家庭中,多药抵抗是全球性的担忧。']"
"they also have longer hospital stays , incur higher hospital costs , and have a higher risk of septic shock and death.7,8","['他们也有更长的医院住宿,造成更高的医院费用,并有更高的种子冲击和死亡风险。']"
"the previous mainstays of empirical therapy for complicated UTIs , such as fluoroquinolones and cephalosporins , are not widely recommended because of concerns about resistance.3","['以前的实验疗法对复杂的UTI,如氟化物素和塞法洛斯波林,由于对抵抗性担忧,不广泛推荐。']"
"the incidence of multidrug resistance has continued to increase - and now includes carbapenem resistance ; therefore , alternative treatment options are needed.10,11","['多药抵抗的发病率一直在增加 - 现在包括 carbapenem 抵抗;因此,需要替代治疗选项。']"
"amikacin , gentamicin , and tobramycin had reduced activity against these isolates , with only 59.7 % of these isolates susceptible to amikacin , 49.4 % to gentamicin , and 0 % to tobramycin.13","['amikacin、gentamicin 和 tobramycin 對這些隔離物的活性減少,只有 59.7% 的這些隔離物對 amikacin 敏感, 49.4% 對 gentamicin 敏感, 0% 對 tobramycin 敏感。']"
"the current trial assessed the efficacy and safety of plazomicin as compared with meropenem in patients with complicated UTIs , including acute pyelonephritis .","['目前的研究评估了与MEROPENEM相比的Plazomicin的有效性和安全性,包括急性皮埃洛尼弗里特等患有复杂的UTI的患者。']"
"the primary objective of the trial was to show the noninferiority of plazomicin to meropenem in the treatment of complicated urinary tract infections , including acute pyelonephritis .","['该研究的主要目标是表明,在治疗复杂的尿道感染中,包括急性皮埃洛内弗里特(pyelonephritis)中,血浆素对梅罗佩内姆的无低性。']"
patients were enrolled at 68 sites in North America and Europe .,['病人在北美和欧洲的68个地点注册。']
"the institutional review board or ethics committee at each site approved the final protocol , and all patients or their representatives provided written informed consent .","['各站的机构审查委员会或伦理委员会批准了最终议定书,并向所有患者或其代表提供了书面通知的同意。']"
an independent data and safety monitoring committee reviewed interim trial data .,['一个独立的数据和安全监测委员会审查了临时审查数据。']
"full details of the trial design are provided in the protocol and statistical analysis plan , available with the full text of this article at NEJM.org .","['测试设计的完整细节在议定书和统计分析计划中提供,可在NEJM.org上找到本文的完整文本。']"
the trial was designed by Achaogen and the first author .,['论文由Achaogen和第一位作家设计。']
data were collected by Achaogen and analyzed in collaboration with three of the academic authors .,['数据由Achaogen收集并与三名学术作家合作分析。']
a data confidentiality agreement was in place between Achaogen and the investigators .,['Achaogen和调查人员之间建立了数据隐私协议。']
all the authors vouch for the accuracy and completeness of the data and for the fidelity of the trial to the protocol .,"['所有作者都保证数据的准确性和完整性,以及审判对议定书的忠诚性。']"
"the first draft of the manuscript was written by a medical writer from a contract research organization who was paid by Achaogen , and all the authors contributed to subsequent drafts , provided final approval of the manuscript , and made the decision to submit the manuscript for publication .","['手稿的第一个草案是由一个合同研究组织的医学作家写的,由Achaogen支付,所有作家都为随后的草案做出了贡献,最终批准了手稿,并决定提交手稿出版。']"
eligibility CRITERIA,['合格性标准']
"eligible patients were 18 years of age or older and had a creatinine clearance of more than 30 ml per minute , pyuria , and clinical symptoms of a complicated UTI or acute pyelonephritis that would require at least 4 days of intravenous therapy with an antibiotic agent .","['有资格的患者年龄为18岁或以上,每分钟有30毫升以上的克里亚丁清洁剂,皮尤里亚,并患有复杂的UTI或急性皮埃洛内弗里特的临床症状,这将需要至少4天的抗生素内治疗。']"
"acute pyelonephritis was indicated by at least two of the following symptoms : chills , rigors , or fever ; flank pain ; tenderness in the costovertebral angle ; and nausea or vomiting .",['急性皮埃隆<unk>炎被指示至少有两个以下症状:发烧、紧张或发烧、阴道疼痛、阴道角的软弱、恶心或呕吐。']
"details of eligibility criteria are provided in Table S1 in the Supplementary Appendix , available at NEJM.org .","['适当性标准的详细信息在附件中的表 S1 中提供,可在NEJM.org上找到。']"
patients were randomly assigned in a 1 : 1 ratio to receive plazomicin or meropenem .,"['病人随机分配在1:1的比例,接收 plasomicin 或 meropenem。']"
randomization was performed by the site pharmacist or designated staff member according to a prespecified randomization schedule .,['随机化是由现场药剂师或指定的员工根据预定随机化时间表进行的。']
