English,Chinese
distant metastasis staging was completed with CT examination of the chest and abdomen and with skeletal scintigraphy .,使用胸部和腹部的CT检查以及骨骼核素扫描完成了远程转移分期。
a computer program was used to generate the assignment list .,"一个计算机程序被用来生成任务列表。

Chinese:

一个计算机程序被用来生成作业列表。"
treatment group assignment was not masked .,"The treatment group assignment was not masked.

Chinese:

治疗组的分配并未隐蔽。"
"cisplatin that was concurrent with radiotherapy was then administered intravenously at a dose of 100 mg per square meter every 3 weeks on days 1 , 22 , and 43 .","cisplatin that was concurrent with radiotherapy was then administered intravenously at a dose of 100 mg per square meter every 3 weeks on days 1, 22, and 43.

Chinese:

放射治疗同时进行的顺铂被经静脉注射，剂量为每平方米100毫克，每3周1天，22天和43天注射一次。"
details of the chemotherapy dose modifications and supportive measures are provided in the Supplementary Appendix .,"The details of the chemotherapy dose modifications and supportive measures are provided in the Supplementary Appendix.

Chinese:

化疗剂量调整和支持措施的详细信息可以在附录中找到。"
"the guidelines regarding radiotherapy3,17 are provided in the Supplementary Appendix .","放射疗程序的指南3,17可以在附录中找到。"
it was recommended that patients in the induction chemotherapy group commence chemoradiotherapy within 21 to 28 days after the first day of the last cycle of induction chemotherapy .,建议低剂量化疗组的患者在最后一个疗程的第一天后的21至28天内开始化疗辐射治疗。
tumors were assessed with the use of flexible nasopharyngoscopy and MRI of the nasopharyngeal and neck areas at 1 week after the completion of induction chemotherapy and 16 weeks after chemoradiotherapy .,"Tumors were assessed with the use of flexible nasopharyngoscopy and MRI of the nasopharyngeal and neck areas at 1 week after the completion of induction chemotherapy and 16 weeks after chemoradiotherapy.

Chinese:

肿瘤在化疗后1周和放疗后16周分别使用灵活鼻咽镜和MRI来评估鼻咽部和颈部的情况。"
"we used the Common Terminology Criteria for Adverse Events , version 4.0 , to grade acute toxic effects during treatment , and late toxic effects that were associated with radiotherapy were graded according to the Late Radiation Morbidity Scoring Scheme of the Radiation Therapy Oncology Group.18",我们使用了并发症术语标准(Common Terminology Criteria for Adverse Events)的4.0版来评估治疗期间的急性毒性作用，而与放疗相关的迟发毒性作用则根据辐射治疗肿瘤学会(Radiation Therapy Oncology Group)的迟发辐射损害评分方案进行评分。
all end points were assessed or confirmed by the physician in charge .,所有的终点都是由主治医生评估或确认的。
this yielded a final sample size of 476 ( 238 patients per group ) .19,这产生了一个最终的样本大小为476（每组238个病人）。
the safety population comprised patients who started treatment in each group .,该安全性研究人群包括每组患者的治疗开始者。
"for each chemotherapy drug , we calculated the relative dose intensity as the total dose actually received during treatment , divided by the dose defined by the protocol .",对于每一种化疗药物，我们计算相对剂量强度，其定义为实际接受治疗时总剂量除以治疗方案中确定的剂量。
an independent data monitoring committee monitored the trial and made decisions regarding possible early trial stoppage .,一个独立的数据监测委员会监督审判并就可能的早期审判终止做出决定。
"an interim analysis was performed on October 30 , 2016 , when the trial reached approximately half the expected number of disease recurrences or deaths ( i.e. , 38 events ) .",在2016年10月30日，当试验达到预期的疾病复发或死亡数（即38个事件）时，进行了中期分析。
the data monitoring committee reviewed the analyses and approved the continuation of the trial .,数据监控委员会审查了分析并批准了试验的继续进行。
"the database was locked on April 15 , 2019 , and here we report the survival and toxicity analyses .",数据库于2019年4月15日被锁定，本文将报告生存和毒性分析结果。
"analyses were conducted with the use of SPSS software , version 22.0 ( IBM ) , and Stata software , version 14.2 ( StataCorp ) .",使用SPSS软件（版本22.0，IBM）和Stata软件（版本14.2，StataCorp）进行了分析。
"from December 2013 through September 2016 , we enrolled 480 patients across 12 sites .",从2013年12月至2016年9月，我们在12个地点招收了480位患者。
the characteristics of the patients at baseline were well balanced between the two groups ( Table 1 ) .,表1中两组患者在基线时的特征非常平衡。
"a total of 3 patients withdrew from the trial before the initiation of trial treatment ( 1 patient received chemoradiotherapy alone , and 2 received different induction chemotherapy plus chemoradiotherapy ) .",总共有3位病人在开始试验治疗前退出了试验（1位病人仅接受化疗辐射治疗，2位病人接受了不同的诱导性化疗加上化疗辐射治疗）。
"a total of 231 of the 239 patients ( 96.7 % ) completed three cycles of induction chemotherapy ; 8 patients ( 3.3 % ) did not complete all three cycles of induction chemotherapy ( 3 patients received two cycles and 5 received one cycle ; the reasons included a case of the patient declining the treatment , a case of disease progression , and discontinuation due to adverse events in the remaining six cases ) ( Table S2 in the Supplementary Appendix ) .","231 out of 239 patients (96.7%) completed three cycles of induction chemotherapy; 8 patients (3.3%) did not complete all three cycles of induction chemotherapy (3 patients received two cycles and 5 received one cycle; the reasons included a case of the patient declining the treatment, a case of disease progression, and discontinuation due to adverse events in the remaining six cases) (Table S2 in the Supplementary Appendix).

Chinese:

231位病人中有239位完成了三个疗程的诱导化疗，另外8位病人（3.3%）没有完成三个疗程（其中3位病人完成了两个疗程，另外5位病人完成了一个疗程；原因包括一例因病人拒绝接受治疗、一例因疾病进展、另外6例因不良事件而中断治疗）（表S2在附件中）。"
"a total of 31 of the 239 patients ( 13.0 % ) had dose reductions of gemcitabine or cisplatin , mainly because of hematologic toxic effects ( in 21 patients ) .",总共31名239名患者(13.0%)需要降低gemcitabine或cisplatin的剂量，主要是因为血液毒性作用(21名患者)。
"overall , the median relative dose intensity was 100 % ( interquartile range , 100 to 100 ) for gemcitabine and 100 % ( interquartile range , 100 to 100 ) for cisplatin .",总体而言，革兰珠单抗的相对剂量强度中位数为100％（四分位距为100至100），铂类药物的相对剂量强度中位数为100％（四分位距为100至100）。
"in the induction chemotherapy group , 234 of 239 patients ( 97.9 % ) received concurrent chemoradiotherapy after induction chemotherapy , and 5 patients ( 2.1 % ) did not ( Figure 1 ) .",在诱导化疗组中，239名患者中有234名（97.9%）在诱导化疗后接受了联合化疗放疗，5名患者（2.1%）没有（见图1）。
"a total of 93 patients ( 38.9 % ) completed three cycles of concurrent cisplatin , 127 ( 53.1 % ) received two cycles , and 14 ( 5.9 % ) received one cycle .",总共93名病人（38.9%）完成了三个周期的同步顺铂治疗，127名（53.1%）病人接受了两个周期的治疗，14名（5.9%）病人接受了一个周期的治疗。
"a total of 177 of 237 patients ( 74.7 % ) completed three cycles of concurrent cisplatin , 56 ( 23.6 % ) received two cycles , and 4 ( 1.7 % ) received one cycle .",总计237个病人中，177个（74.7%）完成了3个周期的同时使用顺铂，56个（23.6%）接受了2个周期，4个（1.7%）接受了1个周期。
"the median cumulative dose of cisplatin was 440 mg per square meter ( interquartile range , 440 to 540 ) in the induction chemotherapy group ; only 63 of 239 patients ( 26.4 % ) received the full cumulative dose of 540 mg per square meter .",中位累计剂量为440毫克/平方米（四分位距为440至540毫克/平方米），诱导化疗组仅有63例/239例患者（26.4%）接受了540毫克/平方米的累计剂量。
"the median time from the start of the last induction chemotherapy cycle to the commencement of chemoradiotherapy was 25 days ( interquartile range , 22 to 28 ) .",中位数从上一个诱导化疗周期开始到化疗放疗开始的时间为25天（四分位距，22至28）。
the time to the completion of radiotherapy and the radiotherapy doses received were similar in the two groups ( Table S3 in the Supplementary Appendix ) .,两组放疗完成时间和放疗剂量相似（表 S3 附件）。
"overall , 94.6 % of the patients ( 226 of 239 ) had a response after induction chemotherapy before the start of chemoradiotherapy ; 24 patients ( 10.0 % ) had a complete response , and 202 ( 84.5 % ) had a partial response .",总体而言，94.6％的病人（239个中的226个）在开始放疗前，在诱导化疗中有了反应；24例病人（10.0％）完全康复，202例（84.5％）部分康复。
details regarding the patterns of relapse and subsequent therapies after relapse are provided in Tables S5 and S6 in the Supplementary Appendix .,详细信息有关复发模式和复发后随后的治疗方案可在补充附录的S5和S6表中找到。
details regarding the cause of death are provided in Table S5 in the Supplementary Appendix .,详细死因信息可在补充附件中的表S5中找到。
"during induction chemotherapy , 93 of 239 patients ( 38.9 % ) had acute adverse events of grade 3 or 4 ( Table S4 in the Supplementary Appendix ) .",在诱导性化疗期间，239名患者中有93人（38.9%）出现了3级或4级的急性不良事件（见表S4）。
"the majority of patients had unfavorable prognostic features of N2 or N3 disease or bulky primary tumors ( T3 or T4 ) , all of which are surrogates for occult metastasis.23",大多数病人具有不利的预后特征，如N2或N3疾病或体积较大的原发肿瘤（T3或T4），这些都是隐匿转移的代理因素。23
this clinical advantage was evident when the outcomes of the two treatment groups were analyzed in patients who completed the planned course of treatment ( three cycles of chemotherapy plus two or three cycles of concurrent cisplatin and radiotherapy vs. three cycles of concurrent cisplatin and radiotherapy alone ) ( see the Supplementary Appendix ) .,这种临床优势在完成了计划治疗（三个化疗周期加上两到三个同步顺势铂和放疗周期，对比单独三个同步顺势铂和放疗周期）的患者中得到体现（见补充附件）。
it remains unclear whether these regimens differ significantly with regard to efficacy or toxicity .,目前尚不清楚这些方案在疗效或副作用方面存在显著差异。
"we noted a higher overall incidence of acute adverse events among patients treated with induction chemotherapy than among those treated with chemoradiotherapy alone ; in particular , the incidence of severe neutropenia , thrombocytopenia , anemia , nausea , and vomiting was higher in the induction chemotherapy group .",我们注意到，在接受诱导化疗的患者中，总体发生急性不良事件的发病率高于接受化疗辐射治疗的患者；特别是，诱导化疗组中严重的中性粒细胞减少、血小板减少、贫血、恶心和呕吐的发病率更高。
"the incidence of acute grade 1 or 2 nephrotoxic effects was also greater with the higher cumulative dose of cisplatin in the induction chemotherapy group , although the frequencies of late nephrotoxic effects and ototoxic effects were similar in the treatment groups , with the exception of grade 1 or 2 peripheral neuropathy .",在诱导化疗组中，急性1级或2级肾毒性作用的发生率也随着顺铂累积剂量的增加而增加，尽管治疗组间晚期肾毒性作用和耳聋作用的频率相似，但外周神经病变的1级或2级患病率例外。
"in our previous chemotherapy trial ( which investigated docetaxel plus cisplatin plus fluorouracil ) , 7 a high incidence of grade 3 or 4 acute adverse events such as neutropenia ( 35.5 % ) , leukopenia ( 27.2 % ) , and diarrhea ( 8.0 % ) was observed despite the modified doses ( a 20 % reduction of each drug as compared with the other trials26,27 ) ; in that trial , four patients ( 2 % ) had leukopenic fever , and one patient died from neutropenic sepsis ( Table S7 in the Supplementary Appendix ) .",在我们之前的化疗试验（调查了多西他赛加铂加氟尿嘧啶）中，尽管药物剂量有所降低（每种药物与其他试验相比降低了20%），但仍然观察到较高比例的急性不良事件，例如中性粒细胞减少（35.5%）、白细胞减少（27.2%）和腹泻（8.0%）；在那个试验中，有4名患者（2%）患有白细胞减少性发热，1名患者死于中性粒细胞减少性败血症。
"a quarter of patients responded to the oral agent selinexor , an inhibitor of the nuclear export protein exportin 1 .",1/4的病人对口服药物selinexor有反应，selinexor是一种抑制核蛋白输出蛋白1的抑制剂。
"the overall response rate ( ≥ 50 % decrease in myeloma paraprotein level ; the primary endpoint ) was 26 % , with 2 patients achieving complete remission ; an additional 13 % achieved minimal response .",总体反应率（主要终点，即骨髓间质瘤蛋白水平降低50%以上）为26%，其中2例患者达到完全缓解；另外13%的患者达到了微小缓解。
"grade 3 or 4 adverse events included thrombocytopenia , anemia , hyponatremia , and neutropenia .","grade 3 or 4 adverse events included thrombocytopenia, anemia, hyponatremia, and neutropenia.

Chinese:

3级或4级不良事件包括血小板减少症、贫血、低钠血症和中性粒细胞减少症。"
"most participants ( 89 % ) had no history of CV disease , but half had known hypertension .",大多数参与者（89％）没有心血管疾病的病史，但有一半人已经知道自己有高血压。
only one third of participants had been taking any CV drug .,只有三分之一的参与者服用过任何心血管药物。
"the difference was driven largely by fewer coronary events ( and not strokes , heart failure , or sudden deaths ) .",这主要是由于心脏病事件减少（而不是中风、心力衰竭或猝死）。
overall mortality ( 5.9 % and 6.5 % ; P = 0.43 ) and side effects were similar in the two groups .,"总体死亡率（5.9%和6.5%；P=0.43）和副作用在两组间相似。

Chinese:
总体死亡率（5.9%和6.5%；P=0.43）和副作用在两组间相似。"
"these results support the polypill concept , but the study has limitations .",这些结果支持多药片概念，但研究有局限性。
"for example , nearly 14,000 people were randomized originally , but half of them subsequently were excluded for various reasons - some of which could have biased the results .",例如，最初有近14000人参与随机，但后来有一半人因各种原因被排除在外 - 有些原因可能会对结果产生偏差。
"in a commentary in the New York Times on Aug 22 , 2019 , a reporter interviewed several experts who favor the polypill and others who were skeptical .","在《纽约时报》8月22日的一篇评论中，一名记者采访了几位支持多药片的专家和其他对此持怀疑态度的专家。

Chinese:

在《纽约时报》8月22日的一篇评论中，一名记者采访了几位支持多药片的专家和其他对此持怀疑态度的专家。"
left ventricular ejection fraction ( LVEF ) is a commonly used prognostic indicator of cardiovascular disease risk and outcomes .,左室射血分数（LVEF）是常用的衡量心脏病风险和预后的指标。
"the primary analysis was performed on 403,977 echocardiograms from 1998 to 2018 in 203,135 unique patients in a U.S. regional health system ( mean age , 64 ; 52 % men ) .","在美国一个地区性医疗系统，对1998年至2018年间403,977张超声心动图进行了初步分析，其中包括203,135名独立患者（平均年龄为64岁；52％为男性）。"
"indications for echocardiograms varied widely , with the top five being chest pain , dyspnea / fatigue , coronary artery disease , aortic valve disease , and heart failure .",心脏超声波检查的指征非常不一，最常见的五种检查项目分别是胸痛、呼吸困难/疲劳、冠心病、主动脉瓣疾病和心力衰竭。
the adjusted hazard ratio for mortality was 1.71 when the LVEF ≥ 70 % and 1.73 with LVEFs in the 35 % -40 % range .,调整后的死亡风险比在LVEF≥70%时为1.71，在LVEF为35%～40%时为1.73。
"clinicians emphasize LVEF , despite its imprecision , in treatment decisions .",尽管其不准确性，临床医生仍然强调心脏功能减退率（LVEF）在治疗决策中的作用。
this study had clear confounders that could not be fully adjusted for .,这项研究有明显的纰漏因素无法完全调整。
"as an example , the structured fields in the database for indications for the echocardiogram could fail to capture the complete clinical picture of the patient undergoing the test .",结构化的数据库字段，比如心脏超声的检查项目，有时无法完全反映出检查对象的临床病情。
"Hyperdynamic LV function ( LVEF , ≥ 70 % ) is likely associated with other clinical comorbidities that confer increased risk ( e.g. , liver failure ) but were not fully accounted for in the study .",超动力心肌功能（LVEF，≥70%）可能与其他临床并发症相关联，这些并发症会增加风险（例如肝功能衰竭），但在研究中并没有充分考虑到这些因素。
"in a large observational study , statin discontinuers were vulnerable to later cardiovascular hospitalizations .",在一项大型观察性研究中，起始服用他汀类药物后后来再次患有心血管疾病住院的患者显得脆弱。
there remains uncertainty as to whether people who reach a certain age can discontinue a statin without facing additional risks .,目前尚不清楚到达一定年龄的人是否可以在不面临额外风险的情况下停止使用他克莫司。
the little existing trial evidence has suggested a benefit from statins into older age .,少量现有的试验证据表明，在老年使用他汀类药物可能有益。
"the 120,173 participants had no history of cardiovascular disease and had filled prescriptions for statins for 2 years ( medication possession ratio , ≥ 80 % ) .","这120,173名参与者没有心血管疾病的病史，并在过去2年中获得了达到80%以上的药物处方。"
statin discontinuation was defined as 3 consecutive months without medication .,停用药物定义为3个月内连续无药物使用。
a total of 3243 people died .,总共有3243人死亡。
the statin discontinuation rate was 14.3 % .,终止服用降低了14.3%。
"factors associated with statin discontinuation were hospital admission , admission to a skilled nursing facility , metastatic solid tumor , and initiation of enteral or oral feeding .",相关因素导致他汀类药物停止使用的是住院、入住护理机构、弥漫性实体肿瘤和口服或经口饲喂的启动。
"a question remains as to whether statin withdrawal was a marker of higher risk ; ideally , a trial will resolve that .","一个问题仍然存在，那就是撤销他汀类药物是否意味着更高的风险；理想情况下，一项试验将解决这个问题。

Chinese:

仍有一个问题是，撤销他汀类药物是否意味着更高的风险；理想情况下，一个试验将解决这个问题。"
studies suggest that fluoride exposure during brain development might negatively affect neurocognitive outcomes in children .,研究表明，在大脑发育过程中暴露于氟化物可能会对儿童的神经认知能力产生负面影响。
"analyses included multiple covariates , such as maternal education , household income , parity , and exposure to other chemicals , as well as child gestational age , birth weight , and sex .",分析包括多个协变量，如母亲的教育水平、家庭收入、生育次数和接触其他化学物质的情况，以及婴儿的妊娠年龄、出生体重和性别。
"but methodologies are improving in this area , making these findings potentially concerning , particularly at the population level .",但是在这个领域的方法正在改进，这些发现可能令人担忧，特别是在人口水平上。
"clinicians should be prepared to discuss the possible positive and negative effects of fluoride exposure , since parents may ask whether they should avoid giving fluoridated water to their young children or drinking it during pregnancy .","医师应准备好讨论氟暴露的可能负面和正面影响，因为家长可能会问是否应该避免让幼儿饮用含氟水或在怀孕期间饮用含氟水。

Chinese:

医师应准备好讨论氟暴露的可能负面和正面影响，因为家长可能会问是否应该避免让幼儿饮用含氟水或在怀孕期间饮用含氟水。"
"because prenatal fluoride is not believed to benefit the fetus , it is reasonable to recommend that women reduce fluoride intake during pregnancy .",因为预防浓度的氟化物不被认为有益于胎儿，所以建议妇女在怀孕期间减少氟摄入量是合理的。
diagnoses of chronic obstructive pulmonary disease were incorrect in about 62 % of cases .,约62%的慢性阻塞性肺病的诊断是错误的。
"previously , it showed that as many as 81 % of COPD cases worldwide are undiagnosed ( Chest 2015 ; 148 : 971 ) .",之前，据显示全世界有多达81%的COPD病例仍未被诊断出来（Chest 2015; 148: 971）。
"now , researchers have examined the rate of COPD overdiagnosis .",现在，研究人员已经研究了COPD过度诊断的率。
performing spirometry before and after administration of a bronchodilator is essential before making a diagnosis .,在给病人用肺活素前后进行肺功能测试是诊断的重要环节。
patients with lower levels might not need 5 days of oral steroids for chronic obstructive pulmonary disease exacerbations .,Patients with lower levels of severity might not need 5 days of oral steroids for chronic obstructive pulmonary disease exacerbations.
GOLD guidelines recommend use of prednisone ( 40 mg daily ) for 5 days for acute exacerbations of chronic obstructive pulmonary disease ( COPD ; NEJM JW Gen Med Jun 15 2017 and Am J Respir Crit Care Med 2017 ; 195 : 557 ) .,GOLD guidelines recommend the use of prednisone (40 mg daily) for 5 days for acute exacerbations of chronic obstructive pulmonary disease (COPD; NEJM JW Gen Med Jun 15 2017 and Am J Respir Crit Care Med 2017; 195: 557).
"all patients received 80 mg of methylprednisolone on day 1 , followed by either 37.5 mg of prednisolone daily for 4 days or prednisolone just on the days when peripheral eosinophil count was ≥ 300 cell / mL .",所有病人在第1天服用80毫克的美泼得林，随后每天服用37.5毫克的泼尼松，共4天，或者只在外周血清中Eosinophil计数≥300细胞/毫升时泼尼松。
this study raises questions about whether all patients with COPD exacerbations need a full 5 days of systemic corticosteroids .,这项研究引起了人们对是否所有COPD加重病例都需要5天的全身糖皮质激素治疗的疑问。
the slight excess of COPD readmissions and the cumbersome regimen of changing treatment daily based on eosinophil counts does not make this an attractive approach as yet .,目前，由于COPD复诊略微增加和治疗方案每天都要根据髓鞘细胞计数来改变，这并不是一个有吸引力的方法。
a larger trial in which therapy was based on a single eosinophil count at presentation would be welcome .,希望有更大规模的试验来评估基于初诊时的单核细胞计数的治疗方案。
data do not support routine use of vitamin E in this population .,数据不支持在这个人群中常规使用维生素E。
"vitamin E has shown some benefit for treating nonalcoholic steatohepatitis ( NASH ) in patients without type 2 diabetes mellitus ( T2DM ) , but there are few data from patients with T2DM .",维生素E对于没有2型糖尿病的非酒精性脂肪肝病（NASH）患者有一些好处，但是对于2型糖尿病患者的数据很少。
"patients were randomized in a 1 : 1 : 1 fashion to receive vitamin E 400 IU twice daily , vitamin E plus pioglitazone ( starting at 30 mg daily and titrated to 45 mg daily ) , or placebo for 18 months .",病人随机分配每天口服两次维生素E400 IU、维生素E加吡格列醇（从每天30毫克开始，并调整到每天45毫克）或安慰剂，每种方案持续18个月。
the primary endpoint was reduction in the nonalcoholic fatty liver disease activity score of ≥ 2 points without worsening of fibrosis .,主要终点是除去酒精肝脏疾病活动分数至少2分而不恶化纤维化。
baseline characteristics were similar between groups .,群组之间的基线特征相似。
several patients discontinued treatment in each group .,"在每组中有几名患者停止了治疗。

Chinese:

在每组中有几名病人停止了治疗。"
the primary endpoint was achieved at a significantly higher rate with combination therapy compared with placebo ( 54 % vs. 19 % ) but not with vitamin E alone compared with placebo ( 31 % vs. 19 % ; P = 0.26 ) .,组合治疗的主要终点比安慰剂显著更高（54％ vs. 19％），但单独使用维生素E与安慰剂相比并不显著（31％ vs. 19％; P = 0.26）。
no significant improvement in fibrosis was seen in either treatment group .,"no significant improvement in fibrosis was seen in either treatment group .

Chinese:

在两组治疗中，都没有看到显著改善纤维化的情况。"
the safety of CRISPR ( clustered regularly interspaced short palindromic repeats ) -based genome editing in the context of human gene therapy is largely unknown .,CRISPR-based genome editing是在人类基因治疗中安全性大部分是未知的。
"at diagnosis , the HIV viral load was 8.5 × 106 copies per milliliter , and the CD4 + cell count was 528 × 106 per liter .",在诊断时，HIV病毒载量为8.5×106复制片/毫升，CD4+细胞计数为528×106/升。
"the patient received six courses of standard chemotherapy for acute lymphoblastic leukemia ( see the Methods : chemotherapeutic Regimens section in the Supplementary Appendix , available with the full text of this article at NEJM.org ) , which led to morphologic complete remission .",这名病人接受了六疗程的标准化疗方案，从而达到了形态学完全缓解。
"the patient had an undetectable plasma HIV RNA level and had lymphopenia ( CD4 + cell count , 201.31 × 106 per liter ) .",这名病人血液中的HIV RNA水平无法检测到，并且患有淋巴细胞减少症（CD4 + 细胞计数为201.31×10 ^ 6 /升）。
written informed consent was provided by the patient .,病人已经知情同意书。
no commercial sponsor was involved .,没有商业赞助者参与其中。
all experiments were performed in accordance with the protocol ( available at NEJM.org ) .,所有实验均按照程序进行（可在NEJM.org上获得）。
the study was designed by the last three authors .,最后三位作者设计了这项研究。
"the manuscript was written and revised by the first , third , and last two authors and was approved by all the authors .",这份手稿是由第一、第三作者以及最后两位作者撰写和修订的，并得到所有作者的批准。
the authors performed the data analysis and vouch for the completeness and accuracy of the data and for the adherence of the study to the protocol .,作者对数据进行了分析，并确保数据的完整性和准确性，并确保研究符合协议。
gene EDITING AND PREINFUSION CELL PREPARATION,"基因编辑和预注射细胞制备

Chinese:

基因编辑和预注射细胞制备"
"the sorted population was 95 % CD34 + cells , equivalent to 71.2 % of the total CD34 + cells ( Table S1 in the Supplementary Appendix ) .",经过排序的细胞中，95%是CD34+细胞，相当于总CD34+细胞的71.2%（表S1在附件中）。
recipient ENGRAFTMENT AND ACUTE LYMPHOBLASTIC LEUKEMIA ASSAY,Recipient engraftment and acute lymphoblastic leukemia assay
"neutrophil and platelet engraftment occurred on days 13 and 27 , respectively , after transplantation ( see the Methods : allogeneic Transplantation section in the Supplementary Appendix ) .","neutrophil and platelet engraftment occurred on days 13 and 27 , respectively , after transplantation ( see the Methods : allogeneic Transplantation section in the Supplementary Appendix ) .

Chinese:

中性粒细胞和血小板移植发生在移植后的13天和27天，分别，见方法：在补充附录中的全细胞移植部分。"
"although the platelet count transiently decreased at month 3 , the count spontaneously recovered and stabilized in a normal range ( Figure 1A ) .",尽管在3个月的时间里，血小板数量短暂的下降了，但是数量很快地就恢复了正常水平（图1A）。
"full donor chimerism was achieved at week 4 after transplantation and persisted through the most recent time point , 19 months after transplantation .",完全的捐赠者嵌合体在移植后4周就达到了，并且在最近的19个月时间点上一直保持了。
CCR5 GENE EDITING,CCR5基因编辑
the representative types of CCR5 gene mutation are shown in Figure S1 in the Supplementary Appendix .,"CCR5 gene mutations have many different types, as shown in Figure S1 of the Supplementary Appendix."
safety ANALYSIS,安全性分析
"the patient presented with predictable side effects after preconditioning , including anemia ( hemoglobin level , 79 g per liter at day 22 ) , neutropenia ( undetectable neutrophils at day 0 ) , and thrombocytopenia ( platelet count , 12 × 109 per liter at day 6 ) .",病人在预处理后出现预期的副作用，包括贫血（第22天血红蛋白水平为79 g /升）、中性粒细胞减少（第0天无法检测到中性粒细胞）和血小板减少（第6天血小板计数为12×10^9/升）。
no acute immune response was observed after the infusion of donor cells .,No acute immune response was observed after the infusion of donor cells.
"febrile neutropenia ( grade 3 ) and bacteremia ( Staphylococcus epidermidis ; grade 3 ) developed in the first 2 weeks , which resolved with the use of standard antibiotic therapy .",发热性中性粒细胞减少症（3级）和血液细菌感染（溃疡性链球菌；3级）在头两周发展，使用标准抗生素治疗后得以缓解。
all these events resolved .,所有这些事件都已解决。
no adverse events that were related to CCR5 gene editing were noted ( Table S2 in the Supplementary Appendix ) .,没有发现与CCR5基因编辑有关的不良事件（表S2见补充附件）。
"the serum viral load increased to 3 × 107 copies per milliliter at week 4 during the interruption of antiretroviral therapy , and the drugs were then resumed ( Figure 2A ) .",在中断抗病毒治疗的第四周，血清病毒载量增加到了每毫升3×107个副本，然后药物被恢复使用（图2A）。
the viral load gradually decreased to an undetectable level during the following months .,随着时间的推移，病毒载荷逐渐降至不可测水平。
"during the interruption of antiretroviral therapy , the peripheral CD4 + cell count decreased from 575 × 106 per liter to 250 × 106 per liter , and the same trend was observed in the ratio of CD4 + cells to CD8 + cells .",在抗逆转录病毒治疗中断期间，外周CD4+细胞数量从575×106/升下降到250×106/升，CD4+细胞与CD8+细胞之比也呈现出相同的趋势。
"in addition , the level of CCR5 disruption in peripheral CD4 + cells before the interruption was 2.96 % .",此外，在中断之前外周CD4+细胞中CCR5破坏的水平为2.96%。
"the level of CCR5 disruption in CD4 + cells peaked ( 4.39 % ) during the interruption , at a level that was 1.6 times as great as the mean level , and was accompanied by a decrease in the CD4 + cell count ( 360 × 106 per liter ) .",CCR5的破坏在CD4+细胞中达到了峰值（4.39%），是平均水平的1.6倍，伴随着CD4+细胞数量的下降（360 x 106 /升）。
their quick rebound after the interruption of antiretroviral therapy coincided with the appearance of a measurable viral load .,他们在抗逆转录病毒治疗中断后的快速反弹与可测量的病毒载荷的出现相同。
"the donor cells engrafted with full chimerism , and the acute lymphoblastic leukemia was in complete remission for 19 months after transplantation , during which time the cells with the modified CCR5 gene persisted , and the CCR5 disruption ranged from 5.20 to 8.28 % in bone marrow cells ( Figure 1B ) .",捐赠细胞完全充当干细胞，急性淋巴细胞白血病在移植后19个月完全缓解，在此期间持续存在修饰过的CCR5基因的细胞，CCR5的破坏在骨髓细胞中范围为5.20%至8.28%（见图1B）。
"when antiretroviral therapy was interrupted at 7 months after transplantation , a small increase in the percentage of CCR5 indels was observed 2 weeks after the initiation of the interruption ( Figure 2C ) .",当抗逆转录病毒疗法在移植后7个月中断时，在疗法中断后2周，CCR5 indels的比例略有增加(图2C)。
biologic therapies are widely used in patients with ulcerative colitis .,生物疗法广泛应用于患有溃疡性结肠炎的病人。
previous exposure to a tumor necrosis factor inhibitor other than adalimumab was allowed in up to 25 % of patients .,"Previous exposure to a tumor necrosis factor inhibitor other than adalimumab was allowed in up to 25% of patients.

Chinese:

除了adalimumab之外，最多可以有25%的患者具有先前对肿瘤坏死因子抑制剂的曝露史。"
"the patients were assigned to receive infusions of 300 mg of vedolizumab on day 1 and at weeks 2 , 6 , 14 , 22 , 30 , 38 , and 46 ( plus injections of placebo ) or subcutaneous injections of 40 mg of adalimumab , with a total dose of 160 mg at week 1 , 80 mg at week 2 , and 40 mg every 2 weeks thereafter until week 50 ( plus infusions of placebo ) .",病人被分配接受300毫克的vedolizumab注射，分别在第1天和周2、6、14、22、30、38、46（加上安慰剂注射）或者注射40毫克的adalimumab，总计在周1注射160毫克，周2注射80毫克，每隔2周注射40毫克，直到周50（加上安慰剂注射）。
dose escalation was not permitted in either group .,在两组中都不允许剂量升级。
a total of 769 patients underwent randomization and received at least one dose of vedolizumab ( 383 patients ) or adalimumab ( 386 patients ) .,总共769名病人接受了随机分配，其中383名患者接受了vedolizumab治疗，386名患者接受了adalimumab治疗。
"ulcerative colitis is a chronic inflammatory disorder of the large bowel characterized by abdominal pain , bloody diarrhea , and fecal urgency.1",溃疡性结肠炎是一种慢性的大肠炎病，以腹痛、血液稀释的腹泻和排便紧迫感为特征。1
"adalimumab , a humanized monoclonal antibody that binds and neutralizes TNF , is widely used to treat ulcerative colitis .",adalimumab是一种人源化的单克隆抗体，可结合并中和TNF，广泛用于治疗溃疡性结肠炎。
