,English,Chinese,Reference,BLEU,Dictionary Accuracy
1851,"in the placebo group , one serious retinopathy event and one event leading to discontinuation of placebo were reported .","['在 placebo 群体中,报告了一个严重的 retinopathy 事件和一个导致停止 placebo 的事件。']",安慰剂 组 报告 了 1 起 严重 视网膜 病变 事件 和 1 起 导致 停用 安慰剂 的 事件 .,0.14439649284897782,0.4388888888888889
1852,"despite improved glycemic control with oral semaglutide , the percentage of patients with severe hypoglycemia was 1.4 % ( 23 of 1591 patients ) , as compared with 0.8 % ( 13 of 1592 ) with placebo .","['尽管口腔血糖控制改善,但患有严重低血糖患者的百分比为1.4%(1591名患者中23人),与服用 placebo的百分比为0.8%(1592名患者中13人)。']","虽然 口服 司美鲁肽 改善 了 血糖 控制 , 但 仍 有 1.4% 的 患者 ( 1 , 591 例 患者 中 的 23 例 ) 发生 了 重度 低血糖 , 而 安慰剂 组 的 这 一 比例 为 0.8% ( 1 , 592 例中 的 13 例 ) .",0.14721537796396972,0.46875000000000006
1853,all severe hypoglycemic events occurred in patients receiving concomitant insulin or sulfonylureas at the time of the event .,['所有严重的催眠性现象发生在患者在事件发生时同时服用胰岛素或硫<unk><unk>。'],所有 重度 低血糖 事件 均 发生 于 事件 发生 时 合并 使用 胰岛素 或 磺酰脲 类药物 的 患者 .,0.1486608341577982,0.5380952380952381
1854,"no unexpected adverse events were reported , and there were no apparent imbalances in adjudicated adverse events between the two groups ( Table 3 , and Table S9 in the Supplementary Appendix ) .","['没有意想不到的不良事件被报告,并且两组之间没有显而易见的不平衡(附件中的图3和图S9)。']","试验 中 并未 报告 非 预期 不良 事件 , 并且 在 经 裁定 的 不良 事件 方面 , 两组 无 明显 的 不 平衡 ( 表 3 和 补充 附录 表 S9 ) .",0.2204966592135227,0.5
1855,there was one confirmed case of acute pancreatitis with oral semaglutide and three cases with placebo .,['有一个确认的急性胰腺炎案例与口腔半糖和三个案例与 placebo 。'],"口服 司美鲁肽 组有 1 例经 证实 的 急性 胰腺炎 , 安慰剂 组有 3 例经 证实 的 急性 胰腺炎 .",0.1363566426980898,0.4444444444444444
1856,"malignant neoplasms were confirmed in 41 of 1591 patients ( 2.6 % ) in the oral semaglutide group and 48 of 1592 ( 3.0 % ) in the placebo group ; in the oral semaglutide group , there was no evidence of clustering in any organ system .","['恶性肿瘤被确认在1591名患者中(2.6%)在口腔半<unk>群和1592名患者中(3.0%);在口腔半<unk>群中,没有任何器官系统的分裂证据。']","口服 司美鲁肽 组 1 , 591 例 患者 中 的 41 例 ( 2.6% ) 和 安慰剂 组 1 , 592 例 患者 中 的 48 例 ( 3.0% ) 有经 证实 的 恶性肿瘤 ; 口服 司美鲁肽 组 并 无 在 任何 器官 系统 聚类 的 证据 .",0.18149578567755062,0.6481481481481483
1857,there was one case of medullary thyroid cancer in a patient receiving oral semaglutide who had preexisting thyroid nodules and an elevated calcitonin level at baseline .,"['有一个病例的甲状腺癌在一个患者接受口腔半<unk>,谁有预存在的甲状腺节点和高水平的甲状腺在基线。']","口服 司美鲁肽 组 1 例 患者 发生 了 甲状腺 髓样 癌 , 该 患者 原有 甲状腺 结节 , 并且 基线 时 降钙素 水平 升高 .",0.09027512356561983,0.6333333333333333
1858,the mean pulse rate was increased by 4 beats per minute with oral semaglutide and unchanged with placebo ( Table S4 in the Supplementary Appendix ) .,"['平均脉搏率增加了每分钟4次,用口腔半<unk>和无交换的 placebo(附件中的S4表)。']","口服 司美鲁肽 组 的 平均 脉率 增加 了 4 次 / 分 , 而 安慰剂 组无 变化 ( 补充 附录 表 S4 ) .",0.13036460758850324,0.7272727272727273
1859,there were no clinically relevant changes in biochemical and hematologic variables .,['生物化学和血液学变量没有临床相关的变化。'],生物化学 和 血液学 变量 未 发生 有 临床意义 的 变化 .,0.2838889441402266,0.8333333333333333
1860,"this cardiovascular outcomes trial met its primary objective of ruling out an 80 % excess cardiovascular risk with oral semaglutide , confirming noninferiority to placebo for the primary outcome ( hazard ratio , 0.79 ; 95 % CI , 0.57 to 1.11 ) .","['这项心血管结果测试满足了其主要目标,以确定80%的过度心血管风险与口腔半糖,确认不低于 placebo的初始结果(风险比例,0.79;95% CI,0.57到1.11)。']","这项 心血管 结局 试验 达到 了 排除 口服 司美鲁肽 后 80% 的 心血管 超额 危险度 这一 主要 目的 , 并 证实 了 在 主要 结局 方面 , 相对 于 安慰剂 的 非劣 效性 ( 风险 比 , 0.79 ; 95% CI , 0.57 ~ 1.11 ) .",0.26486789734337096,0.581043956043956
1861,"generally , the results were consistent across the components of the primary outcome and the other cardiovascular outcomes ( e.g. , hospitalization for heart failure ) .","['一般情况下,结果在初始结果的组成部分和其他心血管结果(例如,心脏失败的入院)。']","总体而言 , 主要 结局 中 各 构成 部分 以及 其他 心血管 结局 ( 例如 因 心力衰竭 住院治疗 ) 的 结果 一致 .",0.1279627340061004,0.611111111111111
1862,"no treatment interactions were evident in subgroup analyses , including in patients with established cardiovascular disease or chronic kidney disease as compared with those with cardiovascular risk factors only .","['在子组分析中,没有治疗相互作用显而易见,包括患有已确定的心血管疾病或慢性肾脏疾病的患者,与只有心血管风险因素的患者相比。']","亚组 分析 中 并 无 明显 的 治疗 交互作用 , 包括 患 心血管 疾病 或 慢性 肾脏病 的 患者 与 仅 有 心血管 危险 因素 的 患者 相比 .",0.2504022657207896,0.9166666666666666
1863,these data should be interpreted with caution owing to low patient numbers and wide confidence intervals .,"['这些数据应谨慎地解释,因为患者数量较低,信任间隔较广。']","由于 患者 数量 较少且 置信区间 较 宽 , 因此 解读 这些 数据 时应 谨慎 .",0.13950144632337735,0.7222222222222222
1864,more patients received treatment with an SGLT2 inhibitor after randomization in the placebo group than in the oral semaglutide group .,['在 placebo 群体中随机化后接受 SGLT2 抑制剂治疗的患者多于口服半糖群体。'],"在 安慰剂 组中 , 随机 分组 后 接受 SGLT2 抑制剂 治疗 的 患者 人数 超过 口服 司美鲁肽 组 .",0.3847346372371151,0.6666666666666667
1865,"however , few patients initiated SGLT2 inhibitors in the current trial ( and they used these drugs over a shorter duration than in trials showing the aforementioned reduction in cardiovascular risk ) , which makes an influence on the primary outcome unlikely in our view .","['然而,在目前的研究中,很少有患者启动了SGLT2抑制剂(并且他们使用了这些药物比在上述降低心血管风险的研究中更短的时间),这使得对初始结果的影响在我们的观点上是不可能的。']","然而 , 本 试验 中 只有 很少 的 患者 启动 SGLT2 抑制剂 治疗 ( 并且 与 表明 心血管 风险 降低 的 上述 试验 相比 , 本 试验 中 患者 使用 SGLT2 抑制剂 的 时间 较 短 ) , 因此 我们 认为 不太可能 对 主要 结局 产生 影响 .",0.1545856883841644,0.8030303030303031
1866,no unexpected adverse events were identified with oral semaglutide .,['没有意想不到的副作用被用口腔半糖检测到。'],口服 司美鲁肽 治疗 后 未 发现 非 预期 不良 事件 .,0.0,0.1111111111111111
1867,fewer serious adverse events and deaths occurred in the oral semaglutide group than in the placebo group .,"['在口腔半糖群中发生的严重副作用和死亡人数较少,而不是在 placebo群中发生的死亡人数。']","与 安慰剂 组 相比 , 口服 司美鲁肽 组 的 严重 不良 事件 和 死亡 较 少 .",0.12854207857908292,0.3333333333333333
1868,"the difference between the two groups in the number of deaths was largely accounted for by deaths from cardiovascular causes ( 10 of 23 deaths in the oral semaglutide group vs. 23 of 45 in the placebo group ) , although there were also more deaths from noncardiovascular causes in the placebo group ( 8 of 23 deaths vs. 15 of 45 ) .",['两组死亡人数的差异主要是由心血管导致的死亡(口腔半糖群中死亡人数为23人中死亡人数为23人中死亡人数为45人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人中死亡人数为25人。'],"两组 的 死亡 人数 差异 主要 是 由于 心血管 原因 死亡 ( 口服 司美鲁肽 组 23 例 死亡 中 的 10 例 vs . 安慰剂 组 45 例 死亡 中 的 23 例 ) , 但 安慰剂 组 的 非 心血管 原因 死亡 也 较 多 ( 23 例 死亡 中 的 8 例 vs . 45 例 死亡 中 的 15 例 ) .",0.09653024968740968,0.6666666666666666
1869,"most events occurred early in that trial , possibly attributable to the magnitude and rapidity of the reduction in glycated hemoglobin levels in patients with preexisting diabetic retinopathy.28","['大多数事件发生在这个试验的早期,可能归因于糖尿病前存在的糖尿病网膜病患者的血糖血糖水平下降的程度和速度。']","大多数 事件 发生 在 试验 早期 , 可能 是 由于 原有 糖尿病 性 视网膜 病变 的 患者 发生 了 糖化 血红蛋白 水平 的 大幅 , 快速 下降 28 .",0.20574447929544484,0.5714285714285714
1870,"given that result , patients with proliferative retinopathy or maculopathy resulting in active treatment were excluded from our trial .","['鉴于这一结果,患有活性治疗导致的流行性网膜病或宏观病的患者被排除在我们的研究中。']","考虑 到 这 一 结果 , 本 试验 排除 了 增殖性 视网膜 病变 或 需要 积极 治疗 的 黄斑 病患者 .",0.10757409843857776,0.6805555555555557
1871,"in conclusion , the present trial showed noninferiority of oral semaglutide to placebo ( hazard ratio , 0.79 ; 95 % CI , 0.57 to 1.11 ) , ruling out an 80 % excess cardiovascular risk .","['在结论中,本研究表明口腔半糖对 placebo(风险比例,0.79;95% CI,0.57至1.11)的不低性,导致80%的过度心血管风险。']","总之 , 本 试验 证明 了 口服 司美鲁肽 相对 于 安慰剂 的 非劣 效性 ( 风险 比 , 0.79 ; 95% CI , 0.57 ~ 1.11 ) , 排除 了 80% 的 心血管 超额 危险度 .",0.29570148987263967,0.5347222222222222
1872,gastrointestinal adverse events were the major reason for discontinuation of oral semaglutide .,['胃肠道不良事件是口腔半糖停止的主要原因。'],胃肠道 不良 事件 是 停止 口服 司美鲁肽 治疗 的 主要 原因 .,0.3250986804786388,0.4444444444444445
1873,"analysis of United Kingdom Biobank data provides further support for lifestyle behaviors influencing dementia risk , showing the effects relative to those of genetic influences .","['英国生物银行数据的分析进一步支持影响痴呆症风险的生活方式行为,显示与遗传影响相关的影响。']","对 英国 生物 样本 库 ( United Kingdom Biobank ) 数据 所 做 的 分析 为 生活 方式 行为 影响 痴呆 风险 的 观点 提供 了 进一步 支持 , 分析 结果显示 了 生活 方式 行为 相对 于 遗传 因素 的 影响 .",0.1323378126476591,0.8958333333333333
1874,"lifestyle and genetic factors can affect risk for dementia , but their relative effects have been unclear .","['生活方式和遗传因素可能会影响痴呆症的风险,但它们的相对影响尚不清楚。']","生活 方式 和 遗传 因素 均 可 影响 痴呆 风险 , 但 它们 的 相对 影响 尚未 明确 .",0.4647514901219724,1.0
1875,"to determine whether lifestyle behaviors influence dementia risk , regardless of genetic risk , researchers conducted a retrospective cohort study using data from 196,383 white participants aged ≥ 60 years ( mean age , 64 ; 53 % women ) in the United Kingdom Biobank .","['为了确定生活方式行为是否影响痴呆症风险,无论基因风险如何,研究人员使用196383名60岁以上的白人参与者(平均年龄,64;53%的妇女)在英国生物银行的数据进行了一项回顾性协调研究。']","为了 确定 生活 方式 行为 是否 不论 遗传 风险 如何 均 可 影响 痴呆 风险 , 研究者 应用 英国 生物 样本 库中 196 , 383 名 ≥ 60 岁 ( 平均年龄 , 64 岁 ; 53% 为 女性 ) 白种人 参与者 的 数据 开展 了 一项 回顾性 队列 研究 .",0.30665014881803637,0.8484848484848485
1876,"high , intermediate , or low genetic risk was based on polygenic risk scores calculated from single nucleotide polymorphisms associated with Alzheimer disease .",['高、中等、或低的基因风险是基于从与阿尔茨海默病相关的单核化多元化计算的多元化风险分数。'],"研究者 通过 与 阿尔茨海默 病 相关 的 单 核苷酸 多态性 计算 出多 基因 风险 评分 , 并 基于 该 评分 确定 高 , 中 或 低 遗传 风险 .",0.2479816109590611,0.7333333333333333
1877,"at baseline , 62 % had a favorable lifestyle , 8 % had an unfavorable lifestyle , 20 % had high genetic risk , and 20 % had low genetic risk .","['在基本情况下,62%的人享有有利的生活方式,8%的人享有不利的生活方式,20%的人享有高基因风险,20%的人享有低基因风险。']","基线 时 , 62% 的 参与者 有 良好 生活 方式 , 8% 有 不良 生活 方式 , 20% 的 参与者 有 高 遗传 风险 , 20% 有 低 遗传 风险 .",0.27403265022773804,0.6944444444444443
1878,"compared with a favorable lifestyle , an unfavorable lifestyle was associated with a 2.6 times increased risk for dementia .","['与有利的生活方式相比,不利的生活方式与痴呆症的风险增加了2.6倍。']","与 良好 生活 方式 相比 , 不良 生活 方式 与 痴呆 风险 增加 至 2.6 倍 相关 .",0.26471010803084627,0.5833333333333333
1879,"these results provide further evidence that lifestyle behaviors are modifiable risk factors for dementia in white people , even in those with high genetic risk .","['这些结果提供了更多证据表明,生活方式行为是白人痴呆症的可改变风险因素,即使在高基因风险的人。']","这些 结果 提供 了 进一步 证据 表明 在 白种人 中 , 生活 方式 行为 是 发生 痴呆 的 可 改变 的 危险 因素 , 即使 在 有 高 遗传 风险 的 人群 中 也 是 如此 .",0.34697789581637634,0.9444444444444443
1880,clinicians should continue to encourage a healthy lifestyle as a strategy to promote brain health .,['临床医生应该继续鼓励健康的生活方式作为促进大脑健康的战略。'],临床 医师 应 继续 鼓励 患者 将 健康 的 生活 方式 作为 促进 脑部 健康 的 策略 .,0.3858225198949444,1.0
1881,"whether race , ethnicity , and gender also affect this risk invites further study .","['种族、种族和性别是否也影响这种风险,请进一步研究。']","人种 , 族群 和 性别 是否 也 可 影响 痴呆 风险 值得 进一步 研究 .",0.24601129469933053,0.8
1882,"among patients with nonischemic cardiomyopathy , those with nonobstructive CAD were at higher risk than those with normal coronary arteries .","['在患有非神经性心脏病的患者中,患有非阻塞性CAD的人比患有正常冠状动脉的人更有风险。']","在 非 缺血性 心肌病 患者 中 , 非 阻塞性 冠状动脉 疾病 ( CAD ) 患者 面临 的 风险 高于 冠状动脉 正常 的 患者 .",0.17376016020497817,0.7583333333333333
1883,"patients with heart failure ( HF ) and nonobstructive coronary artery disease ( CAD ) often are classified as having nonischemic cardiomyopathy , but does nonobstructive CAD affect their prognosis ?","['患有心脏衰竭(HF)和非阻塞性冠状动脉疾病(CAD)的患者经常被列为具有非化学心脏病,但非阻塞性CAD是否会影响他们的预测?']","心力衰竭 ( HF ) 和 非 阻塞性 CAD 患者 通常 被 归类 为 非 缺血性 心肌病 , 但 非 阻塞性 CAD 是否 影响 患者 预后 ?",0.34339369153471233,0.7555555555555555
1884,"as expected , obstructive CAD conferred the highest risk for the composite outcome .","['正如预期的那样,阻碍性CAD为复合结果提供了最高的风险。']","正如 预期 的 那样 , 阻塞性 CAD 带来 的 复合 结局 风险 最高 .",0.2871291934852288,0.7333333333333333
1885,"the mechanism for this excess risk is not entirely clear , as rates of myocardial infarction and stroke were not significantly higher .","['这种过度风险的机制并不完全清楚,因为心脏病发作和中风的发病率并不显著高。']","产生 上述 超额 危险度 的 机制 尚未 完全 明确 , 因为 心肌梗死 和 卒 中 发生率 并未 显著 提高 .",0.12537369424320702,0.7777777777777777
1886,"however , despite the paucity of outcomes studies , considering medical therapy for CAD seems to be reasonable in these patients .","['然而,尽管研究结果的微不足道,考虑CAD的医疗治疗似乎在这些患者中是合理的。']","然而 , 尽管 结局 研究 很少 , 但 对 这些 患者 的 CAD 考虑 采取 药物 治疗 似乎 是 合理 的 .",0.20467815020053606,0.41666666666666663
1887,"in this observational study of consecutive patients from a Mayo Clinic thrombophilia clinic , researchers compared outcomes in 302 patients who received apixaban and 298 who received rivaroxaban to treat acute venous thromboembolism ( VTE ) for a minimum of 3 months ( median , ≈ 4 months ) .","['在Mayo Clinic thrombophilia诊所连续患者的这项观察研究中,研究人员比较了302名接受Apixaban的患者和298名接受Rivaroxaban的患者的结果,以治疗急性血管血管肿瘤(VTE)至少3个月(平均, ≈4个月)。']","这是 一项 对梅 奥 医学中心 ( Mayo Clinic ) 易栓症 门诊 的 连续 患者 开展 的 观察 性 研究 , 研究者 在 因 急性 静脉 血栓 栓塞 ( VTE ) 接受 阿哌沙班 治疗 的 302 例 患者 和 接受 利伐沙班 治疗 的 298 例 患者 之间 比较 了 患者 结局 , 治疗 至少 持续 3 个 月 ( 中位值 , 约 4 个 月 ) .",0.21393867824628385,0.5106837606837608
1888,analyses were adjusted for modest baseline differences between the two groups .,['分析对两组之间的基线差异进行了调整。'],本 研究所 做 的 分析 针对 很小 的 基线 组间 差异 进行 了 校正 .,0.2011512657761356,1.0
1889,"a recent larger observational study suggested a slight advantage for apixaban , but that study involved insurance claim data , which might be less reliable than the data analyzed in the current study ( NEJM JW Gen Med Feb 15 2019 and Lancet Haematol 2019 ; 6 : 20 ) .","['最近的一项更大的观察研究表明,对于apixaban来说,有点好处,但这项研究涉及保险索赔数据,这可能比当前研究中分析的数据不太可靠(NEJM JW Gen Med Feb 15 2019 和 Lancet Haematol 2019 ; 6 : 20 )。']","近期 一项 较大型 的 观察 性 研究 提示 阿哌沙班 略有 优势 , 但 该 研究 采用 的 是 医疗保险 理赔 数据 , 因此 数据 的 可靠性 可能 低于 本文 中 的 研究 ( NEJM JW Gen Med Feb 15 2019 and Lancet Haematol 2019 ; 6 : 20 ) .",0.3772536597568893,0.5159090909090909
1890,the app has been studied in developing countries but is not an approved medical device in the U.S .,"['该应用程序已在发展中国家进行研究,但不是美国批准的医疗设备。']","该 APP 已经 在 发展中国家 进行 了 研究 , 但 尚未 成为 美国 批准 的 医疗器械 .",0.26209733194847296,0.25
1891,"children underwent monocular vision assessments with both methods , in random order .","['孩子们通过两种方法进行单眼视觉评估,随机顺序。']",儿童 以 随机 顺序 接受 了 应用 两种 方法 进行 的 单眼 视力 评估 .,0.19265958689789342,0.8888888888888888
1892,"at the end of the test , the phone displayed visual acuity results .","['在测试结束时,手机显示了视觉急性结果。']","检查 结束 时 , 手机 显示 视力 结果 .",0.3204428521349841,0.20833333333333331
1893,standard vision assessment was conducted in an examination lane using a computer screen .,['标准视觉评估是在使用计算机屏幕进行的测试线上进行的。'],标准 视力 评估 是 采用 电脑屏幕 在 视力 检查仪 ( examination lane ) 上 进行 .,0.12558421469235687,0.8571428571428571
1894,"agreement between the two methods was good ( interclass correlation coefficient , 0.88 for the first eye examined , 0.85 for the second ) .","['兩種方法之間的合意是好的(中級相對率,第一眼考慮的 0.88,第二眼考慮的 0.85 )。']","两种 方法 之间 的 一致性 很 好 ( 组间 相关系数 , 检查 第一 只 眼时 为 0.88 , 检查 第二只 眼时 为 0.85 ) .",0.13274781147226944,0.5357142857142857
1895,"the app was 83 % sensitive and 70 % specific for identifying children with referable eye conditions ( e.g. , decreased vision , strabismus , nystagmus ) .","['该应用程序具有83%的敏感性和70%的特殊性,用于识别有可引用眼部疾病的儿童(例如,视力下降,斯特拉比斯,尼斯塔格斯)。']","该 APP 能够 以 83% 的 灵敏度 和 70% 的 特异 度 发现 需 转诊 的 眼病 ( 如 视力 下降 , 斜视 , 眼球 震颤 ) .",0.1637056738544286,0.8333333333333334
1896,"among children aged 3 to 5 years , the app was 100 % sensitive and 39 % specific for referable eye conditions and for decreased vision .","['在3至5歲的兒童中,該應用程式是100%敏感的,39%對可引用眼部狀況和視力下降的特點。']","在 3 ~ 5 岁 儿童 中 , 该 APP 对 需 转诊 眼病 和 视力 下降 的 灵敏度 和 特异 度 分别 为 100% 和 39% .",0.13079156202428197,0.5952380952380951
1897,the app assessment took an average of 125 seconds for children aged 3 to 5 years and 96 seconds for older children .,"['应用程序评估的平均时间为3至5岁的儿童125秒,老年儿童96秒。']","应用 该 APP 进行 检查 时 , 3 ~ 5 岁 儿童 平均 耗时 125 秒 , 年龄 较大 儿童 平均 耗时 96 秒 .",0.1780349934475426,0.7333333333333333
1898,"despite the many years since the introduction of stress testing , controversy continues about its prognostic importance and value in decisions about revascularization in patients with stable disease .","['尽管自引入压力测试以来多年以来,对其预测意义和价值的争论仍在继续。']","尽管 引入 负荷 试验 已有 多年 , 但 关于 其 在 稳定型 冠心病 患者 中 的 预后 意义 以及 在 血运重建 决策 中 的 价值 , 目前 仍 有 争议 .",0.09736927256899693,0.53125
1899,"in the COURAGE trial , the presence of ischemia did not modify treatment effectiveness ( NEJM JW Cardiol May 2007 and N Engl J Med 2007 ; 356 : 1503 ) .","['在CURAGE审查中,伊斯基米亚的存在并没有改变治疗的有效性(NEJM JW Cardiol 2007年5月和N Engl J Med 2007;356:1503)。']","在 COURAGE 试验 中 , 患者 有 缺血 并未 影响 治疗 效果 ( NEJM JW Cardiol May 2007 and N Engl J Med 2007 ; 356 : 1503 ) .",0.3965720380783973,0.6041666666666666
1900,"between 1995 and 2000 , the researchers randomized 535 people ( mean age , 60 ; men , 70 % ) to one of the three strategies .","['在1995年至2000年间,研究人员随机调查了535人(平均年龄,60;男性,70%)到三个策略之一。']","1995 - 2000 年 , 研究者 将 535 名 参与者 ( 平均年龄 , 60 岁 ; 男性 占 70% ) 随机 分配 到 三种 策略 之一 .",0.21740229044900938,0.6666666666666666
1901,baseline ischemia was also not associated with a greater decline in left ventricular ejection fraction and did not modify the lack of statistical difference between PCI and OMT .,"['基因伊斯基米亚也没有与左<unk>排泄分裂的较大下降有关,并且没有改变PCI和OMT之间的统计差异的缺乏。']","基线 缺血 与 左心室 射血 分数 的 较大 降幅 也 不 相关 , 也 没有 改变 PCI 和 OMT 之间 缺乏 统计学 差异 的 情况 .",0.266211724007281,0.5648148148148149
1902,"in this post hoc study of a single trial population , the presence of ischemia on exercise stress testing did not predict events or change in ejection fraction in patients with stable multivessel coronary disease .","['在这项单一试验人口的临时研究中,在锻炼压力测试中出现的伊斯基米亚并没有预测在患有稳定的多细胞冠状疾病的患者中发生事件或排泄分裂的变化。']","这项 针对 单一 试验 人群 的 事后 研究 表明 , 在 稳定型 多支 冠状动脉 疾病 患者 中 , 运动 负荷 试验 中有 缺血 并 不能 预测 事件 的 发生 , 也 不能 预测 射血 分数 的 变化 .",0.14094485697873713,0.7166666666666667
1903,critics might wonder whether imaging would have provided more detailed information about the stress results .,['评论家可能想知道图像是否会提供更多关于压力结果的详细信息。'],评论者 可能 希望 了解 影像学 检查 可否 提供 关于 负荷 试验 结果 的 更 详细信息 .,0.13261235657682255,0.5625
1904,"in any case , the findings point to the need for contemporary data about the value of our common testing strategies .","['在任何情况下,这些发现都表明我们共同测试策略的价值需要现代数据。']","无论如何 , 这些 研究 发现 表明 , 我们 需要 有 当代 数据 证明 目前 常用 检查 策略 的 价值 .",0.17625005435257082,0.5952380952380951
1905,"rates of major bleeding were 0.9 % with dabigatran , 1.4 % with apixaban , and 1.9 % with rivaroxaban .","['主要出血率为 0.9% 与 dabigatran, 1.4% 与 apixaban, 和 1.9% 与 rivaroxaban 。']","• 接受 达比 加群 , 阿哌沙班 和 利伐沙班 患者 的 大出血 率 分别 为 0.9% , 1.4% 和 1.9% .",0.13002608857722806,0.2
1906,rates of bleeding for the subgroup of surgical procedures with high bleeding risk were 0.9 % with dabigatran and 3.0 % with the other two agents .,['手术手术的子组中出血率高出血风险为0.9% dabigatran 和 3.0% 与其他两种药物。'],"• 对于 出血 风险 高 的 手术 亚组 , 达比 加群 的 出血 率为 0.9% , 另外 两种 药物 均 为 3.0% .",0.14360049459378024,0.7047619047619048
1907,"rates of arterial thromboembolism ( i.e. , ischemic stroke , transient ischemic attack , or systemic embolism ) were 0.2 % with apixaban , 0.4 % with rivaroxaban , and 0.6 % with dabigatran .","['血管血管肿瘤的发病率(即血管中风、过渡性血管肿瘤或系统性血管肿瘤)为 apixaban 的 0.2%, rivaroxaban 的 0.4%, dabigatran 的 0.6% 。']","• 阿哌沙班 , 利伐沙班 和 达 比加群 的 动脉 血栓 栓塞 ( 即 缺血性 卒 中 , 短暂性 脑缺血 发作 和 体循环 栓塞 ) 发生率 分别 为 0.2% , 0.4% 和 0.6% .",0.12114453003353988,0.375
1908,"no accepted standardized protocols exist with which to compare these results ; however , they provide a solid start toward developing a simple protocol with acceptable postoperative risks for bleeding or thromboembolism in AF patients .","['没有接受的标准化协议与这些结果进行比较;但是,它们提供了一个坚实的开始,以开发一个简单的协议,手术后可接受的出血或血管肿瘤的风险在AF患者。']","目前 尚无 用于 比较 这些 结果 的 公认 标准化 方案 ; 然而 , 它们 为 制订 适用 于 AF 患者 的 简单 方案 奠定 了 坚实基础 , 从而 使 我们 能够 达到 可 接受 的 术后 出血 或 血栓 栓塞 风险 .",0.1601255899875069,0.6217948717948717
1909,OS was similar between the groups .,['他们在团体之间是相似的。'],两组 的 OS 相似 .,0.1029412244032575,1.0
1910,"in a phase 3 trial , we randomly assigned ( in a 2 : 1 ratio ) patients 70 years of age or younger with previously untreated CLL to receive either ibrutinib and rituximab for six cycles ( after a single cycle of ibrutinib alone ) , followed by ibrutinib until disease progression , or six cycles of chemoimmunotherapy with fludarabine , cyclophosphamide , and rituximab .","['在一个阶段3试验中,我们随机分配(在2:1的比例)70岁或更年轻的患者,以前未经治疗的CLL接受ibrutinib和rituximab为六个周期(仅仅一个周期的ibrutinib),随之为ibrutinib直到疾病进展,或六个周期的化学免疫治疗与fludarabine,cyclophosphamide,和rituximab。']","在 一项 3 期 试验 中 , 我们 ( 以 2 ∶ 1 的 比例 ) 将 ≤ 70 岁 的 未经 治 CLL 患者 随机 分组 , 一组 ( 在 1 个 周期 的 单独 伊布 替尼 治疗 之后 ) 接受 6 个 周期 的 伊布 替尼和利 妥昔 单抗 治疗 , 之后 接受 伊布 替尼 治疗 直至 疾病 进展 , 另一组 接受 6 个 周期 的 氟 达拉 滨 , 环磷酰胺 和 利妥 昔 单抗 化学 免疫治疗 .",0.19445533487777994,0.5915032679738562
1911,we report the results of a planned interim analysis .,['我们报告计划的临时分析的结果。'],我们 在 本文 中 报告 了 计划 的 期中 分析 的 结果 .,0.23317291857642392,1.0
1912,"chronic lymphocytic leukemia ( CLL ) is one of the most common lymphoid cancers , accounting for approximately 11 % of hematologic neoplasms .","['慢性淋巴细胞白血病(CLL)是最常见的淋巴癌症之一,占血液肿瘤的约11%。']","CLL 是 最 常见 的 淋巴 肿瘤 之一 , 约 占 血液 肿瘤 的 11% .",0.35135308259195813,0.7083333333333333
1913,"ibrutinib was initially found to have durable efficacy in patients who had relapsed or refractory CLL.13,14","['ibrutinib 最初被发现具有持久有效性,在患有复发或复发性 CLL 的患者中。']","伊布 替尼 最初 被 发现 对 复发 或 难治性 CLL 患者 具有 持久 疗效 13 , 14 .",0.19068095634649293,0.5
1914,"eligible participants were previously untreated patients with CLL or the small lymphocytic lymphoma ( SLL ) subtype of CLL who were 70 years of age or younger and who would be appropriate candidates for treatment according to the International Workshop on Chronic Lymphocytic Leukemia ( IWCLL ) Working Group criteria ( see the Supplementary Appendix , available with the full text of this article at NEJM.org ) .16","['合格的参与者是以前未经治疗的患有CLL或小淋巴细胞淋巴(SLL)子类的患者,他们年龄为70岁或年轻,并根据国际慢性淋巴细胞淋巴病研讨会(IWCLL)工作组标准(参见附加附件,可在NEJM.org上找到本文的完整文本)。']","参与者 纳入 标准 如下 : 患 未经 治 的 CLL 或 小 淋巴细胞 性 淋巴瘤 ( SLL ) 亚型 的 CLL , 年龄 ≤ 70 岁 , 按照 国际 慢性 淋巴细胞 白血病 研讨会 ( International Workshop on Chronic Lymphocytic Leukemia , IWCLL ) 工作组 标准 ( 见 补充 附录 , 补充 附录 与 本文 全文 可 在 NEJM . org 获取 ) 适合 接受 治疗 16 .",0.2823602338639026,0.7083333333333334
1915,comprehensive eligibility criteria are listed in the Supplementary Appendix .,['全面可选性标准在附件中列出。'],完整 的 纳入 标准 见 补充 附录 .,0.08920683787833585,0.4444444444444444
