,English,Chinese,Reference,BLEU,Dict Acc Exact Match,Terms,Exact Match Terms,Dict Acc Character Level
1741,"in fact , previous results from the STICH trial showed that the degree of left ventricular systolic dysfunction and remodeling and the number of stenotic coronary arteries appear to be stronger determinants of the benefit of revascularization than myocardial viability.19",事实上，之前 STICH 试验的结果表明，左心室收缩功能障碍和重塑的程度以及狭窄冠状动脉的数量似乎是血运重建获益的比心肌活力更强的决定因素。 19,"事实上 , STICH 试验 之前 有 结果表明 , 与 心肌 存活 性 相比 , 左心室 收缩 功能障碍 和 重构 程度 以及 狭窄 冠状动脉 的 数量 似乎 是 决定 血运重建 益处 的 更 强 因素 19 .",0.39025521792960627,0.3333333333333333,"['dysfunction', 'previous', 'coronary', 'degree', 'revascularization', 'stenotic', 'number', 'ventricular', 'systolic', 'trial', 'myocardial', 'benefit']","['coronary', 'degree', 'revascularization', 'number']",0.8238636363636364
1742,patients with ischemic cardiomyopathy often present with complex and challenging clinical scenarios .,缺血性心肌病患者通常会出现复杂且具有挑战性的临床情况。,缺血性 心肌病 患者 常 存在 复杂 且 困难 的 临床 状况 .,0.23561013380986112,0.6,"['complex', 'clinical', 'cardiomyopathy', 'present', 'ischemic']","['clinical', 'cardiomyopathy', 'present']",0.9333333333333333
1743,"therefore , the results of tests for detection of viable myocardium must be interpreted within the context of the multiplicity of factors necessary to reach the best treatment decision for each patient .",因此，必须在为每位患者做出最佳治疗决策所需的多种因素的背景下解释活心肌检测试验的结果。,"因此 , 我们 解读 存活 心肌 的 检查 结果 时 , 必须 考虑 到 为 每例 患者 做出 最佳 治疗 决策 所 需 了解 的 多种 因素 .",0.36913409833249017,0.4166666666666667,"['must', 'viable', 'detection', 'myocardium', 'context', 'treatment', 'necessary', 'patient', 'decision', 'multiplicity', 'therefore', 'reach']","['detection', 'myocardium', 'treatment', 'patient', 'decision']",0.611111111111111
1744,"these factors include not only the results of functional tests but also the anatomical extent of coronary and myocardial disease , as well as the regional correspondence between segmental left ventricular dysfunction and the likelihood of successful revascularization of the corresponding coronary arteries .",这些因素不仅包括功能测试的结果，还包括冠状动脉和心肌疾病的解剖范围，以及节段性左心室功能障碍与相应冠状动脉成功血运重建的可能性之间的区域对应关系。,"这些 因素 不仅 包括 功能 检查 结果 , 而且 包括 冠状动脉 和 心肌 疾病 的 解剖 范围 , 以及 节段 性 左心室 功能障碍 与 相应 冠状动脉 成功 血运重建 的 可能性 之间 的 区域 对应 关系 .",0.8071995169516062,0.2857142857142857,"['correspondence', 'corresponding', 'dysfunction', 'anatomical', 'disease', 'regional', 'functional', 'coronary', 'revascularization', 'well', 'ventricular', 'segmental', 'myocardial', 'extent']","['correspondence', 'disease', 'coronary', 'revascularization']",0.7896825396825397
1745,a putative mechanism that mediates the benefit of CABG among patients with myocardial viability is the improvement in left ventricular systolic function that results from revascularization .,在有心肌活力的患者中介导 CABG 获益的推定机制是血运重建导致左心室收缩功能的改善。,"在 心肌 存活 的 患者 中 , 介导 CABG 益处 的 一种 假定 机制 是 血运重建 使 左心室 收缩 功能 改善 .",0.283959633987669,0.4,"['improvement', 'mechanism', 'function', 'viability', 'revascularization', 'CABG', 'ventricular', 'systolic', 'myocardial', 'benefit']","['improvement', 'mechanism', 'function', 'revascularization']",0.8
1746,"in our study , a modest but significant increase in left ventricular ejection fraction at 4 months was indeed observed among patients with viable myocardium .",在我们的研究中，确实在有存活心肌的患者中观察到 4 个月时左心室射血分数适度但显着的增加。,本 研究 的确 在 心肌 存活 患者 中 观察 到 4 个 月 时 的 左心室 射血 分数 有 小幅 但 显著 增加 .,0.4089155590185967,0.375,"['viable', 'myocardium', 'study', 'ventricular', '4', 'increase', 'ejection fraction', 'indeed']","['viable', 'myocardium', 'ejection fraction']",0.5625
1747,"nevertheless , when the amount of viable myocardium was assessed as a continuous variable , no association was observed between the extent of viability and the magnitude of improvement in left ventricular function either with or without CABG , findings that indicate that the quantitative relationship between these variables is weak .",尽管如此，当存活心肌的数量被评估为一个连续变量时，无论有无 CABG，在存活程度和左心室功能改善程度之间均未观察到关联，这些发现表明这些变量之间的定量关系是虚弱的 。,"然而 , 将 存活 心肌 数量 作为 连续变量 进行 评估 时 , 不论 是否 接受 CABG 治疗 , 均 未 观察 到 心肌 存活 范围 与 左心室 功能 改善 程度 之间 存在 关联 , 这 表明 这些 变量 之间 的 定量 关系 较弱 .",0.3651034632635083,0.5555555555555556,"['variable', 'improvement', 'relationship', 'viable', 'myocardium', 'association', 'continuous', 'function', 'viability', 'indicate', 'CABG', 'amount', 'ventricular', 'weak', 'magnitude', 'extent', 'without', 'assessed']","['variable', 'improvement', 'viable', 'myocardium', 'association', 'continuous', 'function', 'amount', 'magnitude', 'without']",0.8068783068783069
1748,"there was no association between improvement in left ventricular ejection fraction at 4 months and subsequent survival , nor was there a significant interaction between myocardial viability and changes in left ventricular ejection fraction with regard to death from any cause or death from cardiovascular causes .",4 个月时左心室射血分数的改善与随后的生存率之间没有关联，在任何原因死亡或心血管原因死亡方面，心肌活力和左心室射血分数变化之间也没有显着的相互作用。,"4 个 月 时 左心室 射血 分数 的 改善 与 后续 生存 不 相关 , 此外 在 全因 死亡 或 心血管 原因 死亡 方面 , 心肌 存活 性 和 左心室 射血 分数 变化 情况 之间 无 显著 交互作用 .",0.5124053887603989,0.5384615384615384,"['improvement', 'cardiovascular', 'survival', 'death', 'association', 'viability', 'cause', 'ventricular', 'interaction', 'subsequent', 'myocardial', '4', 'ejection fraction']","['improvement', 'cardiovascular', 'survival', 'death', 'association', 'cause', 'ejection fraction']",0.8717948717948717
1749,"thus , our results suggest that abatement or reversal of left ventricular systolic dysfunction is not a critical mechanism involved in mediating the beneficial effect of CABG in these patients .",因此，我们的研究结果表明，减轻或逆转左心室收缩功能障碍并不是介导这些患者接受 CABG 有益效果的关键机制。,"因此 , 我们 的 研究 结果 提示 , 在 这些 患者 中 , 减轻 或 逆转 左心室 收缩 功能障碍 并 不是 介导 CABG 有益 作用 的 关键 机制 .",0.4871348392189535,0.3,"['dysfunction', 'mechanism', 'CABG', 'abatement', 'ventricular', 'thus', 'systolic', 'effect', 'critical', 'suggest']","['mechanism', 'thus', 'effect']",0.725
1750,certain limitations of this study must be acknowledged .,必须承认这项研究的某些局限性。,我们 必须 承认 本 研究 的 一些 局限性 .,0.20180653356665557,0.0,"['must', 'study', 'certain']",[],0.1111111111111111
1751,"first , only half the patients enrolled in the STICH trial had an assessment of myocardial viability .",首先，参加 STICH 试验的患者中只有一半对心肌活力进行了评估。,"首先 , 参与 STICH 试验 的 患者 中 只有 一半 接受 了 心肌 存活 性 评估 .",0.4834070022004222,0.5,"['half', 'viability', 'assessment', 'trial', 'myocardial', 'first']","['half', 'assessment', 'first']",0.861111111111111
1752,"consequently , the development and potential prognostic effect of changes in left ventricular function that might have occurred at a later time could not be assessed as part of this study .",因此，作为本研究的一部分，无法评估可能在稍后时间发生的左心室功能变化的发展和潜在的预后影响。,"因此 , 本 研究 未能 评估 之后 可能 发生 的 左心室 功能 变化 以及 对 预后 的 影响 .",0.26094540332413774,0.5454545454545454,"['part', 'potential', 'function', 'study', 'time', 'ventricular', 'prognostic', 'effect', 'development', 'later', 'assessed']","['part', 'potential', 'function', 'time', 'development', 'later']",0.8181818181818182
1753,"it must also be noted that the assessment of changes in left ventricular ejection fraction was performed only among patients with paired studies at baseline and 4 months , with the resultant reduction in the number of observations .",还必须指出的是，左心室射血分数变化的评估仅在基线和 4 个月时进行配对研究的患者中进行，结果导致观察次数减少。,"还 必须 指出 的 是 , 在 评估 左心室 射血 分数 的 变化 时 , 我们 仅 纳入 了 在 基线 和 4 个 月 时 有 配对 检查 结果 的 患者 , 因而 减少 了 观察 数量 .",0.38387308534423753,0.6666666666666666,"['must', 'baseline', 'reduction', 'assessment', 'number', 'ventricular', 'resultant', '4', 'ejection fraction']","['baseline', 'reduction', 'assessment', 'number', 'resultant', 'ejection fraction']",0.7777777777777778
1754,"finally , our findings are based on the assessment of myocardial viability with either SPECT or dobutamine echocardiography .",最后，我们的研究结果基于使用 SPECT 或多巴酚丁胺超声心动图评估心肌活力。,"最后 , 我们 的 研究 结果 是 基于 利用 SPECT 或 多巴 酚丁胺 负荷 超声 心动图 进行 的 心肌 存活 性 评估 .",0.3014961791656088,0.4,"['SPECT', 'viability', 'assessment', 'myocardial', 'echocardiography']","['SPECT', 'assessment']",0.8476190476190476
1755,"the study did not include the routine performance of cardiac magnetic resonance imaging , which has become an accepted technique for the assessment of myocardial scarring .",该研究不包括心脏磁共振成像的常规表现，这已成为评估心肌瘢痕形成的公认技术。,"本 研究 中未 常规 进行 心脏 磁共振 成像 , 而 这 一 方法 已 成为 公认 的 心肌 瘢痕 评估 手段 .",0.20861314934833514,0.5454545454545454,"['cardiac', 'routine', 'study', 'magnetic resonance imaging', 'assessment', 'scarring', 'technique', 'myocardial', 'performance', 'accepted', 'become']","['cardiac', 'routine', 'assessment', 'scarring', 'technique', 'become']",0.8409090909090909
1756,"for neonatal as well as maternal outcomes , the 39th week of gestation appears to be the sweet spot .",对于新生儿和产妇的结局，妊娠第 39 周似乎是最佳时期。,"对于 新生儿 和 产妇 结局 而言 , 妊娠 39 周 分娩 似乎 是 最佳时机 .",0.32035259923610715,0.2857142857142857,"['neonatal', 'maternal', 'gestation', 'well', 'week', 'spot', 'sweet']","['gestation', 'week']",0.47619047619047616
1757,"the composite adverse maternal outcome ( ICU admission , blood transfusion , uterine rupture , unplanned hysterectomy ) occurred in 0.21 % , 0.24 % , and 0.31 % of births ( aOR for 41 vs. 39 weeks , 1.50 ) .",复合不良母体结局（入住 ICU、输血、子宫破裂、计划外子宫切除术）分别发生在 0.21%、0.24% 和 0.31% 的分娩中（41 周对 39 周的 aOR 为 1.50）。,"分娩 时 复合 产妇 不良 结局 ( 进入 ICU , 输血 , 子宫 破裂 , 计划外 的 子宫 切除术 ) 的 发生率 分别 为 0.21% , 0.24% 和 0.31% ( 41 周 与 39 周 相比 的 aOR , 1.50 ) .",0.17869085971090787,0.4444444444444444,"['composite', 'maternal', 'hysterectomy', 'rupture', 'outcome', 'uterine', 'admission', 'adverse', 'blood transfusion']","['maternal', 'hysterectomy', 'rupture', 'blood transfusion']",0.7962962962962963
1758,both these studies are limited by their retrospective design .,这两项研究都受到回顾性设计的限制。,回顾性 设计 是 上述 两项 研究 的 局限性 .,0.17074127445814433,0.5,"['design', 'limited']",['design'],0.8333333333333333
1759,decisions about induction or expectant management are jointly made by clinicians and patients .,关于诱导或期待治疗的决定由临床医生和患者共同做出。,引产 或 期待 治疗 的 决策 是 由 临床 医师 和 患者 共同 做出 .,0.4284477111131422,0.5,"['induction', 'management']",['induction'],0.5
1760,"in our practice , such decisions reflect national guidelines to avoid elective induction before 39 weeks and 0 days gestation ; also , we recommend against continuing pregnancy beyond 41 weeks and 0 days gestation .",在我们的实践中，此类决定反映了避免在妊娠 39 周和 0 天前进行选择性引产的国家指南；此外，我们建议不要继续怀孕超过 41 周和 0 天妊娠。,"在 我们 的 临床实践 中 , 此类 决策 遵循 避免 在 妊娠 39 周 + 0 天 之前 择期 引产 的 国家 指南 ; 此外 , 我们 反对 在 41 周 + 0 天 之后 继续 妊娠 .",0.29967507800174875,0.75,"['pregnancy', 'induction', 'gestation', 'recommend', 'reflect', 'elective', 'practice', 'avoid']","['pregnancy', 'gestation', 'recommend', 'reflect', 'practice', 'avoid']",0.9375
1761,"limited data document the benefits and safety of intensive lipid lowering in adults aged ≥ 75 , who are often underrepresented in clinical trials .",有限的数据记录了强化降脂对 75 岁以上成年人的益处和安全性，这些人在临床试验中的代表性往往不足。,"关于 ≥ 75 岁 的 成人 接受 强化 降脂 的 益处 和 安全性 , 目前 的 数据 有限 , 这一 人群 在 临床试验 中 往往 未 得到 充分 代表 .",0.2414428049910314,0.5555555555555556,"['safety', 'lipid', 'data', 'document', 'intensive', 'clinical', 'aged', 'lowering', 'limited']","['safety', 'data', 'document', 'clinical', 'limited']",0.7870370370370371
1762,no group had an increase in adverse events .,没有任何一组的不良事件增加。,各 年龄组 的 不良 事件 均 未 增加 .,0.23659078321841723,0.3333333333333333,"['group', 'adverse', 'increase']",['group'],0.611111111111111
1763,"every additional hour engaged in social media , computer use , or television viewing was associated with increased severity of depressive symptoms .",参与社交媒体、使用电脑或看电视的时间每增加一小时，抑郁症状的严重程度就会增加。,"使用 社交 媒体 , 电脑 或 观看电视 的 时间 每 增加 1 小时 , 与 抑郁症 状 加重 相关 .",0.24126930477797473,0.5,"['computer', 'symptoms', 'media', 'associated', 'additional', 'depressive', 'television', 'hour']","['computer', 'depressive', 'television', 'hour']",0.7102272727272727
1764,whether increased screen time contributes to the rise in depression among adolescents is unclear .,屏幕时间的增加是否会导致青少年抑郁症的增加尚不清楚。,目前 尚 不 明确 青少年 面对 屏幕 的 时间 增加 是否 导致 抑郁 增加 .,0.19489628539276033,0.75,"['depression', 'time', 'rise', 'screen']","['depression', 'time', 'screen']",0.875
1765,researchers conducted a secondary analysis of survey data for 3826 adolescents in Montreal followed over 4 years .,研究人员对蒙特利尔 3826 名青少年跟踪调查 4 年的调查数据进行了二次分析。,"研究者 对 接受 4 年 随访 的 蒙特利尔 3 , 826 名 青少年 的 调查 数据 进行 了 二次 分析 .",0.42556036426308225,0.5,"['analysis', 'secondary', '4', 'survey data']","['analysis', 'survey data']",0.6666666666666666
1766,increased time engaged in video games was not associated with increased depressive symptoms in either analysis .,在任何一项分析中，增加玩电子游戏的时间都与抑郁症状增加无关。,"在 两项 分析 中 , 玩 视频 游戏 的 时间 增加 均 与 抑郁症 状 增加 不 相关 .",0.2681201715662575,0.5,"['analysis', 'symptoms', 'time', 'associated', 'depressive', 'video']","['analysis', 'time', 'depressive']",0.6691919191919192
1767,these findings confirm that increased screen time is associated with adverse mental health outcomes for teens .,这些发现证实，屏幕时间增加与青少年的不良心理健康结果有关。,"这些 研究 结果 证实 , 青少年 面对 屏幕 的 时间 增加 与 心理健康 方面 的 不良 结局 相关 .",0.18804713278211274,0.6666666666666666,"['mental health', 'time', 'adverse', 'associated', 'screen', 'teens']","['mental health', 'time', 'screen', 'teens']",0.7777777777777778
1768,ischemic stroke risk was associated with Lp ( a ) levels and LPA gene variants in a contemporary Danish population study .,在当代丹麦人口研究中，缺血性中风风险与 Lp (a) 水平和 LPA 基因变异有关。,"在 一项 当代 丹麦 人群 研究 中 , 缺血性 卒 中 风险 与 脂蛋白 ( a ) 水平 和 LPA 基因 变异 体 相关 .",0.4374307757814625,0.7142857142857143,"['gene', 'lp', 'stroke', 'associated', 'risk', 'population study', 'ischemic']","['gene', 'lp', 'stroke', 'risk', 'population study']",0.8095238095238095
1769,Lp ( a ) levels are primarily genetically determined and remain stable over time .,Lp(a) 水平主要由基因决定，并随时间保持稳定。,"Lp ( a ) 水平 主要 由 基因 决定 , 并 随着 时间 的 推移 保持稳定 .",0.6062689439425669,0.5,"['lp', 'time']",['time'],0.75
1770,"using data from the contemporary Copenhagen General Population Study ( n = 49,699 ) and the historical Copenhagen City Heart Study ( n = 10,813 ) , investigators explored whether elevated Lp ( a ) is associated with increased risk for ischemic stroke .","使用当代哥本哈根一般人口研究 (n = 49,699) 和历史哥本哈根城市心脏研究 (n = 10,813) 的数据，研究人员探讨了升高的 Lp (a) 是否与缺血性中风的风险增加有关。","研究者 利用 当代 哥本哈根 一般 人群 研究 ( Copenhagen General Population Study ) ( n = 49 , 699 ) 和 既往 哥本哈根 市 心脏 研究 ( Copenhagen City Heart Study ) ( n = 10 , 813 ) 的 数据 探讨 了 Lp ( a ) 升高 与 缺血性 卒 中 风险 增加 是否 相关 .",0.44679087577016896,0.5555555555555556,"['heart', 'lp', 'stroke', 'data', 'general', 'associated', 'risk', 'population study', 'ischemic']","['heart', 'stroke', 'data', 'risk', 'population study']",0.8333333333333334
1771,each 50 mg / dL increase in Lp ( a ) level corresponded to a hazard ratio for ischemic stroke of 1.20 in observational analyses and 1.20 and 1.27 in the two genetic analyses .,Lp(a) 水平每增加 50 mg/dL，在观察分析中对应的缺血性中风风险比为 1.20，在两个遗传分析中分别为 1.20 和 1.27。,"Lp ( a ) 水平 每 增加 50 mg / dL , 缺血性 卒 中 在 观察 性 分析 中 的 风险 比为 1.20 , 在 两项 遗传 分析 中 的 风险 比 分别 为 1.20 和 1.27 .",0.5449016676110269,0.4444444444444444,"['lp', 'stroke', 'hazard ratio', '/', 'genetic', 'level', 'increase', 'two', 'ischemic']","['stroke', 'hazard ratio', 'level', 'two']",0.7546296296296297
1772,the highest absolute risk for stroke was found in individuals older than 70 who were active smokers and had hypertension .,中风绝对风险最高的人群是 70 岁以上的活跃吸烟者和高血压患者。,"发生 卒 中 的 最高 绝对 危险度 见于 70 岁 以上 , 当前 吸烟 且 患 高血压 的 人 .",0.15779722615855227,0.8,"['stroke', 'hypertension', 'absolute', 'active', 'risk']","['stroke', 'hypertension', 'absolute', 'risk']",0.9333333333333332
1773,"in the historical cohort , the results were directionally similar but did not reach statistical significance .",在历史队列中，结果在方向上相似，但未达到统计学意义。,"既往 队列 的 结果 在 方向 上 相似 , 但 未 达到 统计学 显著性 .",0.4417457100512217,0.0,"['statistical significance', 'cohort', 'reach', 'similar']",[],0.26666666666666666
1774,the independent association of Lp ( a ) with ischemic stroke risk is unsurprising and adds to the growing body of evidence supporting a causal link between Lp ( a ) and cardiovascular disease .,Lp(a) 与缺血性中风风险的独立关联不足为奇，并且增加了支持 Lp(a) 与心血管疾病之间因果关系的越来越多的证据。,"Lp ( a ) 与 缺血性 卒 中 风险 之间 的 独立 关联 并 不 出人意料 ; 支持 Lp ( a ) 与 心血管 疾病 之间 因果关系 的 证据 越来越 多 , 本 研究 又 补充 了 一条 .",0.5077311629136053,0.5454545454545454,"['lp', 'stroke', 'association', 'cardiovascular disease', 'link', 'risk', 'causal', 'independent', 'evidence', 'body', 'ischemic']","['stroke', 'association', 'cardiovascular disease', 'risk', 'causal', 'evidence']",0.8060606060606059
1775,nutritional supplements are used widely despite minimal or no evidence of value for many of them .,营养补充剂被广泛使用，尽管其中许多补充剂的价值证据很少或没有证据。,"尽管 许多 营养 补充剂 的 价值 微小 或 并 无证据 表明 其 价值 , 但 营养 补充剂 仍 被 广泛应用 .",0.16945749370155336,0.4,"['value', 'nutritional', 'minimal', 'evidence', 'despite']","['value', 'evidence']",0.6666666666666667
1776,significant results were found for the following supplements and interventions :,发现以下补充剂和干预措施的显着结果：,研究 发现 以下 补充剂 和 干预 措施 产生 了 显著 结果 :,0.5141464773545141,0.0,['following'],[],0.0
1777,"folic acid supplementation was associated with 20 % lower risk for stroke ( low certainty ) , but supplementation with calcium plus vitamin D was associated with 17 % higher risk ( moderate certainty ) .",补充叶酸与降低 20% 的中风风险相关（低确定性），但补充钙和维生素 D 与高 17% 的风险相关（中等确定性）。,"• 补充 叶酸 与 卒 中 风险 降低 20% 相关 ( 确定性 低 ) , 但 补充 钙加 维生素 D 与 风险 增加 17% 相关 ( 确定性 中等 ) .",0.218055920911033,0.4,"['calcium', 'stroke', 'plus', 'moderate', 'lower', 'folic acid', 'associated', 'risk', 'certainty', 'vitamin D']","['calcium', 'stroke', 'folic acid', 'risk']",0.7533333333333333
1778,outcomes were not statistically significant for any other supplement or intervention .,任何其他补充剂或干预的结果均无统计学意义。,其他 补充剂 或 干预 措施 的 结局 在 统计学 上 均 不 显著 .,0.26931442195634714,0.5,"['supplement', 'intervention']",['supplement'],0.75
1779,"all in all , these results do not change the current recommendation that nutritional supplements generally have little or no value in preventing adverse cardiovascular events .",总而言之，这些结果并未改变目前的建议，即营养补充剂在预防不良心血管事件方面通常价值很小或没有价值。,"总之 , 这些 结果 并 没有 改变 目前 的 建议 , 即 一般而言 , 营养 补充剂 在 预防 心血管 不良 事件 方面 几乎 无 价值 .",0.3170339906760609,0.3333333333333333,"['cardiovascular', 'value', 'adverse', 'nutritional', 'current', 'change']","['cardiovascular', 'value']",0.75
1780,early involvement by an endocrinologist and diabetes nurse improved glycemic control but not most clinical outcomes .,内分泌学家和糖尿病护士的早期参与改善了血糖控制，但并未改善大多数临床结果。,"内分泌科 医师 和 糖尿病 护士 的 早期 参与 改善 了 患者 的 血糖 控制 , 但 未能 改善 大多数 临床 结局 .",0.49292246538613277,0.8571428571428571,"['diabetes', 'nurse', 'control', 'early', 'clinical', 'endocrinologist', 'involvement']","['diabetes', 'nurse', 'control', 'early', 'clinical', 'endocrinologist']",0.8571428571428571
1781,hypoglycemia and hyperglycemia in hospitalized patients are associated with worse patient outcomes .,住院患者的低血糖和高血糖与较差的患者预后相关。,住院 患者 的 低血糖 和 高血糖 与 较差 的 结局 相关 .,0.7682065467412094,0.4,"['hypoglycemia', 'associated', 'hyperglycemia', 'patient', 'worse']","['hyperglycemia', 'patient']",0.6666666666666666
1782,"to improve glycemic control , many hospitals have implemented inpatient diabetes teams .",为改善血糖控制，许多医院都实施了住院糖尿病小组。,"为了 改善 血糖 控制 , 许多 医院 设立 了 住院 患者 糖尿病 管理 团队 .",0.2282954685372597,0.6666666666666666,"['diabetes', 'control', 'inpatient']","['diabetes', 'control']",0.9166666666666666
1783,"the intervention involved electronic identification of patients with preexisting diabetes or hyperglycemia , with the goal of management within 24 hours by an inpatient team consisting of a diabetes nurse and an endocrinologist .",干预涉及对先前患有糖尿病或高血糖症的患者进行电子识别，目标是在 24 小时内由由一名糖尿病护士和一名内分泌学家组成的住院团队进行管理。,"干预 措施 包括 对 原有 糖尿病 或 高血糖 的 患者 做出 电子 标识 , 目标 是 由 住院 患者 管理 团队 ( 包括 糖尿病 护士 和 内分泌科 医师 ) 在 24 小时 内 进行 管理 .",0.2561590206347133,0.7272727272727273,"['diabetes', 'nurse', 'identification', 'team', 'hyperglycemia', 'intervention', 'endocrinologist', 'management', 'goal', 'electronic', 'inpatient']","['diabetes', 'nurse', 'identification', 'team', 'hyperglycemia', 'endocrinologist', 'management', 'goal']",0.9772727272727273
1784,about 1000 patients were admitted during the study period .,研究期间约有 1000 名患者入院。,"研究 期间 约 有 1 , 000 例 患者 入院 .",0.3379931600886451,0.5,"['period', 'study']",['period'],0.5
1785,"in the intervention arm , the proportion of patients who received new insulin treatment rose from 34 % at baseline to 57 % during the intervention .",在干预组中，接受新胰岛素治疗的患者比例从基线时的 34% 上升到干预期间的 57%。,"在 干预 组中 , 新 接受 胰岛素 治疗 的 患者 比例 从 基线 时 的 34% 上升 至 干预 期间 的 57% .",0.7154739764763263,0.625,"['proportion', 'insulin', 'rose', 'arm', 'baseline', 'treatment', 'intervention', 'new']","['proportion', 'insulin', 'baseline', 'treatment', 'new']",0.7232142857142857
1786,"in the control arm , use of insulin and clinical outcomes did not change during the study period .",在对照组中，胰岛素的使用和临床结果在研究期间没有改变。,对照组 的 胰岛素 用药 情况 和 临床 结局 在 研究 期间 无 变化 .,0.20912933435514444,0.5714285714285714,"['insulin', 'period', 'control', 'arm', 'study', 'clinical', 'change']","['insulin', 'period', 'control', 'clinical']",0.6428571428571429
1787,"within 4.5 hours after ischemic stroke , endovascular therapy is more beneficial the sooner it is performed .",缺血性中风后 4.5 小时内，血管内治疗越早进行越有益。,"在 缺血性 卒 中 发生 后 4.5 小时 内 , 血管 内 治疗 越 早 实施 越 有利 .",0.3954037936450868,0.6666666666666666,"['stroke', 'therapy', 'ischemic']","['stroke', 'therapy']",0.8888888888888888
1788,whether endovascular therapy ( EVT ) for patients with large vessel occlusion has the same dependence on time is less certain .,大血管闭塞患者的血管内治疗 (EVT) 是否具有相同的时间依赖性尚不确定。,我们 目前 不太 明确 大 血管 闭塞 患者 的 血管 内 治疗 ( EVT ) 对 时间 是否 具有 相同 的 依赖性 .,0.6522816043868733,0.2857142857142857,"['vessel', 'occlusion', 'dependence', 'large', 'time', 'therapy', 'certain']","['time', 'therapy']",0.6666666666666667
1789,the authors analyzed two key variables : time from stroke onset to groin puncture ( onset to puncture ) and time from hospital arrival to groin puncture ( door to puncture ) .,作者分析了两个关键变量：从中风发作到腹股沟穿刺的时间（开始到穿刺）和从到达医院到腹股沟穿刺的时间（门到穿刺）。,"作者 分析 了 两项 关键 变量 : 从 卒 中 发病 至 腹股沟 穿刺 ( 发病 至 穿刺 ) 的 时间 , 以及 从 到达 医院 至 腹股沟 穿刺 ( 入门 至 穿刺 ) 的 时间 .",0.20345380716443148,1.0,"['key', 'stroke', 'groin', 'puncture', 'time', 'onset', 'hospital', 'two']","['key', 'stroke', 'groin', 'puncture', 'time', 'onset', 'hospital', 'two']",1.0
1790,"key study endpoints included independent ambulation at discharge , functional independence at discharge , and discharge to home .",主要研究终点包括出院时独立行走、出院时功能独立和出院回家。,"主要 研究 终点 包括 出院 时 独立 行走 , 出院 时 功能 独立 以及 出院 回家 .",0.6847026771942449,0.14285714285714285,"['discharge', 'key', 'functional', 'study', 'independent', 'independence', 'ambulation']",['independence'],0.38095238095238093
1791,safety endpoints evaluated were symptomatic intracerebral hemorrhage ( sICH ) and death / discharge to hospice .,评估的安全性终点是症状性脑出血 (sICH) 和死亡/出院到临终关怀中心。,评估 的 安全性 终点 包括 有 症状 的 脑出血 ( sICH ) 和 死亡 / 出院 后 进入 临终关怀 机构 .,0.5439978740656494,0.5,"['safety', 'discharge', 'death', 'hemorrhage', '/', 'intracerebral', 'symptomatic', 'hospice']","['safety', 'death', 'hemorrhage', 'hospice']",0.75
1792,"the median NIH Stroke Scale score was 17 , indicating severe strokes .",NIH 中风量表评分中位数为 17，表明中风严重。,"NIH 卒 中 量表 ( NIH Stroke Scale ) 评分 中位数 为 17 分 , 表明 发生 重度 卒 中 .",0.15028691271438616,0.4,"['median', 'stroke', 'scale', 'score', 'severe']","['stroke', 'scale']",0.8333333333333333
1793,"of the patients , 68 % received alteplase .",68% 的患者接受了阿替普酶治疗。,有 68% 的 患者 接受 了 阿替 普酶 治疗 .,0.8710667476886879,,[],[],
1794,improved outcome with earlier treatment was more notable among patients treated within 270 minutes of stroke onset .,在卒中发作后 270 分钟内接受治疗的患者中，早期治疗改善的结果更为显着。,提早 治疗 时间 对 结局 的 改善 效果 在 卒 中 发病 后 270 分钟 内 接受 治疗 的 患者 中 较为 明显 .,0.5003128716435834,0.6,"['stroke', 'outcome', 'treatment', 'onset', 'earlier']","['stroke', 'outcome', 'treatment']",0.7
1795,"in this group , for every 1000 patients treated 15 minutes earlier , there were 11 more patients with independent ambulation at discharge , 12 more discharged to home , and 9 more with functional independence .",在该组中，每 1000 名患者提前 15 分钟接受治疗，出院时能够独立行走的患者就会多出 11 名，出院回家的患者会多出 12 名，功能独立的患者多出 9 名。,"在 这 一 人群 中 , 如果 有 1 , 000 例 患者 的 治疗 时间 提早 15 分钟 , 则 出院 时 独立 行走 的 患者 增加 11 例 , 出院 回家 的 患者 增加 12 例 , 功能 独立 的 患者 增加 9 例 .",0.25438987389406065,0.42857142857142855,"['group', 'discharge', 'functional', 'independent', 'independence', 'ambulation', 'earlier']","['group', 'independent', 'independence']",0.6071428571428571
1796,"this analysis shows that for patients who receive EVT within 4.5 hours of stroke onset , earlier treatment within that window has tangible benefits .",该分析表明，对于在中风发作后 4.5 小时内接受 EVT 的患者，在该窗口内进行早期治疗具有明显的好处。,"此项 分析表明 , 对于 在 卒 中 发病 后 4.5 小时 内 接受 EVT 治疗 的 患者 , 在 该 时间 窗内 提早 治疗 时间 具有 明显 益处 .",0.32310630889571973,0.5714285714285714,"['stroke', 'analysis', 'window', 'treatment', 'onset', 'tangible', 'earlier']","['stroke', 'analysis', 'window', 'treatment']",0.7142857142857143
